"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","RAC06","MA01"
"g003959_000003","g003959","sugB","Trehalose transport system permease protein SugB",80,20,310,1,1,2,0,1,0,1,311,"Trehalose transport system permease protein SugB(311)","sugB(311)",726,924,893.68,610,4,"RAC06_02731","MA01_04133"
"g000861_000002","g000861",NA,"hypothetical protein",70,46,310,1,1,2,0,1,0,1,311,"hypothetical protein(311)","NA(311)",282,294,289.34,610,5,"RAC06_02730","MA01_04134"
"g004060_000002","g004060",NA,"hypothetical protein",70,17,310,1.07,1,2,1,23,1,23,333,"hypothetical protein(334)","NA(334)",477,1806,1720.78,610,6,"RAC06_02729","MA01_04135"
"g003703_000003","g003703","flgI","Flagellar P-ring protein",80,20,310,1,1,1,1,0,1,0,310,"Flagellar P-ring protein(311)","flgI(311)",420,1128,1114.77,611,1,"RAC06_02132","MA01_00287"
"g001360_000001","g001360",NA,"hypothetical protein",60,38,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",528,585,542.83,611,2,"RAC06_02131","MA01_00288"
"g003262_000002","g003262","flgH","Flagellar L-ring protein",70,21,310,1,1,1,1,0,1,0,310,"Flagellar L-ring protein(311)","flgH(311)",249,726,715.77,611,3,"RAC06_02130","MA01_00289"
"g001664_000001","g001664",NA,"hypothetical protein",60,35,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",387,618,505.44,611,4,"RAC06_02129","MA01_00290"
"g004417_000002","g004417","fliP","Flagellar biosynthetic protein FliP",70,18,310,1,1,1,0,0,0,0,310,"Flagellar biosynthetic protein FliP(310)","fliP(310)",213,759,726.62,611,5,"RAC06_02128","MA01_00291"
"g000624_000002","g000624","mrpA","Na(+)/H(+) antiporter subunit A",70,48,310,1,1,2,1,1,1,1,311,"Na(+)/H(+) antiporter subunit A(311):hypothetical protein(1)","mrpA(311):NA(1)",711,2406,2358.74,612,1,"RAC06_01458","MA01_00960"
"g001386_000002","g001386","mrpB","Na(+)/H(+) antiporter subunit B",70,38,310,1,1,1,0,0,0,0,310,"Na(+)/H(+) antiporter subunit B(310)","mrpB(310)",303,420,419.62,612,2,"RAC06_01457","MA01_00961"
"g003485_000002","g003485","mrpC","Na(+)/H(+) antiporter subunit C",70,23,310,1,1,1,0,0,0,0,310,"Na(+)/H(+) antiporter subunit C(310)","mrpC(310)",378,378,378,612,3,"RAC06_01456","MA01_00962"
"g000067_000001","g000067","mrpD","Na(+)/H(+) antiporter subunit D",60,94,310,1,1,1,309,0,309,0,310,"Na(+)/H(+) antiporter subunit D(309):Na(+)/H(+) antiporter subunit E(265):Na(+)/H(+) antiporter subunit E1(44):NAD(P)H-quinone oxidoreductase subunit 2%2C chloroplastic(1):hypothetical protein(1)","mrpD(309):mrpE(265):mnhE1(44):ndhB(1):NA(1)",408,2052,1026.27,612,4,"(RAC06_01454:RAC06_01455)","(MA01_00963:MA01_00964)"
"g000547_000001","g000547",NA,"hypothetical protein",60,54,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",378,429,395.52,612,5,"RAC06_01453","MA01_00965"
"g002868_000001","g002868",NA,"hypothetical protein",60,26,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",576,663,584.5,613,1,"RAC06_04068","MA01_02771"
"g000440_000001","g000440","rlmB","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB",60,57,310,1,1,1,0,0,0,0,310,"23S rRNA (guanosine-2'-O-)-methyltransferase RlmB(309):hypothetical protein(1)","rlmB(309):NA(1)",258,912,846.2,613,2,"RAC06_04103","MA01_02735"
"g001885_000002","g001885","rluD","Ribosomal large subunit pseudouridine synthase D",70,33,310,1,1,1,0,0,0,0,310,"Ribosomal large subunit pseudouridine synthase D(310)","rluD(310)",1023,1080,1025.34,613,3,"RAC06_04101","MA01_02737"
"g005792_000004","g005792","rpoH","RNA polymerase sigma factor RpoH",90,13,310,1,1,1,0,0,0,0,310,"RNA polymerase sigma factor RpoH(310)","rpoH(310)",903,909,904.59,613,4,"RAC06_04100","MA01_02738"
"g003412_000004","g003412","asd2","Aspartate-semialdehyde dehydrogenase 2",90,10,310,1,1,1,1,0,1,0,310,"Aspartate-semialdehyde dehydrogenase 2(311):Aspartate-semialdehyde dehydrogenase(1)","asd2(311):asd(1)",189,1086,1029.67,614,1,"RAC06_02895","MA01_03968"
"g002589_000002","g002589","mltB","hypothetical protein",70,27,310,1,1,2,1,1,1,1,311,"hypothetical protein(311):Membrane-bound lytic murein transglycosylase B(1)","NA(311):mltB(1)",210,825,813.34,614,2,"RAC06_02894","MA01_03969"
"g003761_000002","g003761","cynT","Carbonic anhydrase 1",70,20,310,1,1,1,0,0,0,0,310,"Carbonic anhydrase 1(310)","cynT(310)",636,654,642.07,614,3,"RAC06_02893","MA01_03970"
"g002364_000003","g002364","nrtA","Nitrate transport protein NrtA",80,29,310,1,1,1,0,0,0,0,310,"Nitrate transport protein NrtA(310)","nrtA(310)",1293,1473,1298.53,615,1,"RAC06_01945","MA01_00471"
"g001477_000002","g001477","cmpB","Bicarbonate transport system permease protein CmpB",70,37,310,1,1,1,0,0,0,0,310,"Bicarbonate transport system permease protein CmpB(310)","cmpB(310)",567,909,893.42,615,2,"RAC06_01944","MA01_00472"
"g004022_000003","g004022","cmpC","Bicarbonate transport ATP-binding protein CmpC",80,20,310,1,1,1,0,0,0,0,310,"Bicarbonate transport ATP-binding protein CmpC(309):Bicarbonate transport ATP-binding protein CmpD(1)","cmpC(309):cmpD(1)",798,801,798.79,615,3,"RAC06_01943","MA01_00473"
"g010908_000005","g010908",NA,"hypothetical protein",95,6,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",276,276,276,616,1,"RAC06_04113","MA01_02725"
"g005190_000002","g005190",NA,"hypothetical protein",70,15,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",234,357,352.21,616,2,"RAC06_04110","MA01_02728"
"g017765_000005","g017765","ctrA","Cell cycle response regulator CtrA",95,3,310,1,1,1,0,0,0,0,310,"Cell cycle response regulator CtrA(310)","ctrA(310)",648,705,703.34,616,3,"RAC06_04109","MA01_02729"
"g000484_000001","g000484","glmM","Phosphoglucosamine mutase",60,55,310,1.01,1,2,1,3,2,3,313,"Phosphoglucosamine mutase(313):hypothetical protein(2)","glmM(313):NA(2)",501,1521,1414.37,617,1,"RAC06_02718","MA01_04146"
"g000789_000003","g000789","yjbI","Group 2 truncated hemoglobin YjbI",80,47,310,1,1,1,3,0,3,0,310,"Group 2 truncated hemoglobin YjbI(221):Group 2 truncated hemoglobin GlbO(81):hypothetical protein(11)","yjbI(221):glbO(81):NA(11)",180,588,397.02,617,2,"RAC06_04177","MA01_02663"
"g003794_000002","g003794","djlA","Co-chaperone protein DjlA",70,21,310,1,1,1,0,0,0,0,310,"Co-chaperone protein DjlA(232):DnaJ-like protein DjlA(78)","djlA(310)",711,783,737.56,618,1,"RAC06_00189","MA01_02196"
"g000975_000002","g000975","amiD","N-acetylmuramoyl-L-alanine amidase AmiD",70,44,310,1,1,1,0,0,0,0,310,"N-acetylmuramoyl-L-alanine amidase AmiD(310)","amiD(310)",759,780,770.26,618,2,"RAC06_00190","MA01_02195"
"g001907_000003","g001907","ada","Bifunctional transcriptional activator/DNA repair enzyme Ada",80,30,310,1.01,1,2,1,2,1,2,312,"Bifunctional transcriptional activator/DNA repair enzyme Ada(297):Methylated-DNA--protein-cysteine methyltransferase(15):hypothetical protein(1)","ada(297):ogt(15):NA(1)",213,1059,873.52,619,1,"RAC06_03845","MA01_03011"
"g001285_000001","g001285",NA,"hypothetical protein",60,38,310,1.01,1,2,0,2,0,2,312,"hypothetical protein(312)","NA(312)",402,504,485.36,619,2,"RAC06_03844","MA01_03012"
"g000420_000001","g000420","yfiC","tRNA1(Val) (adenine(37)-N6)-methyltransferase",60,58,310,1,1,1,0,0,0,0,310,"tRNA1(Val) (adenine(37)-N6)-methyltransferase(310)","yfiC(310)",555,849,792.55,620,1,"RAC06_01775","MA01_00641"
"g002057_000002","g002057",NA,"hypothetical protein",70,32,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",228,450,231.65,620,2,"RAC06_01776","MA01_00640"
"g002746_1_000006","g002746_1",NA,"hypothetical protein",80,23,310,1,1,1,1,0,1,0,310,"hypothetical protein(311)","NA(311)",138,786,783.48,621,1,"RAC06_03762","MA01_03093"
"g002704_000001","g002704","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",60,25,310,1.01,1,2,0,4,0,4,314,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(233):scyllo-inositol 2-dehydrogenase (NADP(+)) IolU(79):4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase(2)","iolG(233):iolU(79):ligC(2)",945,1101,1055.98,621,2,"RAC06_03763","MA01_03092"
"g003611","g003611","isdG","Heme oxygenase (staphylobilin-producing)",50,22,310,1,1,1,0,0,0,0,310,"Heme oxygenase (staphylobilin-producing)(310)","isdG(310)",315,354,338.37,622,1,"RAC06_00293","MA01_02092"
"g000603","g000603","hmuT","Hemin-binding periplasmic protein HmuT",50,51,310,1,1,1,0,0,0,0,310,"Hemin-binding periplasmic protein HmuT(310)","hmuT(310)",876,960,905.7,622,2,"RAC06_00292","MA01_02093"
"g002642_000003","g002642","lepA","Elongation factor 4",80,27,310,1,1,1,0,0,0,0,310,"Elongation factor 4(177):Translation initiation factor IF-2(133)","lepA(177):infB(133)",2712,2787,2745.14,623,1,"RAC06_02693","MA01_04171"
"g001689_000002","g001689",NA,"hypothetical protein",70,35,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",606,702,696.74,623,2,"RAC06_02692","MA01_04172"
"g000176","g000176","yiiM","hypothetical protein",50,72,310,1,1,2,0,1,0,1,311,"hypothetical protein(301):Protein YiiM(10)","NA(301):yiiM(10)",168,1197,628.04,624,1,"RAC06_02686","MA01_04178"
"g003705_000003","g003705","recR","Recombination protein RecR",80,21,310,1,1,2,0,1,0,1,311,"Recombination protein RecR(311)","recR(311)",282,606,604.22,624,2,"RAC06_02687","MA01_04177"
"g000200_1_000003","g000200_1","iolG","hypothetical protein",70,41,310,1.02,1,2,1,6,1,6,316,"hypothetical protein(313):Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(4)","NA(313):iolG(4)",408,1191,1181.19,625,1,"RAC06_03887","MA01_02968"
"g000685_1_000010","g000685_1","iolE","Inosose dehydratase",90,19,310,1.02,1,2,0,6,0,6,316,"Inosose dehydratase(316)","iolE(316)",1053,1056,1053.84,625,2,"RAC06_03885","MA01_02970"
"g001894_1_000001","g001894_1","fieF","Ferrous-iron efflux pump FieF",60,31,310,1,1,1,2,0,2,0,310,"Ferrous-iron efflux pump FieF(311):hypothetical protein(1)","fieF(311):NA(1)",138,1008,918.61,626,1,"RAC06_04277","MA01_02561"
"g000294_000001","g000294","bluB","5%2C6-dimethylbenzimidazole synthase",60,64,310,1,1,2,0,1,0,1,311,"5%2C6-dimethylbenzimidazole synthase(310):hypothetical protein(1)","bluB(310):NA(1)",186,750,715.96,626,2,"RAC06_00348","MA01_02037"
"g006652_000004","g006652","minD","Septum site-determining protein MinD",90,11,310,1,1,1,0,0,0,0,310,"Septum site-determining protein MinD(310)","minD(310)",813,816,815.75,627,1,"RAC06_01723","MA01_00693"
"g003817_000002","g003817","minE","Cell division topological specificity factor",70,21,310,1,1,1,0,0,0,0,310,"Cell division topological specificity factor(310)","minE(310)",261,261,261,627,2,"RAC06_01722","MA01_00694"
"g003394_000003","g003394","cheR","Chemotaxis protein methyltransferase",80,23,310,1,1,1,0,0,0,0,310,"Chemotaxis protein methyltransferase(310)","cheR(310)",861,939,901.58,628,1,"RAC06_02154","MA01_00265"
"g001842_000002","g001842","cheA","Chemotaxis protein CheA",70,32,310,1,1,1,1,0,1,0,310,"Chemotaxis protein CheA(311)","cheA(311)",837,2298,2263.5,628,2,"RAC06_02156","MA01_00263"
"g000006","g000006",NA,"hypothetical protein",50,329,310,2.82,1,7,42,279,49,563,873,"hypothetical protein(922)","NA(922)",126,1242,989.47,629,1,"RAC06_00072;RAC06_04453","MA01_02313;MA01_04491;MA01_04737"
"g000036_2_000007","g000036_2","malL","Oligo-1%2C6-glucosidase",70,43,310,1,1,2,0,1,0,1,311,"Oligo-1%2C6-glucosidase(268):Oligo-1%2C6-glucosidase 1(41):hypothetical protein(2)","malL(309):NA(2)",162,1674,1653.19,630,1,"RAC06_04238","MA01_02601"
"g000879_1_000003","g000879_1","dnaJ","Chaperone protein DnaJ",70,27,310,1,1,1,0,0,0,0,310,"Chaperone protein DnaJ(310)","dnaJ(310)",357,747,630.83,631,1,"RAC06_03185","MA01_03677"
"g003149_000003","g003149","malP","Maltodextrin phosphorylase",80,21,310,1,1,1,1,0,1,0,310,"Maltodextrin phosphorylase(311)","malP(311)",1008,2598,2457,632,1,"RAC06_03946","MA01_02909"
"g000362_000001","g000362","cca","CCA-adding enzyme",60,60,310,1,1,1,0,0,0,0,310,"CCA-adding enzyme(310)","cca(310)",1248,1263,1258.3,633,1,"RAC06_04330","MA01_02510"
"g001730_000001","g001730","nhaP","K(+)/H(+) antiporter NhaP",60,21,310,1,1,1,4,0,4,0,310,"K(+)/H(+) antiporter NhaP(313):K(+)/H(+) antiporter NhaP2(1)","nhaP(313):nhaP2(1)",747,2025,1835.57,634,1,"RAC06_04025","MA01_02831"
"g002532_1_000003","g002532_1",NA,"Leu/Ile/Val-binding protein ",70,17,310,1,1,1,1,0,1,0,310,"Leu/Ile/Val-binding protein (311)","NA(311)",216,1107,1103.56,635,1,"RAC06_04251","MA01_02587"
"g000062","g000062","actP","Copper-transporting P-type ATPase",50,101,310,1.57,1,6,11,143,11,177,487,"Copper-transporting P-type ATPase(449):Silver exporting P-type ATPase(41):Potassium-transporting ATPase ATP-binding subunit(6):Copper-exporting P-type ATPase(1):hypothetical protein(1)","actP(449):silP(41):kdpB(6):NA(1):copA(1)",450,2763,2480.55,636,1,"RAC06_00076;RAC06_01417","MA01_00999;MA01_02309"
"g001912_000003","g001912",NA,"dITP/XTP pyrophosphatase",80,33,310,1,1,1,0,0,0,0,310,"dITP/XTP pyrophosphatase(310)","NA(310)",645,660,645.1,637,1,"RAC06_02443","MA01_00003"
"g000217_000001","g000217",NA,"hypothetical protein",60,70,310,1,1,1,1,0,1,0,310,"hypothetical protein(311)","NA(311)",363,1707,1545.95,638,1,"RAC06_02492","MA01_04386"
"g001402","g001402","yddA","Inner membrane ABC transporter ATP-binding protein YddA",50,33,310,1,1,1,1,0,1,0,310,"Inner membrane ABC transporter ATP-binding protein YddA(231):hypothetical protein(79):Vitamin B12 transport ATP-binding protein BacA(1)","yddA(231):NA(79):bacA(1)",831,1860,1806.92,639,1,"RAC06_02972","MA01_03890"
"g003052_000001","g003052","atpF","ATP synthase subunit b",60,25,310,1,1,1,0,0,0,0,310,"ATP synthase subunit b(224):ATP synthase subunit b'(86)","atpF(224):atpG(86)",585,642,619.12,640,1,"RAC06_01785","MA01_00631"
"g002398_000002","g002398",NA,"putative NTE family protein",70,29,310,1,1,1,1,0,1,0,310,"putative NTE family protein(254):hypothetical protein(57)","NA(311)",135,996,948.42,641,1,"RAC06_00727","MA01_01688"
"g002879_000002","g002879","nadK","NAD kinase",70,25,310,1,1,1,0,0,0,0,310,"NAD kinase(310)","nadK(232):NADK(78)",717,1002,787.21,642,1,"RAC06_01017","MA01_01403"
"g000678","g000678","psuK","Pseudouridine kinase",50,50,310,1,1,1,0,0,0,0,310,"Pseudouridine kinase(310)","psuK(310)",894,1062,946.47,643,1,"RAC06_00373","MA01_02012"
"g003132_000003","g003132","purS","Phosphoribosylformylglycinamidine synthase subunit PurS",80,25,310,1,1,1,0,0,0,0,310,"Phosphoribosylformylglycinamidine synthase subunit PurS(310)","purS(310)",240,243,242.95,644,1,"RAC06_00409","MA01_01976"
"g006845_000003","g006845","nuoB","NADH-quinone oxidoreductase subunit B",80,10,310,1.01,1,2,0,2,0,2,312,"NADH-quinone oxidoreductase subunit B(312)","nuoB(312)",558,588,584.41,645,1,"RAC06_01100","MA01_01317"
"g003509_000001","g003509","mmgC","Acyl-CoA dehydrogenase",60,22,310,1.02,1,2,1,7,1,7,317,"Acyl-CoA dehydrogenase(317):hypothetical protein(1)","mmgC(233):acdA(84):NA(1)",249,1224,1178.89,646,1,"RAC06_03410","MA01_03449"
"g002083_1_000005","g002083_1",NA,"hypothetical protein",80,24,310,1,1,1,1,0,1,0,310,"hypothetical protein(311)","NA(311)",348,1587,1550.84,647,1,"RAC06_01497","MA01_00921"
"g001112_000001","g001112","gpmA","2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase",60,39,310,1,1,1,0,0,0,0,310,"2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase(231):Phosphoserine phosphatase 1(63):phosphoglycerate mutase GpmB(9):Putative phosphoserine phosphatase 2(7)","gpmA(231):pspA(63):gpmB(9):pspB(7)",579,609,592.28,648,1,"RAC06_01675","MA01_00741"
"g000431_1_000002","g000431_1","puuB","Gamma-glutamylputrescine oxidoreductase",70,55,310,1,1,2,0,1,0,1,311,"Gamma-glutamylputrescine oxidoreductase(310):tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC(1)","puuB(310):mnmC(1)",1284,1407,1284.93,649,1,"RAC06_03425","MA01_03434"
"g002401_000001","g002401",NA,"hypothetical protein",60,28,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",402,1089,1017.01,650,1,"RAC06_00005","MA01_02381"
"g001890_000001","g001890","galE1","UDP-glucose 4-epimerase",60,29,310,1.01,1,2,2,2,2,2,312,"UDP-glucose 4-epimerase(185):UDP-N-acetylglucosamine 4-epimerase(95):dTDP-glucose 4%2C6-dehydratase(34)","galE1(168):wbgU(95):rfbB(33):NA(17):strE(1)",366,1038,1010.41,651,1,"RAC06_04682","MA01_04706"
"g002480_000003","g002480","rnr","Ribonuclease R",80,28,310,1,1,1,0,0,0,0,310,"Ribonuclease R(310)","rnr(310)",2283,2379,2362.63,652,1,"RAC06_01067","MA01_01350"
"g003365_1_000003","g003365_1","fabF","3-oxoacyl-[acyl-carrier-protein] synthase 2",80,19,310,1,1,1,2,0,2,0,310,"3-oxoacyl-[acyl-carrier-protein] synthase 2(311):hypothetical protein(1)","fabF(311):NA(1)",306,1302,1278.81,653,1,"RAC06_00447","MA01_01938"
"g001139","g001139",NA,"hypothetical protein",50,40,310,1,1,1,2,0,2,0,310,"hypothetical protein(312)","NA(312)",129,921,833.35,654,1,"RAC06_00214","MA01_02171"
"g000008","g000008",NA,"hypothetical protein",50,257,310,2.04,1,5,137,210,139,321,631,"hypothetical protein(770)","NA(770)",237,1392,1233.43,655,1,"RAC06_04745","MA01_04483;MA01_04822"
"g000505_000001","g000505",NA,"hypothetical protein",60,51,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",189,255,202.51,656,1,"RAC06_00247","MA01_02138"
"g000615","g000615",NA,"hypothetical protein",50,52,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",363,399,372.51,657,1,"RAC06_02477","MA01_04401"
"g000671","g000671",NA,"hypothetical protein",50,50,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",1143,1323,1156.06,658,1,"RAC06_01375","MA01_01042"
"g001183_000003","g001183","tsaD","tRNA N6-adenosine threonylcarbamoyltransferase",80,40,310,1,1,1,0,0,0,0,310,"tRNA N6-adenosine threonylcarbamoyltransferase(310)","tsaD(310)",1095,1146,1105.56,659,1,"RAC06_03103","MA01_03760"
"g000621_000001","g000621",NA,"hypothetical protein",60,51,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",717,786,731.51,660,1,"RAC06_02317","MA01_00139"
"g005576_000004","g005576","pyrG","CTP synthase",90,13,310,1,1,1,0,0,0,0,310,"CTP synthase(310)","pyrG(310)",582,1680,1638.94,661,1,"RAC06_00709","MA01_01706"
"g000849","g000849",NA,"hypothetical protein",50,44,310,1,1,1,1,0,1,0,310,"hypothetical protein(311)","NA(311)",195,528,446.62,662,1,"RAC06_02293","MA01_00163"
"g006214_000003","g006214",NA,"hypothetical protein",80,12,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",387,393,388.08,663,1,"RAC06_00489","MA01_01895"
"g004398_000004","g004398","ymdB","2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase",90,18,310,1,1,1,1,0,1,0,310,"2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase(310):hypothetical protein(1)","ymdB(310):NA(1)",162,825,822.09,664,1,"RAC06_04033","MA01_02806"
"g000015_1_000023","g000015_1",NA,"hypothetical protein",70,20,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",666,834,700.3,665,1,"RAC06_02820","MA01_04044"
"g003735_000003","g003735","hdfR","HTH-type transcriptional regulator HdfR",80,15,310,1,1,1,2,0,2,0,310,"HTH-type transcriptional regulator HdfR(309):hypothetical protein(2):HTH-type transcriptional regulator GltR(1)","hdfR(309):NA(2):gltR(1)",372,972,946.28,666,1,"RAC06_01866","MA01_00550"
"g001302_000002","g001302","ung","Uracil-DNA glycosylase",70,38,310,1,1,1,0,0,0,0,310,"Uracil-DNA glycosylase(310)","ung(310)",693,729,704.52,667,1,"RAC06_04089","MA01_02749"
"g001252","g001252",NA,"hypothetical protein",50,38,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",1032,1224,1046.98,668,1,"RAC06_01170","MA01_01246"
"g002570_000001","g002570","plsY","Glycerol-3-phosphate acyltransferase",60,28,310,1,1,1,0,0,0,0,310,"Glycerol-3-phosphate acyltransferase(300):putative glycerol-3-phosphate acyltransferase(10)","plsY(310)",612,630,619.91,669,1,"RAC06_01063","MA01_01354"
"g000601","g000601","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",50,49,310,1.01,1,2,1,4,1,4,314,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(145):3-oxoacyl-[acyl-carrier-protein] reductase(89):2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase(76):Glucose 1-dehydrogenase 4(3):hypothetical protein(1):putative oxidoreductase(1)","fabG(234):kduD(76):gdhIV(3):NA(2)",195,732,703.7,670,1,"RAC06_02095","MA01_00324"
"g003804_000001","g003804",NA,"hypothetical protein",60,21,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",249,294,249.2,671,1,"RAC06_00689","MA01_01726"
"g005321_000003","g005321","purA","Adenylosuccinate synthetase",80,12,310,1,1,1,1,0,1,0,310,"Adenylosuccinate synthetase(311)","purA(311)",582,1311,1294.08,672,1,"RAC06_04096","MA01_02742"
"g001570_000002","g001570","trpF","N-(5'-phosphoribosyl)anthranilate isomerase",70,36,310,1,1,1,0,0,0,0,310,"N-(5'-phosphoribosyl)anthranilate isomerase(310)","trpF(310)",504,786,667.04,673,1,"RAC06_02852","MA01_04011"
"g004092_1_000005","g004092_1","dxs","1-deoxy-D-xylulose-5-phosphate synthase",80,18,310,1,1,1,0,0,0,0,310,"1-deoxy-D-xylulose-5-phosphate synthase(309):Pyruvate dehydrogenase E1 component subunit beta(1)","dxs(309):pdhB(1)",342,1428,1400.67,674,1,"RAC06_00694","MA01_01721"
