"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AF310","CFBP5473","CFBP5477"
"g000007_1_000003","g000007_1","omp2b","Porin Omp2b",80,181,311,4.22,1,11,20,253,20,1001,1312,"Porin Omp2b(608):Outer membrane protein IIIA(565):Porin Omp2a(154):hypothetical protein(5)","omp2b(608):ropA(565):omp2a(154):NA(5)",207,1296,1055.67,383,1,"AF310_02658;AF310_02659","CFBP5473_02070;CFBP5473_02071","CFBP5477_01047;CFBP5477_01899;CFBP5477_01900"
"g004240_000003","g004240","queF","NADPH-dependent 7-cyano-7-deazaguanine reductase",80,19,311,1,1,1,0,0,0,0,311,"NADPH-dependent 7-cyano-7-deazaguanine reductase(311)","queF(311)",465,465,465,384,1,"AF310_04861","CFBP5473_00819","CFBP5477_02282"
"g000658","g000658","dgkA","hypothetical protein",50,47,311,1.02,1,2,0,6,0,6,317,"hypothetical protein(189):Diacylglycerol kinase(128)","NA(189):dgkA(128)",381,450,406.24,385,1,"AF310_03275","CFBP5473_01304","CFBP5477_02796"
"g003143_000002","g003143",NA,"hypothetical protein",70,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",390,399,394.13,386,1,"AF310_02873","CFBP5473_02256","CFBP5477_00619"
"g002446_1_000003","g002446_1","phaB","Acetoacetyl-CoA reductase",70,27,311,1.25,1,2,0,77,0,77,388,"Acetoacetyl-CoA reductase(381):3-oxoacyl-[acyl-carrier-protein] reductase FabG(7)","phaB(381):fabG(7)",726,726,726,387,1,"AF310_00664","CFBP5473_00309","CFBP5477_01547"
"g001547_1_000001","g001547_1","erfK","hypothetical protein",60,31,311,1.01,1,2,0,4,0,4,315,"hypothetical protein(314):putative L%2CD-transpeptidase ErfK/SrfK(1)","NA(314):erfK(1)",336,825,742.43,388,1,"AF310_00998","CFBP5473_02501","CFBP5477_00877"
"g001759_000002","g001759","mgtA","GDP-mannose-dependent alpha-mannosyltransferase",70,26,311,1,1,1,1,0,1,0,311,"GDP-mannose-dependent alpha-mannosyltransferase(304):hypothetical protein(8)","mgtA(304):NA(8)",495,1173,1066.43,389,1,"AF310_04607","CFBP5473_00794","CFBP5477_02256"
"g002113_000003","g002113","purC","Phosphoribosylaminoimidazole-succinocarboxamide synthase",80,31,311,1,1,1,0,0,0,0,311,"Phosphoribosylaminoimidazole-succinocarboxamide synthase(311)","purC(311)",942,1119,962,390,1,"AF310_04218","CFBP5473_00517","CFBP5477_01752"
"g000004_9_000001","g000004_9","malK","Maltose/maltodextrin import ATP-binding protein MalK",60,420,311,9.42,5,13,213,311,522,2620,2931,"Maltose/maltodextrin import ATP-binding protein MalK(1983):sn-glycerol-3-phosphate import ATP-binding protein UgpC(1367):Trehalose import ATP-binding protein SugC(143):hypothetical protein(26):Vitamin B12 import ATP-binding protein BtuD(1)","malK(1983):ugpC(1367):sugC(143):NA(26):btuD(1)",183,1206,1056.67,391,1,"AF310_01160;AF310_02244;AF310_02349;AF310_02551;AF310_03675;AF310_03743;AF310_04120;AF310_04310","CFBP5473_03051;CFBP5473_03280;CFBP5473_03462;CFBP5473_03670;CFBP5473_03913;CFBP5473_04094;CFBP5473_04184;CFBP5473_04934","CFBP5477_00179;CFBP5477_03616;CFBP5477_03823;CFBP5477_04076;CFBP5477_04302;CFBP5477_04393;CFBP5477_04488;CFBP5477_04716"
"g003021_000002","g003021","fliI","Flagellum-specific ATP synthase",70,25,311,1,1,1,0,0,0,0,311,"Flagellum-specific ATP synthase(161):ATP synthase subunit beta(121):V-type ATP synthase beta chain(23):putative ATP synthase YscN(6)","fliI(161):atpB(144):yscN(6)",423,1467,1391.49,392,1,"AF310_00873","CFBP5473_02626","CFBP5477_00974"
"g001977_000001","g001977","rlmD","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD",60,32,311,1,1,1,0,0,0,0,311,"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD(311)","rlmD(311)",1251,1257,1251.99,393,1,"AF310_01091","CFBP5473_02408","CFBP5477_00784"
"g000005_8","g000005_8","glnQ","Glutamine transport ATP-binding protein GlnQ",50,202,311,4.78,1,12,153,299,449,1175,1486,"Glutamine transport ATP-binding protein GlnQ(1303):L-cystine import ATP-binding protein TcyC(267):Vitamin B12 import ATP-binding protein BtuD(228):Octopine permease ATP-binding protein P(202):Arginine transport ATP-binding protein ArtM(47):hypothetical protein(2):Histidine transport ATP-binding protein HisP(1)","glnQ(1303):tcyC(267):btuD(228):occP(202):artM(47):NA(2):hisP(1)",252,1569,848.18,394,1,"AF310_02317","CFBP5473_03389","CFBP5477_03539"
"g000298_000001","g000298","yffB","Protein YffB",60,65,311,1,1,1,0,0,0,0,311,"Protein YffB(189):putative protein(120):Regulatory protein Spx(2)","yffB(189):NA(120):spxA(2)",345,468,352.61,395,1,"AF310_01132","CFBP5473_03698","CFBP5477_03851"
"g002497_000001","g002497","mdtD","Putative multidrug resistance protein MdtD",60,28,311,1,1,1,0,0,0,0,311,"Putative multidrug resistance protein MdtD(192):Multidrug resistance protein 3(119)","mdtD(192):bmr3(119)",1497,1605,1537.33,396,1,"AF310_02908","CFBP5473_02292","CFBP5477_00653"
"g000069_000001","g000069","nasA","Nitrate reductase",60,98,311,1.03,1,2,0,9,0,9,320,"Nitrate reductase(320)","nasA(320)",2505,2721,2655.39,397,1,"AF310_01959","CFBP5473_03792","CFBP5477_03968"
"g005682_000004","g005682","glyQ","Glycine--tRNA ligase alpha subunit",90,12,311,1,1,1,0,0,0,0,311,"Glycine--tRNA ligase alpha subunit(311)","glyQ(311)",954,1020,960.3,398,1,"AF310_01068","CFBP5473_02431","CFBP5477_00804"
"g000717","g000717","gloB","Hydroxyacylglutathione hydrolase",50,49,311,1,1,1,0,0,0,0,311,"Hydroxyacylglutathione hydrolase(311)","gloB(311)",909,981,911.55,399,1,"AF310_02943","CFBP5473_02327","CFBP5477_00711"
"g001395_1_000002","g001395_1","kup","Low affinity potassium transport system protein kup",70,31,311,1.13,1,3,1,39,1,40,351,"Low affinity potassium transport system protein kup(352)","kup(352)",396,2061,1897.84,400,1,"AF310_01044;AF310_03641","CFBP5473_02455;CFBP5473_04744","CFBP5477_00830"
"g002508_1_000007","g002508_1","leuC","3-isopropylmalate dehydratase large subunit",80,20,311,1,1,1,1,0,1,0,311,"3-isopropylmalate dehydratase large subunit(308):3-isopropylmalate dehydratase large subunit 1(4)","leuC(308):leuC1(4)",375,1422,1405.57,401,1,"AF310_00736","CFBP5473_00381","CFBP5477_01619"
"g000427","g000427","recQ","ATP-dependent DNA helicase RecQ",50,51,311,1.02,1,3,5,5,5,6,317,"ATP-dependent DNA helicase RecQ(316):hypothetical protein(6)","recQ(316):NA(6)",174,2025,1798.18,402,1,"AF310_02557","CFBP5473_03045","CFBP5477_04482"
"g000048_1_000062","g000048_1","cspG","Cold shock-like protein 7.0",90,7,311,1,1,1,0,0,0,0,311,"Cold shock-like protein 7.0(257):Cold shock-like protein CspG(53):Cold shock protein CspA(1)","NA(257):cspG(53):cspA(1)",216,216,216,403,1,"AF310_01440","CFBP5473_00986","CFBP5477_02462"
"g001253_1_000001","g001253_1","rafR","HTH-type transcriptional regulator RafR",60,37,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator RafR(298):HTH-type transcriptional repressor PurR(13)","rafR(298):purR(13)",867,1236,1049.12,404,1,"AF310_00221","CFBP5473_01664","CFBP5477_03192"
"g000627_000001","g000627",NA,"Tn3 family transposase TnXax1",60,49,311,1,1,1,1,0,1,0,311,"Tn3 family transposase TnXax1(257):hypothetical protein(55)","NA(312)",540,1461,1298.55,405,1,"AF310_01725","CFBP5473_00067","CFBP5477_01305"
"g000308_1_000001","g000308_1","accA1","Acetyl-/propionyl-coenzyme A carboxylase alpha chain",60,62,311,1.06,1,2,0,19,0,19,330,"Acetyl-/propionyl-coenzyme A carboxylase alpha chain(210):D-alanine--D-alanine ligase(119):hypothetical protein(1)","accA1(210):ddl(119):NA(1)",780,2022,2001.79,406,1,"AF310_02468","CFBP5473_03975","CFBP5477_04136"
"g002517_000003","g002517","pfp","Pyrophosphate--fructose 6-phosphate 1-phosphotransferase",80,27,311,1,1,1,1,0,1,0,311,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase(312)","pfp(312)",606,1215,1208.67,407,1,"AF310_01535","CFBP5473_01081","CFBP5477_02562"
"g000637_000002","g000637",NA,"hypothetical protein",70,51,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",993,1008,1002.76,408,1,"AF310_02913","CFBP5473_02297","CFBP5477_00658"
"g001457_1_000001","g001457_1",NA,"hypothetical protein",60,31,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",552,714,655.1,409,1,"AF310_02752","CFBP5473_00567","CFBP5477_02006"
"g003937_000002","g003937","ecfG","ECF RNA polymerase sigma factor EcfG",70,20,311,1,1,1,0,0,0,0,311,"ECF RNA polymerase sigma factor EcfG(311)","ecfG(311)",552,573,563.37,410,1,"AF310_01992","CFBP5473_03759","CFBP5477_03936"
"g001879_000001","g001879",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",471,729,532.22,411,1,"AF310_01681","CFBP5473_00023","CFBP5477_01261"
"g002470_000001","g002470",NA,"hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",330,429,385.78,412,1,"AF310_00855","CFBP5473_02644","CFBP5477_00992"
"g003860_000002","g003860","gndA","6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating",70,20,311,1,1,1,0,0,0,0,311,"6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating(271):6-phosphogluconate dehydrogenase%2C NAD(+)-dependent%2C decarboxylating(32):6-phosphogluconate dehydrogenase%2C decarboxylating(8)","gndA(271):gntZ(32):gnd(8)",1422,1458,1430.86,413,1,"AF310_00220","CFBP5473_01665","CFBP5477_03193"
"g001033_000002","g001033","fcbB1","4-chlorobenzoyl coenzyme A dehalogenase-1",70,43,311,1,1,1,0,0,0,0,311,"4-chlorobenzoyl coenzyme A dehalogenase-1(172):putative enoyl-CoA hydratase echA8(77):1%2C2-epoxyphenylacetyl-CoA isomerase(31):2%2C3-dehydroadipyl-CoA hydratase(25):Crotonyl-CoA hydratase(3):4-chlorobenzoyl coenzyme A dehalogenase-2(3)","fcbB1(172):echA8(77):paaG(31):paaF(25):fcbB2(3):NA(3)",753,765,757.64,414,1,"AF310_01089","CFBP5473_02410","CFBP5477_00786"
"g001606_000001","g001606","mtgA","Monofunctional biosynthetic peptidoglycan transglycosylase",60,35,311,1,1,1,0,0,0,0,311,"Monofunctional biosynthetic peptidoglycan transglycosylase(310):hypothetical protein(1)","mtgA(310):NA(1)",1311,2535,2361.56,415,1,"AF310_01763","CFBP5473_00105","CFBP5477_01343"
"g001776_000001","g001776","yfcA","putative membrane transporter protein YfcA",60,34,311,1,1,1,0,0,0,0,311,"putative membrane transporter protein YfcA(295):hypothetical protein(16)","yfcA(295):NA(16)",786,942,807.86,416,1,"AF310_03082","CFBP5473_01920","CFBP5477_03481"
"g002124_000003","g002124",NA,"hypothetical protein",80,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",957,966,962.25,417,1,"AF310_03392","CFBP5473_02756","CFBP5477_01120"
"g001864_000003","g001864","tyrS","Tyrosine--tRNA ligase",80,28,311,1,1,1,4,0,4,0,311,"Tyrosine--tRNA ligase(311):hypothetical protein(4)","tyrS(311):NA(4)",126,1323,1240.49,418,1,"AF310_00472","CFBP5473_01412","CFBP5477_02906"
"g000005_5_000001","g000005_5","glnQ","Glutamine transport ATP-binding protein GlnQ",60,107,311,2.15,1,5,25,229,25,357,668,"Glutamine transport ATP-binding protein GlnQ(685):Arginine transport ATP-binding protein ArtM(6):L-cystine import ATP-binding protein TcyC(2)","glnQ(685):artM(6):tcyC(2)",261,897,754.2,419,1,"AF310_01882;AF310_02277","CFBP5473_03429;CFBP5473_03869","CFBP5477_03583;CFBP5477_04032"
"g003644_000002","g003644","ndvA","Beta-(1-->2)glucan export ATP-binding/permease protein NdvA",70,21,311,1,1,1,0,0,0,0,311,"Beta-(1-->2)glucan export ATP-binding/permease protein NdvA(311)","ndvA(311)",1731,1830,1766.05,420,1,"AF310_00707","CFBP5473_00352","CFBP5477_01590"
"g003826_000003","g003826","parC","DNA topoisomerase 4 subunit A",80,20,311,1,1,1,0,0,0,0,311,"DNA topoisomerase 4 subunit A(311)","parC(311)",474,2307,2257.54,421,1,"AF310_03573","CFBP5473_04132","CFBP5477_04340"
"g002437_000002","g002437",NA,"hypothetical protein",70,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",501,639,636.96,422,1,"AF310_01680","CFBP5473_00022","CFBP5477_01260"
"g001704_000001","g001704",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",435,465,448.78,423,1,"AF310_00068","CFBP5473_01818","CFBP5477_03350"
"g000065_1_000005","g000065_1","glpD","Aerobic glycerol-3-phosphate dehydrogenase",70,85,311,1.56,1,3,0,163,0,175,486,"Aerobic glycerol-3-phosphate dehydrogenase(485):hypothetical protein(1)","glpD(485):NA(1)",918,1791,1525.46,424,1,"AF310_02492","CFBP5473_03110","CFBP5477_04547"
"g001188_1_000003","g001188_1","hisI","Phosphoribosyl-AMP cyclohydrolase",70,39,311,1,1,1,0,0,0,0,311,"Phosphoribosyl-AMP cyclohydrolase(311)","hisI(311)",444,522,455.49,425,1,"AF310_00363","CFBP5473_01521","CFBP5477_03044"
"g002042_1_000001","g002042_1",NA,"2-keto-3-deoxy-L-fuconate dehydrogenase",60,29,311,1.01,1,2,1,4,1,4,315,"2-keto-3-deoxy-L-fuconate dehydrogenase(315):hypothetical protein(1)","NA(316)",204,744,729.38,426,1,"AF310_04422","CFBP5473_00535","CFBP5477_01770"
"g002829_000003","g002829","purH","Bifunctional purine biosynthesis protein PurH",80,26,311,1,1,1,0,0,0,0,311,"Bifunctional purine biosynthesis protein PurH(311)","purH(311)",1617,1617,1617,427,1,"AF310_00614","CFBP5473_00259","CFBP5477_01497"
"g000279_000001","g000279","fdhD","Sulfur carrier protein FdhD",60,66,311,1.01,1,2,0,2,0,2,313,"Sulfur carrier protein FdhD(312):Protein FdhD(1)","fdhD(313)",717,921,835.03,428,1,"AF310_00814","CFBP5473_00459","CFBP5477_01696"
"g001918_000001","g001918",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",564,660,658.75,429,1,"AF310_02912","CFBP5473_02296","CFBP5477_00657"
"g002212_000003","g002212","pgk","Phosphoglycerate kinase",80,27,311,1,1,1,0,0,0,0,311,"Phosphoglycerate kinase(311)","pgk(311)",1188,1203,1202.78,430,1,"AF310_03931","CFBP5473_00679","CFBP5477_02146"
"g001677_000003","g001677","rppH","RNA pyrophosphohydrolase",80,35,311,1,1,1,1,0,1,0,311,"RNA pyrophosphohydrolase(312)","rppH(312)",216,558,502.18,431,1,"AF310_00667","CFBP5473_00312","CFBP5477_01550"
"g000518_000002","g000518","hisS","Histidine--tRNA ligase",70,50,311,1,1,1,1,0,1,0,311,"Histidine--tRNA ligase(312)","hisS(312)",738,1695,1539.21,432,1,"AF310_01006","CFBP5473_02493","CFBP5477_00869"
"g004384_000003","g004384","hpt","Hypoxanthine phosphoribosyltransferase",80,18,311,1,1,1,0,0,0,0,311,"Hypoxanthine phosphoribosyltransferase(310):Hypoxanthine-guanine phosphoribosyltransferase(1)","hpt(311)",543,561,545.86,433,1,"AF310_01170","CFBP5473_03660","CFBP5477_03813"
"g005716_000004","g005716","carD","RNA polymerase-binding transcription factor CarD",90,10,311,1,1,1,0,0,0,0,311,"RNA polymerase-binding transcription factor CarD(202):hypothetical protein(109)","carD(202):NA(109)",570,828,571.84,434,1,"AF310_00659","CFBP5473_00304","CFBP5477_01542"
"g001115","g001115","ribN","Riboflavin transporter",50,41,311,1.02,1,3,2,3,2,5,316,"Riboflavin transporter(315):hypothetical protein(3)","ribN(315):NA(3)",876,1005,903.15,435,1,"AF310_02343","CFBP5473_04100","CFBP5477_04308"
"g000133_000001","g000133",NA,"hypothetical protein",60,77,311,1,1,1,1,0,1,0,311,"hypothetical protein(256):putative protein(56)","NA(312)",489,1281,1223.11,436,1,"AF310_01299","CFBP5473_03531","CFBP5477_03684"
"g001060","g001060",NA,"hypothetical protein",50,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",564,672,603.55,437,1,"AF310_01673","CFBP5473_00015","CFBP5477_01253"
"g000195","g000195","tusA","Sulfur carrier protein TusA",50,70,311,1,1,1,1,0,1,0,311,"Sulfur carrier protein TusA(298):Sulfurtransferase TusA(14)","tusA(312)",228,264,241.19,438,1,"AF310_01254","CFBP5473_03576","CFBP5477_03729"
"g000106_1_000006","g000106_1",NA,"hypothetical protein",70,36,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",1047,1158,1059.17,439,1,"AF310_01853","CFBP5473_03898","CFBP5477_04061"
"g001902","g001902","cobO","Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase",50,33,311,1,1,1,0,0,0,0,311,"Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase(311)","cobO(311)",618,732,632.46,440,1,"AF310_00627","CFBP5473_00272","CFBP5477_01510"
"g003369_000002","g003369","pccB","Propionyl-CoA carboxylase beta chain",70,23,311,1.06,1,2,0,19,0,19,330,"Propionyl-CoA carboxylase beta chain(330)","pccB(330)",600,1560,1528.09,441,1,"AF310_02467","CFBP5473_03976","CFBP5477_04137"
"g000253_000001","g000253","ttr","Acetyltransferase",60,66,311,1,1,1,0,0,0,0,311,"Acetyltransferase(311)","ttr(311)",519,549,521.9,442,1,"AF310_01162","CFBP5473_03668","CFBP5477_03821"
"g002309_000001","g002309","vdcA","hypothetical protein",60,29,311,1,1,1,1,0,1,0,311,"hypothetical protein(306):Diguanylate cyclase VdcA(5):putative diguanylate cyclase DgcT(1)","NA(306):vdcA(5):dgcT(1)",231,1071,1063.05,443,1,"AF310_00490","CFBP5473_01394","CFBP5477_02888"
"g000274_1_000001","g000274_1","yvgN","Glyoxal reductase",60,65,311,1,1,2,5,1,5,1,312,"Glyoxal reductase(249):putative oxidoreductase YtbE(53):putative oxidoreductase/MSMEI_2347(9):Aldo-keto reductase YhdN(4):hypothetical protein(2)","yvgN(249):ytbE(53):NA(11):yhdN(4)",243,846,832.4,444,1,"AF310_03428","CFBP5473_01175","CFBP5477_02662"
"g001124","g001124","betI","HTH-type transcriptional regulator BetI",50,41,311,1.18,1,2,0,55,0,55,366,"HTH-type transcriptional regulator BetI(196):hypothetical protein(105):Fatty acid metabolism regulator protein(51):HTH-type transcriptional repressor Bm3R1(14)","betI(196):NA(105):fadR(51):bm3R1(14)",345,726,681.86,445,1,"AF310_04410","CFBP5473_00547","CFBP5477_01783"
"g005130_000003","g005130","ppa","Inorganic pyrophosphatase",80,15,311,1,1,1,0,0,0,0,311,"Inorganic pyrophosphatase(311)","ppa(311)",531,546,536.72,446,1,"AF310_00771","CFBP5473_00416","CFBP5477_01654"
"g002310_000002","g002310","ccmC","Heme exporter protein C",70,29,311,1,1,1,0,0,0,0,311,"Heme exporter protein C(311)","ccmC(311)",750,855,772.82,447,1,"AF310_00744","CFBP5473_00389","CFBP5477_01627"
"g000173","g000173","mopA","hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(215):Molybdenum-pterin-binding protein MopA(95):Molybdenum-pterin-binding protein MopB(3)","NA(215):mopA(95):mopB(3)",180,426,392.71,448,1,"AF310_04204","CFBP5473_00503","CFBP5477_01737"
"g001024_1_000006","g001024_1",NA,"hypothetical protein",80,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",129,291,287.9,449,1,"AF310_01150","CFBP5473_03680","CFBP5477_03833"
"g000013_1_000001","g000013_1","fliC","Flagellin",60,198,311,3.84,1,7,21,310,21,884,1195,"Flagellin(898):hypothetical protein(319)","fliC(898):NA(319)",234,1857,1031.9,450,1,"AF310_00876;AF310_00877;AF310_00878","CFBP5473_02621;CFBP5473_02622;CFBP5473_02623","CFBP5477_00969;CFBP5477_00970;CFBP5477_00971"
"g004142_000003","g004142","gshB","Glutathione synthetase",80,19,311,1,1,1,0,0,0,0,311,"Glutathione synthetase(311)","gshB(311)",948,960,954.5,451,1,"AF310_01905","CFBP5473_03846","CFBP5477_04023"
"g002489_000003","g002489","yheS","putative ABC transporter ATP-binding protein YheS",80,28,311,1.03,1,2,0,9,0,9,320,"putative ABC transporter ATP-binding protein YheS(318):putative ABC transporter ATP-binding protein(1):hypothetical protein(1)","yheS(318):NA(2)",354,2016,1878.76,452,1,"AF310_03129","CFBP5473_01967","CFBP5477_01796"
"g001313","g001313","cobM","Precorrin-4 C(11)-methyltransferase",50,39,311,1,1,1,0,0,0,0,311,"Precorrin-4 C(11)-methyltransferase(311)","cobM(311)",759,792,772.58,453,1,"AF310_00638","CFBP5473_00283","CFBP5477_01521"
"g000331","g000331","yncA","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",50,62,311,1,1,1,77,0,77,0,311,"L-methionine sulfoximine/L-methionine sulfone acetyltransferase(349):hypothetical protein(20):Phosphinothricin N-acetyltransferase(19)","yncA(142):pitA(117):NA(110):pat(19)",540,852,570.36,454,1,"AF310_02879","CFBP5473_02262","CFBP5477_00625"
"g004528_000003","g004528","pncB","Nicotinate phosphoribosyltransferase",80,17,311,1,1,1,1,0,1,0,311,"Nicotinate phosphoribosyltransferase(312)","pncB(312)",333,1365,1301.48,455,1,"AF310_01803","CFBP5473_00145","CFBP5477_01383"
"g000207_000001","g000207","ygfA","5-formyltetrahydrofolate cyclo-ligase",60,71,311,1,1,1,0,0,0,0,311,"5-formyltetrahydrofolate cyclo-ligase(282):hypothetical protein(29)","NA(298):ygfA(13)",579,618,603.67,456,1,"AF310_03943","CFBP5473_00691","CFBP5477_02157"
"g000059_1_000004","g000059_1",NA,"hypothetical protein",70,72,311,1.22,1,2,0,67,0,67,378,"hypothetical protein(378)","NA(378)",171,270,187.87,457,1,"AF310_01792","CFBP5473_00134","CFBP5477_01372"
"g001002_1_000004","g001002_1","gpr","L-glyceraldehyde 3-phosphate reductase",80,29,311,1,1,1,0,0,0,0,311,"L-glyceraldehyde 3-phosphate reductase(311)","gpr(311)",1032,1092,1033.27,458,1,"AF310_00223","CFBP5473_01662","CFBP5477_03190"
"g001238_000002","g001238","pepN","Aminopeptidase N",70,39,311,1,1,1,0,0,0,0,311,"Aminopeptidase N(311)","pepN(311)",2649,2679,2653.05,459,1,"AF310_02712","CFBP5473_02124","CFBP5477_01954"
"g000499","g000499","coaA","Pantothenate kinase",50,55,311,1,1,1,0,0,0,0,311,"Pantothenate kinase(311)","coaA(311)",447,636,631.22,460,1,"AF310_01704","CFBP5473_00046","CFBP5477_01284"
"g003387_000001","g003387","yvoA","HTH-type transcriptional repressor YvoA",60,23,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional repressor YvoA(310):hypothetical protein(1)","yvoA(310):NA(1)",591,768,756.55,461,1,"AF310_04489","CFBP5473_03216","CFBP5477_04653"
