"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG475","CG988","AB3","AT6","CG415","CG102","CG412","ICMP10754","SBV_10752","CG1000","K306","NCPPB3554","CG516"
"g001478_000002","g001478","cysZ","Sulfate transporter CysZ",70,37,311,1.01,1,2,0,2,0,2,313,"Sulfate transporter CysZ(169):hypothetical protein(144)","cysZ(169):NA(144)",714,888,730.42,102,3,"CG475_04696","CG988_05128","AB3_05323","AT6_00937","CG415_00906","CG102_04702","CG412_00781","ICMP10754_00264;ICMP10754_00455","SBV_10752_03284","CG1000_02314","K306_00397","NCPPB3554_03906","CG516_03468"
"g001527_000003","g001527","nth","Endonuclease III",80,36,311,1.01,1,2,0,2,0,2,313,"Endonuclease III(313)","nth(313)",693,1176,777.94,102,4,"CG475_04697","CG988_05127","AB3_05324","AT6_00938","CG415_00905","CG102_04703","CG412_00780","ICMP10754_00265;ICMP10754_00454","SBV_10752_03285","CG1000_02315","K306_00396","NCPPB3554_03907","CG516_03469"
"g001558_000001","g001558","bioY","Biotin transporter BioY",60,36,311,1,1,2,1,1,1,1,312,"Biotin transporter BioY(311):hypothetical protein(2)","bioY(311):NA(2)",174,627,560.26,103,1,"CG475_01681","CG988_04204","AB3_01495","AT6_03587","CG415_04173","CG102_03680","CG412_01817","ICMP10754_01397","SBV_10752_00593","CG1000_04217","K306_02352","NCPPB3554_02352","CG516_00021"
"g002001_000003","g002001",NA,"Histone deacetylase-like amidohydrolase",80,31,311,1,1,1,0,0,0,0,311,"Histone deacetylase-like amidohydrolase(310):hypothetical protein(1)","NA(311)",831,951,937.27,103,2,"CG475_01678","CG988_04207","AB3_01498","AT6_03584","CG415_04176","CG102_03677","CG412_01814","ICMP10754_01394","SBV_10752_00596","CG1000_04214","K306_02355","NCPPB3554_02349","CG516_00018"
"g005824_000003","g005824","xseB","Exodeoxyribonuclease 7 small subunit",80,13,311,1,1,1,0,0,0,0,311,"Exodeoxyribonuclease 7 small subunit(311)","xseB(311)",249,255,253.66,103,3,"CG475_01677","CG988_04208","AB3_01499","AT6_03583","CG415_04177","CG102_03676","CG412_01813","ICMP10754_01393","SBV_10752_00597","CG1000_04213","K306_02356","NCPPB3554_02348","CG516_00017"
"g004051_1_000004","g004051_1","dxs","1-deoxy-D-xylulose-5-phosphate synthase",80,16,311,1,1,1,0,0,0,0,311,"1-deoxy-D-xylulose-5-phosphate synthase(311)","dxs(311)",1908,1995,1917.07,103,4,"CG475_01676","CG988_04209","AB3_01500","AT6_03582","CG415_04178","CG102_03675","CG412_01812","ICMP10754_01392","SBV_10752_00598","CG1000_04212","K306_02357","NCPPB3554_02347","CG516_00016"
"g001244","g001244",NA,"hypothetical protein",50,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",957,1185,1043.46,104,1,"CG475_02683","CG988_03630","AB3_00141","AT6_02525","CG415_02924","CG102_00834","CG412_00961","ICMP10754_04479","SBV_10752_03104","CG1000_02054","K306_00577","NCPPB3554_03726","CG516_04321"
"g005263_000003","g005263","serA","D-3-phosphoglycerate dehydrogenase",80,14,311,1,1,1,0,0,0,0,311,"D-3-phosphoglycerate dehydrogenase(311)","serA(311)",1596,1596,1596,104,2,"CG475_02678","CG988_03635","AB3_00146","AT6_02520","CG415_02928","CG102_00830","CG412_00957","ICMP10754_04483","SBV_10752_03108","CG1000_02058","K306_00573","NCPPB3554_03730","CG516_04317"
"g002215_1_000006","g002215_1","serC","Phosphoserine aminotransferase",80,26,311,1,1,1,1,0,1,0,311,"Phosphoserine aminotransferase(312)","serC(312)",498,1254,1175.57,104,3,"CG475_02677","CG988_03636","AB3_00147","AT6_02519","CG415_02929","CG102_00829","CG412_00956","ICMP10754_04484","SBV_10752_03109","CG1000_02059","K306_00572","NCPPB3554_03731","CG516_04316"
"g001280_000001","g001280",NA,"hypothetical protein",60,38,311,1,1,1,0,0,0,0,311,"hypothetical protein(232):Putative adhesin(78):Putative adhesin RP828(1)","NA(311)",795,1011,847,104,4,"CG475_02674","CG988_03639","AB3_00150","AT6_02516","CG415_02932","CG102_00826","CG412_00953","ICMP10754_04487","SBV_10752_03112","CG1000_02062","K306_00569","NCPPB3554_03734","CG516_04313"
"g003466_000002","g003466","rpsP","30S ribosomal protein S16",70,23,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S16(311)","rpsP(311)",357,384,372.83,105,1,"CG475_04138","CG988_00541","AB3_03775","AT6_02755","CG415_04581","CG102_00197","CG412_03271","ICMP10754_03298","SBV_10752_03738","CG1000_04888","K306_03395","NCPPB3554_04271","CG516_03776"
"g002131_000002","g002131","rimM","Ribosome maturation factor RimM",70,31,311,1,1,1,0,0,0,0,311,"Ribosome maturation factor RimM(311)","rimM(311)",567,621,570.66,105,2,"CG475_04137","CG988_00540","AB3_03776","AT6_02754","CG415_04580","CG102_00198","CG412_03272","ICMP10754_03297","SBV_10752_03737","CG1000_04889","K306_03394","NCPPB3554_04270","CG516_03775"
"g000694_000003","g000694","trmD","tRNA (guanine-N(1)-)-methyltransferase",80,50,311,1,1,1,0,0,0,0,311,"tRNA (guanine-N(1)-)-methyltransferase(311)","trmD(311)",681,753,701.6,105,3,"CG475_04136","CG988_00539","AB3_03777","AT6_02753","CG415_04579","CG102_00199","CG412_03273","ICMP10754_03296","SBV_10752_03736","CG1000_04890","K306_03393","NCPPB3554_04269","CG516_03774"
"g004334_000003","g004334","rplS","50S ribosomal protein L19",80,18,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L19(311)","rplS(311)",516,594,552.98,105,4,"CG475_04134","CG988_00537","AB3_03779","AT6_02751","CG415_04577","CG102_00201","CG412_03275","ICMP10754_03294","SBV_10752_03734","CG1000_04892","K306_03391","NCPPB3554_04267","CG516_03772"
"g000987_1_000001","g000987_1","metC","Cystathionine beta-lyase MetC",60,42,311,1.01,1,2,0,2,0,2,313,"Cystathionine beta-lyase MetC(313)","metC(313)",1188,1191,1189.31,106,1,"CG475_03542","CG988_02844","AB3_02858","AT6_03992","CG415_01852","CG102_03076","CG412_04006","ICMP10754_04766","SBV_10752_01079","CG1000_00693","K306_01284","NCPPB3554_03428","CG516_01953"
"g001763_1_000006","g001763_1","yhdW","Putative amino-acid ABC transporter-binding protein YhdW",70,27,311,1,1,1,0,0,0,0,311,"Putative amino-acid ABC transporter-binding protein YhdW(311)","yhdW(311)",285,1209,1028.5,106,2,"CG475_03543","CG988_02843","AB3_02857","AT6_03991","CG415_01851","CG102_03077","CG412_04007","ICMP10754_04765","SBV_10752_01078","CG1000_00692","K306_01283","NCPPB3554_03429","CG516_01952"
"g001739_1_000001","g001739_1",NA,"hypothetical protein",60,32,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",237,1218,1192.52,106,3,"CG475_03544","CG988_02842","AB3_02856","AT6_03990","CG415_01850","CG102_03078","CG412_04008","ICMP10754_04764","SBV_10752_01077","CG1000_00691","K306_01282","NCPPB3554_03430","CG516_01951"
"g001625_1_000001","g001625_1","yhdY","Inner membrane amino-acid ABC transporter permease protein YhdY",60,32,311,1.01,1,2,0,2,0,2,313,"Inner membrane amino-acid ABC transporter permease protein YhdY(311):hypothetical protein(2)","yhdY(311):NA(2)",354,1494,1154.54,106,4,"CG475_03545","CG988_02841","AB3_02855","AT6_03989","CG415_01849","CG102_03079","CG412_04009","ICMP10754_04763","SBV_10752_01076","CG1000_00690","K306_01281","NCPPB3554_03431","CG516_01950"
"g003941_000003","g003941","frr","Ribosome-recycling factor",80,16,311,1,1,1,5,0,5,0,311,"Ribosome-recycling factor(316)","frr(316)",153,561,549.84,107,1,"CG475_03522","CG988_02864","AB3_02878","AT6_04012","CG415_01872","CG102_03056","CG412_03986","ICMP10754_04786","SBV_10752_01099","CG1000_00713","K306_01304","NCPPB3554_03408","CG516_01973"
"g002062_000001","g002062","uppS","Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)",60,31,311,1,1,1,0,0,0,0,311,"Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)(311)","uppS(311)",744,753,744.58,107,2,"CG475_03521","CG988_02865","AB3_02879","AT6_04013","CG415_01873","CG102_03055","CG412_03985","ICMP10754_04787","SBV_10752_01100","CG1000_00714","K306_01305","NCPPB3554_03407","CG516_01974"
"g002161_000001","g002161","cdsA","hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(300):Phosphatidate cytidylyltransferase(11)","NA(300):cdsA(11)",834,846,835.57,107,3,"CG475_03520","CG988_02866","AB3_02880","AT6_04014","CG415_01874","CG102_03054","CG412_03984","ICMP10754_04788","SBV_10752_01101","CG1000_00715","K306_01306","NCPPB3554_03406","CG516_01975"
"g002384_000001","g002384","mmpA","Metalloprotease MmpA",60,29,311,1,1,1,0,0,0,0,311,"Metalloprotease MmpA(229):hypothetical protein(82)","mmpA(229):NA(82)",1113,1674,1274.23,107,4,"CG475_03519","CG988_02867","AB3_02881","AT6_04015","CG415_01875","CG102_03053","CG412_03983","ICMP10754_04789","SBV_10752_01102","CG1000_00716","K306_01307","NCPPB3554_03405","CG516_01976"
"g002857_1_000005","g002857_1",NA,"hypothetical protein",80,24,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",228,1158,1150.69,108,1,"CG475_03394","CG988_04258","AB3_01549","AT6_03533","CG415_04229","CG102_03621","CG412_01758","ICMP10754_01338","SBV_10752_00652","CG1000_02569","K306_02410","NCPPB3554_02293","CG516_05453"
"g001292_000001","g001292",NA,"hypothetical protein",60,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",477,705,520.71,108,2,"CG475_03395","CG988_04257","AB3_01548","AT6_03534","CG415_04228","CG102_03622","CG412_01759","ICMP10754_01339","SBV_10752_00651","CG1000_02570","K306_02409","NCPPB3554_02294","CG516_05454"
"g001170_000002","g001170",NA,"putative FAD-linked oxidoreductase",70,37,311,1,1,2,1,1,1,1,312,"putative FAD-linked oxidoreductase(311):hypothetical protein(2)","NA(313)",183,1461,1423.52,108,3,"CG475_02985","CG988_04227","AB3_01518","AT6_03564","CG415_04197","CG102_03653","CG412_01790","ICMP10754_01370","SBV_10752_00620","CG1000_04190","K306_02378","NCPPB3554_02325","CG516_05484"
"g000411_1_000001","g000411_1","ywlC","Threonylcarbamoyl-AMP synthase",60,56,311,1.01,1,2,0,2,0,2,313,"Threonylcarbamoyl-AMP synthase(313)","ywlC(312):tsaC(1)",744,1065,979.74,108,4,"CG475_02986","CG988_04226","AB3_01517","AT6_03565","CG415_04196","CG102_03654","CG412_01791","ICMP10754_01371","SBV_10752_00619","CG1000_04191","K306_02377","NCPPB3554_02326","CG516_05485"
"g002051_000001","g002051","phnL","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL",60,32,311,1,1,1,0,0,0,0,311,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL(311)","phnL(311)",708,771,718.24,109,1,"CG475_05196","CG988_00762","AB3_02042","AT6_04713","CG415_03645","CG102_01199","CG412_02819","ICMP10754_03834","SBV_10752_04484","CG1000_05100","K306_03004","NCPPB3554_01702","CG516_04702"
"g004929_000002","g004929","phnK","Putative phosphonates utilization ATP-binding protein PhnK",70,16,311,1,1,1,0,0,0,0,311,"Putative phosphonates utilization ATP-binding protein PhnK(311)","phnK(311)",774,777,776.85,109,2,"CG475_05195","CG988_00763","AB3_02043","AT6_04714","CG415_03644","CG102_01198","CG412_02818","ICMP10754_03835","SBV_10752_04483","CG1000_05099","K306_03005","NCPPB3554_01701","CG516_04701"
"g002908_1_000005","g002908_1","phnJ","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase",80,24,311,1,1,1,0,0,0,0,311,"Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase(311)","phnJ(311)",882,927,901.94,109,3,"CG475_05194","CG988_00764","AB3_02044","AT6_04715","CG415_03643","CG102_01197","CG412_02817","ICMP10754_03836","SBV_10752_04482","CG1000_05098","K306_03006","NCPPB3554_01700","CG516_04700"
"g001789_000002","g001789","phnI","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI",70,34,311,1,1,1,0,0,0,0,311,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI(311)","phnI(311)",411,1110,1101.43,109,4,"CG475_05192","CG988_00766","AB3_02046","AT6_04717","CG415_03641","CG102_01195","CG412_02815","ICMP10754_03838","SBV_10752_04480","CG1000_05096","K306_03008","NCPPB3554_01698","CG516_04698"
"g001452_000002","g001452","proX","Prolyl-tRNA editing protein ProX",70,37,311,1,1,1,0,0,0,0,311,"Prolyl-tRNA editing protein ProX(311)","proX(311)",468,516,509.86,110,1,"CG475_04108","CG988_00511","AB3_03805","AT6_02725","CG415_04553","CG102_00228","CG412_03299","ICMP10754_03270","SBV_10752_03710","CG1000_04481","K306_03367","NCPPB3554_04243","CG516_03747"
"g001783_000001","g001783","ybbN","putative protein YbbN",60,33,311,1,1,1,1,0,1,0,311,"putative protein YbbN(310):hypothetical protein(2)","ybbN(310):NA(2)",252,1047,978.56,110,2,"CG475_04109","CG988_00512","AB3_03804","AT6_02726","CG415_04554","CG102_00227","CG412_03298","ICMP10754_03271","SBV_10752_03711","CG1000_04480","K306_03368","NCPPB3554_04244","CG516_03748"
"g002443_000001","g002443","lon2","Lon protease 2",60,29,311,1,1,1,0,0,0,0,311,"Lon protease 2(307):hypothetical protein(2):Lon protease(2)","lon2(307):lon(2):NA(2)",660,741,669.65,110,3,"CG475_04110","CG988_00513","AB3_03803","AT6_02727","CG415_04555","CG102_00226","CG412_03297","ICMP10754_03272","SBV_10752_03712","CG1000_04479","K306_03369","NCPPB3554_04245","CG516_03749"
"g003439_000002","g003439",NA,"hypothetical protein",70,23,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",189,213,189.24,110,4,"CG475_04111","CG988_00514","AB3_03802","AT6_02728","CG415_04556","CG102_00225","CG412_03296","ICMP10754_03273","SBV_10752_03713","CG1000_04478","K306_03370","NCPPB3554_04246","CG516_03750"
"g002730_1_000004","g002730_1","artJ","ABC transporter arginine-binding protein 1",70,25,311,1,1,1,0,0,0,0,311,"ABC transporter arginine-binding protein 1(309):Putative ABC transporter arginine-binding protein 2(2)","artJ(309):artI(2)",771,783,776.86,111,1,"CG475_04307","CG988_00378","AB3_03262","AT6_04324","CG415_02196","CG102_02273","CG412_04191","ICMP10754_05210","SBV_10752_04117","CG1000_00499","K306_01613","NCPPB3554_03099","CG516_02767"
"g002059_1_000001","g002059_1","hisQ","hypothetical protein",60,30,311,1,1,1,0,0,0,0,311,"hypothetical protein(224):Histidine transport system permease protein HisQ(81):Arginine ABC transporter permease protein ArtQ(6)","NA(224):hisQ(81):artQ(6)",465,834,803.06,111,2,"CG475_04306","CG988_00379","AB3_03263","AT6_04325","CG415_02197","CG102_02274","CG412_04190","ICMP10754_05209","SBV_10752_04116","CG1000_00498","K306_01614","NCPPB3554_03098","CG516_02768"
"g001049_1_000001","g001049_1","hisM","hypothetical protein",60,38,311,1,1,1,2,0,2,0,311,"hypothetical protein(309):Histidine transport system permease protein HisM(3):Arginine ABC transporter permease protein ArtM(1)","NA(309):hisM(3):artM(1)",195,831,824.82,111,3,"CG475_04305","CG988_00380","AB3_03264","AT6_04326","CG415_02198","CG102_02275","CG412_04189","ICMP10754_05208","SBV_10752_04115","CG1000_00497","K306_01615","NCPPB3554_03097","CG516_02769"
"g000970_1_000002","g000970_1",NA,"hypothetical protein",70,30,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",267,426,276.51,111,4,"CG475_04304","CG988_00381","AB3_03265","AT6_04327","CG415_02199","CG102_02276","CG412_04188","ICMP10754_05207","SBV_10752_04114","CG1000_00496","K306_01616","NCPPB3554_03096","CG516_02770"
"g000136_000001","g000136","deoA","Thymidine phosphorylase",60,74,311,1,1,1,1,0,1,0,311,"Thymidine phosphorylase(312)","deoA(312)",543,1320,1309.88,112,1,"CG475_05188","CG988_00770","AB3_02050","AT6_04721","CG415_03637","CG102_01191","CG412_02811","ICMP10754_03842","SBV_10752_04476","CG1000_05092","K306_03012","NCPPB3554_01694","CG516_04694"
"g001836_000002","g001836","deoC","Deoxyribose-phosphate aldolase",70,34,311,1,1,1,0,0,0,0,311,"Deoxyribose-phosphate aldolase(311)","deoC(311)",771,777,773.99,112,2,"CG475_05187","CG988_00771","AB3_02051","AT6_04722","CG415_03636","CG102_01190","CG412_02810","ICMP10754_03843","SBV_10752_04475","CG1000_05091","K306_03013","NCPPB3554_01693","CG516_04693"
"g002064_1_000003","g002064_1","punA","Purine nucleoside phosphorylase 1",70,30,311,1,1,1,0,0,0,0,311,"Purine nucleoside phosphorylase 1(310):Purine nucleoside phosphorylase 2(1)","punA(310):xapA(1)",801,810,802.64,112,3,"CG475_05186","CG988_00772","AB3_02052","AT6_04723","CG415_03635","CG102_01189","CG412_02809","ICMP10754_03844","SBV_10752_04474","CG1000_05090","K306_03014","NCPPB3554_01692","CG516_04692"
"g000485_000002","g000485","cdd","Cytidine deaminase",70,50,311,1,1,2,309,1,309,1,312,"Cytidine deaminase(311):hypothetical protein(310)","cdd(311):NA(310)",390,1380,686.4,112,4,"(CG475_05184:CG475_05185)","(CG988_00773:CG988_00774)","(AB3_02053:AB3_02054)","(AT6_04724:AT6_04725)","(CG415_03633:CG415_03634)","(CG102_01187:CG102_01188)","(CG412_02807:CG412_02808)","(ICMP10754_03845:ICMP10754_03846)","(SBV_10752_04472:SBV_10752_04473)","(CG1000_05088:CG1000_05089)","(K306_03015:K306_03016)","(NCPPB3554_01690:NCPPB3554_01691)","(CG516_04690:CG516_04691)"
"g004078_1_000005","g004078_1","trpB","Tryptophan synthase beta chain",80,17,311,1,1,2,0,1,0,1,312,"Tryptophan synthase beta chain(312)","trpB(312)",483,1221,1215.52,113,1,"CG475_03963","CG988_01164","AB3_03946","AT6_02583","CG415_04410","CG102_00370","CG412_03440","ICMP10754_03129","SBV_10752_03569","CG1000_04622","K306_03225","NCPPB3554_04101","CG516_03601"
"g003274_000003","g003274","trpA","Tryptophan synthase alpha chain",80,24,311,1,1,1,0,0,0,0,311,"Tryptophan synthase alpha chain(311)","trpA(311)",828,885,840.06,113,2,"CG475_03962","CG988_01165","AB3_03947","AT6_02582","CG415_04409","CG102_00371","CG412_03441","ICMP10754_03128","SBV_10752_03568","CG1000_04623","K306_03224","NCPPB3554_04100","CG516_03600"
"g003424_000003","g003424","accD","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta",80,23,311,1,1,1,0,0,0,0,311,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta(311)","accD(311)",894,921,904.43,113,3,"CG475_03961","CG988_01166","AB3_03948","AT6_02581","CG415_04408","CG102_00372","CG412_03442","ICMP10754_03127","SBV_10752_03567","CG1000_04624","K306_03223","NCPPB3554_04099","CG516_03599"
"g001175_000002","g001175","fpgS","Folylpolyglutamate synthase",70,40,311,1,1,1,0,0,0,0,311,"Folylpolyglutamate synthase(263):Dihydrofolate synthase/folylpolyglutamate synthase(48)","fpgS(263):folC(48)",1341,1380,1354.23,113,4,"CG475_03960","CG988_01167","AB3_03949","AT6_02580","CG415_04407","CG102_00373","CG412_03443","ICMP10754_03126","SBV_10752_03566","CG1000_04625","K306_03222","NCPPB3554_04098","CG516_03598"
"g000709_000002","g000709","thiB","Thiamine-binding periplasmic protein",70,48,311,1,1,1,0,0,0,0,311,"Thiamine-binding periplasmic protein(311)","thiB(311)",1002,1131,1031.4,114,1,"CG475_04093","CG988_00496","AB3_03820","AT6_02710","CG415_04538","CG102_00243","CG412_03314","ICMP10754_03255","SBV_10752_03695","CG1000_04496","K306_03352","NCPPB3554_04228","CG516_03732"
"g000218","g000218",NA,"hypothetical protein",50,70,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1587,1836,1648.05,114,2,"CG475_04092","CG988_00495","AB3_03821","AT6_02709","CG415_04537","CG102_00244","CG412_03315","ICMP10754_03254","SBV_10752_03694","CG1000_04497","K306_03351","NCPPB3554_04227","CG516_03731"
"g000255","g000255","thiQ","Thiamine import ATP-binding protein ThiQ",50,68,311,1,1,1,0,0,0,0,311,"Thiamine import ATP-binding protein ThiQ(310):Vitamin B12 import ATP-binding protein BtuD(1)","thiQ(310):btuD(1)",690,762,726.28,114,3,"CG475_04091","CG988_00494","AB3_03822","AT6_02708","CG415_04536","CG102_00245","CG412_03316","ICMP10754_03253","SBV_10752_03693","CG1000_04498","K306_03350","NCPPB3554_04226","CG516_03730"
"g003333_000002","g003333","bepA","Beta-barrel assembly-enhancing protease",70,23,311,1,1,1,0,0,0,0,311,"Beta-barrel assembly-enhancing protease(311)","bepA(311)",1479,1608,1542.13,114,4,"CG475_04090","CG988_00493","AB3_03823","AT6_02707","CG415_04535","CG102_00246","CG412_03317","ICMP10754_03252","SBV_10752_03692","CG1000_04499","K306_03349","NCPPB3554_04225","CG516_03729"
"g002155_000002","g002155","pyrF","Orotidine 5'-phosphate decarboxylase",70,31,311,1,1,1,0,0,0,0,311,"Orotidine 5'-phosphate decarboxylase(311)","pyrF(311)",693,735,702.83,115,1,"CG475_03036","CG988_04986","AB3_01913","AT6_04656","CG415_03774","CG102_00760","CG412_02878","ICMP10754_03706","SBV_10752_04699","CG1000_05229","K306_02873","NCPPB3554_01832","CG516_04758"
"g003050_1_000002","g003050_1","rsmA","hypothetical protein",70,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(293):Ribosomal RNA small subunit methyltransferase A(18)","NA(293):rsmA(18)",594,594,594,115,2,"CG475_03038","CG988_04984","AB3_01911","AT6_04654","CG415_03776","CG102_00758","CG412_02880","ICMP10754_03704","SBV_10752_04697","CG1000_05231","K306_02871","NCPPB3554_01834","CG516_04760"
