"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","R90","R891"
"g002644_000002","g002644","cckA","Sensor kinase CckA",70,23,311,1,1,1,2,0,2,0,311,"Sensor kinase CckA(313)","cckA(313)",684,2778,2588.02,174,1,"R90_02122","R891_00278"
"g004425_000003","g004425","clpS","ATP-dependent Clp protease adapter protein ClpS",80,18,311,1,1,1,0,0,0,0,311,"ATP-dependent Clp protease adapter protein ClpS(311)","clpS(311)",348,357,354.68,174,2,"R90_02121","R891_00277"
"g003825_000003","g003825","clpA","ATP-dependent Clp protease ATP-binding subunit ClpA",80,20,311,1,1,1,0,0,0,0,311,"ATP-dependent Clp protease ATP-binding subunit ClpA(311)","clpA(311)",2478,2535,2511.2,174,3,"R90_02120","R891_00276"
"g001533_000002","g001533","coaD","Phosphopantetheine adenylyltransferase",70,34,311,1,1,1,0,0,0,0,311,"Phosphopantetheine adenylyltransferase(311)","coaD(311)",459,660,512.9,175,1,"R90_02131","R891_00287"
"g002574_000002","g002574","ppiA","hypothetical protein",70,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(260):Peptidyl-prolyl cis-trans isomerase A(50):Peptidyl-prolyl cis-trans isomerase B(1)","NA(260):ppiA(50):ppiB(1)",543,579,572.15,175,2,"R90_02130","R891_00286"
"g004152_000002","g004152","ppiB","Peptidyl-prolyl cis-trans isomerase B",70,16,311,1,1,1,1,0,1,0,311,"Peptidyl-prolyl cis-trans isomerase B(309):hypothetical protein(2):Putative peptidyl-prolyl cis-trans isomerase(1)","ppiB(309):NA(3)",138,510,505.1,175,3,"R90_02129","R891_00285"
"g000893_1_000003","g000893_1","bdhA","D-beta-hydroxybutyrate dehydrogenase",70,27,311,1.01,1,2,0,2,0,2,313,"D-beta-hydroxybutyrate dehydrogenase(313)","bdhA(313)",297,969,788.03,176,1,"R90_01378","R891_00865"
"g000203_000001","g000203",NA,"hypothetical protein",60,71,311,1.02,1,2,0,5,0,5,316,"hypothetical protein(316)","NA(316)",1467,1521,1471.57,176,2,"R90_01379","R891_00864"
"g001391_1_000004","g001391_1","xdhA","Putative xanthine dehydrogenase molybdenum-binding subunit XdhA",80,33,311,1,1,1,0,0,0,0,311,"Putative xanthine dehydrogenase molybdenum-binding subunit XdhA(301):Caffeine dehydrogenase subunit alpha(6):4-hydroxybenzoyl-CoA reductase subunit alpha(4)","xdhA(301):cdhA(6):hcrA(4)",2337,2346,2340.18,176,3,"R90_01380","R891_00863"
"g003076_000003","g003076","ydjH","putative sugar kinase YdjH",80,25,311,1,1,1,0,0,0,0,311,"putative sugar kinase YdjH(311)","ydjH(311)",846,993,992.53,177,1,"R90_04042","R891_02753"
"g003051_000002","g003051",NA,"hypothetical protein",70,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",537,597,539.97,177,2,"R90_04043","R891_02754"
"g004131_000003","g004131",NA,"Glycerate dehydrogenase",80,19,311,1,1,1,0,0,0,0,311,"Glycerate dehydrogenase(311)","NA(311)",936,1014,1003.84,177,3,"R90_04044","R891_02755"
"g001871_000001","g001871","appA","hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(171):Oligopeptide-binding protein AppA(140)","NA(171):appA(140)",1806,1848,1831.31,178,1,"R90_00300","R891_03780"
"g001208_000001","g001208",NA,"hypothetical protein",60,40,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",591,750,671.01,178,2,"R90_00299","R891_03779"
"g001189","g001189","ribN","hypothetical protein",50,35,311,1,1,2,2,1,2,1,312,"hypothetical protein(267):Riboflavin transporter(47)","NA(267):ribN(47)",189,1005,936.14,178,3,"R90_00298","R891_03778"
"g008464_1_000007","g008464_1","cheY","Chemotaxis protein CheY ",95,7,311,1,1,1,0,0,0,0,311,"Chemotaxis protein CheY (310):Chemotaxis protein CheY(1)","cheY(311)",366,366,366,179,1,"R90_03657","R891_02382"
"g002184","g002184",NA,"hypothetical protein",50,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",294,303,298.58,179,2,"R90_03658","R891_02383"
"g000916_000002","g000916","dxr","1-deoxy-D-xylulose 5-phosphate reductoisomerase",70,40,311,1,1,1,1,0,1,0,311,"1-deoxy-D-xylulose 5-phosphate reductoisomerase(312)","dxr(312)",351,1275,1191.85,179,3,"R90_02894","R891_01269"
"g004190_000003","g004190","ychF","Ribosome-binding ATPase YchF",80,19,311,1,1,1,0,0,0,0,311,"Ribosome-binding ATPase YchF(311)","ychF(311)",1104,1104,1104,180,1,"R90_01304","R891_00938"
"g001385_000001","g001385",NA,"hypothetical protein",60,38,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",456,477,469.77,180,2,"R90_01305","R891_00937"
"g002034","g002034",NA,"hypothetical protein",50,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",468,489,471.1,180,3,"R90_01306","R891_00936"
"g001474_000001","g001474",NA,"putative protein",60,36,311,1,1,1,1,0,1,0,311,"putative protein(311):hypothetical protein(1)","NA(312)",246,915,880.52,181,1,"R90_01662","R891_03109"
"g002971_000002","g002971",NA,"putative protein",70,24,311,1,1,1,1,0,1,0,311,"putative protein(311):hypothetical protein(1)","NA(312)",711,2421,2403.11,181,2,"R90_01661","R891_03108"
"g001718_000003","g001718",NA,"hypothetical protein",80,31,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",930,3447,3308.97,181,3,"R90_01660","R891_03107"
"g000857_1_000001","g000857_1",NA,"hypothetical protein",60,43,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",162,456,347.49,182,1,"R90_00338","R891_03818"
"g001760_1_000005","g001760_1","mdeA","L-methionine gamma-lyase",80,27,311,1,1,1,0,0,0,0,311,"L-methionine gamma-lyase(311)","mdeA(241):mgl(67):megL(3)",1167,1287,1283.61,182,2,"R90_02271","R891_00428"
"g000546_1_000003","g000546_1","yccU","putative protein YccU",70,41,311,1,1,1,0,0,0,0,311,"putative protein YccU(307):hypothetical protein(4)","yccU(307):NA(4)",324,456,433.41,182,3,"R90_02272","R891_00429"
"g002397_000001","g002397","surA","Chaperone SurA",60,29,311,1,1,1,0,0,0,0,311,"Chaperone SurA(311)","surA(311)",882,1035,947.93,183,1,"R90_02421","R891_00578"
"g000720_000001","g000720","pdxA","4-hydroxythreonine-4-phosphate dehydrogenase",60,47,311,1,1,1,0,0,0,0,311,"4-hydroxythreonine-4-phosphate dehydrogenase(311)","pdxA(311)",1017,1050,1027.67,183,2,"R90_02422","R891_00579"
"g001680_000003","g001680","rsmA","Ribosomal RNA small subunit methyltransferase A",80,34,311,1,1,1,1,0,1,0,311,"Ribosomal RNA small subunit methyltransferase A(312)","rsmA(312)",216,846,827.96,183,3,"R90_02423","R891_00580"
"g000976","g000976","appA","Oligopeptide-binding protein AppA",50,42,311,1,1,1,0,0,0,0,311,"Oligopeptide-binding protein AppA(170):hypothetical protein(141)","appA(170):NA(141)",1830,2055,1850.15,184,1,"R90_03920","R891_02630"
"g001005_000001","g001005","mepA","Penicillin-insensitive murein endopeptidase",60,42,311,1,1,1,0,0,0,0,311,"Penicillin-insensitive murein endopeptidase(311)","mepA(311)",1011,1065,1030.04,184,2,"R90_03921","R891_02631"
"g002626_000002","g002626","mgsA","Methylglyoxal synthase",70,28,311,1,1,1,0,0,0,0,311,"Methylglyoxal synthase(311)","mgsA(311)",327,402,381.63,184,3,"R90_03922","R891_02632"
"g003187_000003","g003187","tolB","Protein TolB",80,23,311,1,1,1,1,0,1,0,311,"Protein TolB(312)","tolB(312)",588,1326,1309.18,185,1,"R90_01567","R891_00675"
"g004861_000002","g004861",NA,"Outer membrane lipoprotein Omp16",70,15,311,1,1,1,0,0,0,0,311,"Outer membrane lipoprotein Omp16(311)","NA(311)",531,540,534.1,185,2,"R90_01566","R891_00676"
"g001782","g001782",NA,"hypothetical protein",50,33,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",219,1074,1020.53,185,3,"R90_01565","R891_00677"
"g002805_000002","g002805","valS","Valine--tRNA ligase",70,26,311,1,1,1,0,0,0,0,311,"Valine--tRNA ligase(311)","valS(311)",2844,3006,2851.96,186,1,"R90_02181","R891_00337"
"g000312_000001","g000312",NA,"hypothetical protein",60,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",660,1125,960.1,186,2,"R90_02182","R891_00338"
"g002144_000001","g002144","pcm","Protein-L-isoaspartate O-methyltransferase",60,31,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",651,810,676.12,186,3,"R90_02183","R891_00339"
"g002052","g002052",NA,"hypothetical protein",50,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",708,765,708.21,187,1,"R90_01397","R891_00846"
"g001171_1_000007","g001171_1",NA,"hypothetical protein",80,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",921,975,928.91,187,2,"R90_01396","R891_00847"
"g000205_000002","g000205","uao","Uric acid degradation bifunctional protein",70,70,311,1,1,1,0,0,0,0,311,"Uric acid degradation bifunctional protein(221):Uric acid degradation bifunctional protein PucL(89):hypothetical protein(1)","uao(221):pucL(89):NA(1)",315,537,500.77,187,3,"R90_01395","R891_00848"
"g000341_000001","g000341","ureD","Urease accessory protein UreD",60,61,311,1,1,1,0,0,0,0,311,"Urease accessory protein UreD(311)","ureD(311)",522,876,719.88,188,1,"R90_01478","R891_00765"
"g004950_1_000006","g004950_1","ureA","Urease subunit gamma",90,15,311,1,1,1,0,0,0,0,311,"Urease subunit gamma(311)","ureA(311)",303,303,303,188,2,"R90_01477","R891_00766"
"g003468_1_000004","g003468_1","ureB1","Urease subunit beta 1",80,22,311,1,1,1,0,0,0,0,311,"Urease subunit beta 1(311)","ureB1(311)",306,348,306.14,188,3,"R90_01475","R891_00768"
"g000840_1_000001","g000840_1",NA,"Polyphosphate:ADP phosphotransferase",60,37,311,1,1,1,0,0,0,0,311,"Polyphosphate:ADP phosphotransferase(175):Polyphosphate:ADP phosphotransferase 1(136)","NA(311)",882,939,883.04,189,1,"R90_03725","R891_02450"
"g001860_000001","g001860","sasA","Adaptive-response sensory-kinase SasA",60,33,311,1,1,1,0,0,0,0,311,"Adaptive-response sensory-kinase SasA(307):Sensor histidine kinase RcsC(4)","sasA(307):rcsC(4)",1221,1335,1266.19,189,2,"R90_03724","R891_02449"
"g002402","g002402","pstS","Phosphate-binding protein PstS",50,21,311,1,1,1,1,0,1,0,311,"Phosphate-binding protein PstS(168):Protein SphX(143):hypothetical protein(1)","pstS(168):sphX(143):NA(1)",321,1119,1032.84,189,3,"R90_03723","R891_02448"
"g001601_000002","g001601","cysH","Thioredoxin-dependent 5'-adenylylsulfate reductase",70,33,311,1,1,1,0,0,0,0,311,"Thioredoxin-dependent 5'-adenylylsulfate reductase(311)","cysH(311)",738,777,754.66,190,1,"R90_04436","R891_03371"
"g002266_1_000007","g002266_1","cysD","Sulfate adenylyltransferase subunit 2",80,20,311,1,1,1,0,0,0,0,311,"Sulfate adenylyltransferase subunit 2(311)","cysD(311)",951,1032,966.47,190,2,"R90_04437","R891_03370"
"g002204_000002","g002204","cysN","Sulfate adenylyltransferase subunit 1",70,30,311,1,1,1,0,0,0,0,311,"Sulfate adenylyltransferase subunit 1(311)","cysN(311)",1470,1539,1492.23,190,3,"R90_04438","R891_03369"
"g001765_000001","g001765",NA,"hypothetical protein",60,32,311,1,1,1,3,0,3,0,311,"hypothetical protein(314)","NA(314)",306,1887,1787.99,191,1,"R90_04429","R891_03378"
"g001991_000002","g001991","betI","HTH-type transcriptional regulator BetI",70,31,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator BetI(311)","betI(311)",588,651,612.57,191,2,"R90_04426","R891_03381"
"g000311_000002","g000311","betC","Choline-sulfatase",70,63,311,1,1,1,0,0,0,0,311,"Choline-sulfatase(311)","betC(311)",1512,1530,1515.44,191,3,"R90_02647","R891_01691"
"g003429_000002","g003429","yiaD","putative lipoprotein YiaD",70,19,311,1,1,1,1,0,1,0,311,"putative lipoprotein YiaD(310):hypothetical protein(2)","yiaD(310):NA(2)",153,837,663.75,192,1,"R90_02986","R891_01361"
"g004747_000004","g004747","ispG","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)",90,16,311,1,1,1,0,0,0,0,311,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)(311)","ispG(311)",609,1332,1251.47,192,2,"R90_02985","R891_01360"
"g002210_000001","g002210","ybjJ","Inner membrane protein YbjJ",60,30,311,1,1,1,0,0,0,0,311,"Inner membrane protein YbjJ(311)","ybjJ(311)",1155,1200,1187.43,192,3,"R90_02984","R891_01359"
"g002287_000003","g002287","dcd","Deoxycytidine triphosphate deaminase",80,30,311,1,1,1,0,0,0,0,311,"Deoxycytidine triphosphate deaminase(311)","dcd(311)",1092,1113,1097.33,193,1,"R90_03706","R891_02431"
"g004496_000003","g004496","metZ","O-succinylhomoserine sulfhydrylase",80,17,311,1,1,1,0,0,0,0,311,"O-succinylhomoserine sulfhydrylase(311)","metZ(311)",1179,1260,1185.45,193,2,"R90_03707","R891_02432"
"g002591_000002","g002591","apaG","Protein ApaG",70,28,311,1,1,1,0,0,0,0,311,"Protein ApaG(311)","apaG(311)",393,516,418.08,193,3,"R90_03708","R891_02433"
"g001822_000001","g001822",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",366,387,376.14,194,1,"R90_01591","R891_03038"
"g002807_1_000004","g002807_1","tktA","Transketolase 1",70,17,311,1,1,1,1,0,1,0,311,"Transketolase 1(312)","tktA(312)",828,1983,1975.86,194,2,"R90_01593","R891_03040"
"g004586_000002","g004586","gap","Glyceraldehyde-3-phosphate dehydrogenase",70,17,311,1,1,1,0,0,0,0,311,"Glyceraldehyde-3-phosphate dehydrogenase(158):Glyceraldehyde-3-phosphate dehydrogenase 1(153)","gap(158):gapA(153)",1008,1011,1010.52,194,3,"R90_01594","R891_03041"
"g003455_000002","g003455","lolD","Lipoprotein-releasing system ATP-binding protein LolD",70,23,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(311)","lolD(311)",669,690,684.85,195,1,"R90_00382","R891_03862"
"g002977_000003","g002977","dnaE1","DNA polymerase III subunit alpha",80,24,311,1,1,1,1,0,1,0,311,"DNA polymerase III subunit alpha(311):Error-prone DNA polymerase(1)","dnaE1(311):dnaE2(1)",471,3564,3478.69,195,2,"R90_00384","R891_03864"
"g001427_000003","g001427","dinB","DNA polymerase IV",80,37,311,1,1,1,0,0,0,0,311,"DNA polymerase IV(311)","dinB(311)",1182,1341,1295.26,195,3,"R90_01848","R891_00004"
"g000995_000002","g000995","hisC","Histidinol-phosphate aminotransferase",70,42,311,1,1,1,0,0,0,0,311,"Histidinol-phosphate aminotransferase(311)","hisC(311)",1110,1155,1113.55,196,1,"R90_00909","R891_04322"
"g003470_000001","g003470",NA,"hypothetical protein",60,23,311,1.01,1,2,0,4,0,4,315,"hypothetical protein(315)","NA(315)",213,408,268.78,196,2,"R90_00908;R90_04298","R891_03010;R891_04323"
"g001299_1_000001","g001299_1",NA,"hypothetical protein",60,37,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",141,339,337.88,196,3,"R90_00907","R891_04324"
"g002578_000002","g002578",NA,"hypothetical protein",70,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",183,501,338.57,197,1,"R90_03879","R891_02590"
"g000351_000001","g000351","ykfC","Dipeptidyl-peptidase 6",60,60,311,1,1,1,0,0,0,0,311,"Dipeptidyl-peptidase 6(190):Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase(64):hypothetical protein(57)","NA(247):ykfC(64)",789,876,855.05,197,2,"R90_03878","R891_02589"
"g001724_000003","g001724","polA","DNA polymerase I",80,34,311,1,1,1,0,0,0,0,311,"DNA polymerase I(311)","polA(311)",1677,3066,2997.12,197,3,"R90_04014","R891_02725"
"g004148_000003","g004148","cysK","Cysteine synthase",80,19,311,1,1,1,0,0,0,0,311,"Cysteine synthase(228):Putative cystathionine beta-synthase(83)","cysK(228):cbs(83)",1038,1101,1038.99,198,1,"R90_02299","R891_00456"
"g001138_000003","g001138","alaS","Alanine--tRNA ligase",80,41,311,1,1,1,0,0,0,0,311,"Alanine--tRNA ligase(307):hypothetical protein(4)","alaS(307):NA(4)",672,738,737.09,198,2,"R90_02300","R891_00457"
"g000924_000001","g000924","sseA","hypothetical protein",60,39,311,1,1,1,85,0,85,0,311,"hypothetical protein(313):3-mercaptopyruvate sulfurtransferase(83)","NA(313):sseA(83)",318,1437,1117.83,198,3,"R90_02301","R891_00458"
"g003638_000002","g003638","yadH","Inner membrane transport permease YadH",70,22,311,1,1,1,0,0,0,0,311,"Inner membrane transport permease YadH(311)","yadH(311)",723,762,761.87,199,1,"R90_01048","R891_01196"
"g002006_000002","g002006","yadG","putative ABC transporter ATP-binding protein YadG",70,31,311,1,1,1,0,0,0,0,311,"putative ABC transporter ATP-binding protein YadG(311)","yadG(311)",927,1032,940.23,199,2,"R90_01049","R891_01195"
"g003211_000002","g003211","rcsC","Sensor histidine kinase RcsC",70,23,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(228):Regulator of RpoS(83):hypothetical protein(1)","rcsC(228):rssB(83):NA(1)",204,870,830.67,199,3,"R90_01926","R891_00082"
"g004058_000003","g004058","aidB","Putative acyl-CoA dehydrogenase AidB",80,18,311,1,1,1,1,0,1,0,311,"Putative acyl-CoA dehydrogenase AidB(312)","aidB(312)",651,1659,1647.48,200,1,"R90_01863","R891_00019"
"g006373_000004","g006373","pyrB","Aspartate carbamoyltransferase",90,11,311,1,1,1,0,0,0,0,311,"Aspartate carbamoyltransferase(311)","pyrB(311)",942,1020,949.26,200,2,"R90_01862","R891_00018"
"g001334_000002","g001334","pyrC","Dihydroorotase",70,37,311,1,1,1,1,0,1,0,311,"Dihydroorotase(312)","pyrC(312)",408,1293,1287.35,200,3,"R90_01861","R891_00017"
"g001489_000002","g001489","slyX","Protein SlyX",70,37,311,1,1,1,0,0,0,0,311,"Protein SlyX(311)","slyX(311)",210,342,214.51,201,1,"R90_04023","R891_02734"
"g004738_1_000007","g004738_1","dnaJ","Chaperone protein DnaJ",80,14,311,1,1,1,0,0,0,0,311,"Chaperone protein DnaJ(311)","dnaJ(311)",753,1197,1139.59,201,2,"R90_04025","R891_02736"
"g004273_1_000005","g004273_1","dnaK","Chaperone protein DnaK",90,10,311,1,1,1,1,0,1,0,311,"Chaperone protein DnaK(312)","dnaK(312)",738,1920,1903.51,201,3,"R90_04026","R891_02737"
"g003872_000003","g003872","tldD","Metalloprotease TldD",80,20,311,1,1,1,0,0,0,0,311,"Metalloprotease TldD(311)","tldD(311)",132,1416,1409.59,202,1,"R90_04494","R891_03314"
"g004591_000001","g004591",NA,"hypothetical protein",60,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",519,735,552.14,202,2,"R90_04493","R891_03315"
"g002409_000002","g002409","ctaC","Cytochrome c oxidase subunit 2",70,27,311,1,1,1,0,0,0,0,311,"Cytochrome c oxidase subunit 2(170):hypothetical protein(141)","ctaC(170):NA(141)",873,1032,962.38,202,3,"R90_04492","R891_03316"
"g001081_000001","g001081","yedK","Putative SOS response-associated peptidase YedK",60,42,311,1,1,1,0,0,0,0,311,"Putative SOS response-associated peptidase YedK(311)","yedK(311)",747,843,763.61,203,1,"R90_02462","R891_00619"
"g000647","g000647","nudC","Bifunctional NMN adenylyltransferase/Nudix hydrolase",50,47,311,1,1,1,0,0,0,0,311,"Bifunctional NMN adenylyltransferase/Nudix hydrolase(142):hypothetical protein(119):NADH pyrophosphatase(27):CTP pyrophosphohydrolase(23)","NA(261):nudC(27):nudG(23)",249,525,422.59,203,2,"R90_02464","R891_00621"
"g005858_000003","g005858",NA,"hypothetical protein",80,13,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.73,203,3,"R90_02466","R891_00623"
"g001217_000002","g001217","dmlR","HTH-type transcriptional regulator DmlR",70,40,311,1,1,1,1,0,1,0,311,"HTH-type transcriptional regulator DmlR(306):HTH-type transcriptional regulator HdfR(3):hypothetical protein(2):HTH-type transcriptional regulator YofA(1)","dmlR(306):hdfR(3):NA(2):yofA(1)",141,891,873.15,204,1,"R90_03889","R891_02600"
"g003853_1_000005","g003853_1","bauC","Putative 3-oxopropanoate dehydrogenase",80,17,311,1,1,1,1,0,1,0,311,"Putative 3-oxopropanoate dehydrogenase(312)","bauC(312)",717,1497,1492.21,204,2,"R90_03891","R891_02602"
"g003565_000003","g003565","nsrR","HTH-type transcriptional repressor NsrR",80,22,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional repressor NsrR(311)","nsrR(311)",468,621,477.92,204,3,"R90_03912","R891_02622"
"g001786_000002","g001786",NA,"hypothetical protein",70,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",978,990,983.75,205,1,"R90_03873","R891_02584"
"g001552_000001","g001552","bepA","Beta-barrel assembly-enhancing protease",60,36,311,1,1,1,0,0,0,0,311,"Beta-barrel assembly-enhancing protease(311)","bepA(311)",711,963,837.88,205,2,"R90_03874","R891_02585"
"g002850_000002","g002850","pepA","cytosol aminopeptidase",70,24,311,1,1,1,1,0,1,0,311,"cytosol aminopeptidase(311):Peptidase B(1):hypothetical protein(1)","pepA(311):NA(1):pepB(1)",309,1431,1384.47,205,3,"R90_03875","R891_02586"
"g006135_000003","g006135","walR","Transcriptional regulatory protein WalR",80,12,311,1,1,1,0,0,0,0,311,"Transcriptional regulatory protein WalR(311)","walR(311)",684,684,684,206,1,"R90_03014","R891_01389"
"g002735","g002735",NA,"hypothetical protein",50,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",456,537,461,206,2,"R90_03013","R891_01388"
"g002592_000002","g002592","xthA","Exodeoxyribonuclease III",70,24,311,1,1,1,1,0,1,0,311,"Exodeoxyribonuclease III(310):hypothetical protein(2)","xthA(310):NA(2)",258,807,801.35,206,3,"R90_03012","R891_01387"
