"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","S33a","CC001","FDAARGOS_525","CFBP5494"
"g001724_000003","g001724","polA","DNA polymerase I",80,34,311,1,1,1,0,0,0,0,311,"DNA polymerase I(311)","polA(311)",1677,3066,2997.12,197,3,"S33a_04122","CC001_02537","FDAARGOS_525_01036","CFBP5494_00385"
"g004148_000003","g004148","cysK","Cysteine synthase",80,19,311,1,1,1,0,0,0,0,311,"Cysteine synthase(228):Putative cystathionine beta-synthase(83)","cysK(228):cbs(83)",1038,1101,1038.99,198,1,"S33a_02344","CC001_00840","FDAARGOS_525_02283","CFBP5494_01561"
"g001138_000003","g001138","alaS","Alanine--tRNA ligase",80,41,311,1,1,1,0,0,0,0,311,"Alanine--tRNA ligase(307):hypothetical protein(4)","alaS(307):NA(4)",672,738,737.09,198,2,"S33a_02343","CC001_00839","FDAARGOS_525_02282","CFBP5494_01560"
"g000924_000001","g000924","sseA","hypothetical protein",60,39,311,1,1,1,85,0,85,0,311,"hypothetical protein(313):3-mercaptopyruvate sulfurtransferase(83)","NA(313):sseA(83)",318,1437,1117.83,198,3,"S33a_02342","CC001_00838","FDAARGOS_525_02281","CFBP5494_01559"
"g003638_000002","g003638","yadH","Inner membrane transport permease YadH",70,22,311,1,1,1,0,0,0,0,311,"Inner membrane transport permease YadH(311)","yadH(311)",723,762,761.87,199,1,"S33a_03018","CC001_01493","FDAARGOS_525_02900","CFBP5494_02373"
"g002006_000002","g002006","yadG","putative ABC transporter ATP-binding protein YadG",70,31,311,1,1,1,0,0,0,0,311,"putative ABC transporter ATP-binding protein YadG(311)","yadG(311)",927,1032,940.23,199,2,"S33a_03019","CC001_01494","FDAARGOS_525_02901","CFBP5494_02374"
"g003211_000002","g003211","rcsC","Sensor histidine kinase RcsC",70,23,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(228):Regulator of RpoS(83):hypothetical protein(1)","rcsC(228):rssB(83):NA(1)",204,870,830.67,199,3,"S33a_02700","CC001_01238","FDAARGOS_525_02639","CFBP5494_01927"
"g004058_000003","g004058","aidB","Putative acyl-CoA dehydrogenase AidB",80,18,311,1,1,1,1,0,1,0,311,"Putative acyl-CoA dehydrogenase AidB(312)","aidB(312)",651,1659,1647.48,200,1,"S33a_02433","CC001_00929","FDAARGOS_525_02372","CFBP5494_01652"
"g006373_000004","g006373","pyrB","Aspartate carbamoyltransferase",90,11,311,1,1,1,0,0,0,0,311,"Aspartate carbamoyltransferase(311)","pyrB(311)",942,1020,949.26,200,2,"S33a_02432","CC001_00928","FDAARGOS_525_02371","CFBP5494_01651"
"g001334_000002","g001334","pyrC","Dihydroorotase",70,37,311,1,1,1,1,0,1,0,311,"Dihydroorotase(312)","pyrC(312)",408,1293,1287.35,200,3,"S33a_02431","CC001_00927","FDAARGOS_525_02370","CFBP5494_01650"
"g001489_000002","g001489","slyX","Protein SlyX",70,37,311,1,1,1,0,0,0,0,311,"Protein SlyX(311)","slyX(311)",210,342,214.51,201,1,"S33a_04130","CC001_02545","FDAARGOS_525_01044","CFBP5494_00393"
"g004738_1_000007","g004738_1","dnaJ","Chaperone protein DnaJ",80,14,311,1,1,1,0,0,0,0,311,"Chaperone protein DnaJ(311)","dnaJ(311)",753,1197,1139.59,201,2,"S33a_04132","CC001_02547","FDAARGOS_525_01046","CFBP5494_00395"
"g004273_1_000005","g004273_1","dnaK","Chaperone protein DnaK",90,10,311,1,1,1,1,0,1,0,311,"Chaperone protein DnaK(312)","dnaK(312)",738,1920,1903.51,201,3,"S33a_04133","CC001_02548","FDAARGOS_525_01047","CFBP5494_00396"
"g003872_000003","g003872","tldD","Metalloprotease TldD",80,20,311,1,1,1,0,0,0,0,311,"Metalloprotease TldD(311)","tldD(311)",132,1416,1409.59,202,1,"S33a_04787","CC001_00395","FDAARGOS_525_01809","CFBP5494_01006"
"g004591_000001","g004591",NA,"hypothetical protein",60,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",519,735,552.14,202,2,"S33a_04788","CC001_00396","FDAARGOS_525_01810","CFBP5494_01007"
"g002409_000002","g002409","ctaC","Cytochrome c oxidase subunit 2",70,27,311,1,1,1,0,0,0,0,311,"Cytochrome c oxidase subunit 2(170):hypothetical protein(141)","ctaC(170):NA(141)",873,1032,962.38,202,3,"S33a_04789","CC001_00397","FDAARGOS_525_01811","CFBP5494_01008"
"g001081_000001","g001081","yedK","Putative SOS response-associated peptidase YedK",60,42,311,1,1,1,0,0,0,0,311,"Putative SOS response-associated peptidase YedK(311)","yedK(311)",747,843,763.61,203,1,"S33a_05076","CC001_00694","FDAARGOS_525_02138","CFBP5494_01346"
"g000647","g000647","nudC","Bifunctional NMN adenylyltransferase/Nudix hydrolase",50,47,311,1,1,1,0,0,0,0,311,"Bifunctional NMN adenylyltransferase/Nudix hydrolase(142):hypothetical protein(119):NADH pyrophosphatase(27):CTP pyrophosphohydrolase(23)","NA(261):nudC(27):nudG(23)",249,525,422.59,203,2,"S33a_05074","CC001_00692","FDAARGOS_525_02136","CFBP5494_01344"
"g005858_000003","g005858",NA,"hypothetical protein",80,13,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.73,203,3,"S33a_05072","CC001_00690","FDAARGOS_525_02134","CFBP5494_01342"
"g001217_000002","g001217","dmlR","HTH-type transcriptional regulator DmlR",70,40,311,1,1,1,1,0,1,0,311,"HTH-type transcriptional regulator DmlR(306):HTH-type transcriptional regulator HdfR(3):hypothetical protein(2):HTH-type transcriptional regulator YofA(1)","dmlR(306):hdfR(3):NA(2):yofA(1)",141,891,873.15,204,1,"S33a_04213","CC001_02627","FDAARGOS_525_01136","CFBP5494_00476"
"g003853_1_000005","g003853_1","bauC","Putative 3-oxopropanoate dehydrogenase",80,17,311,1,1,1,1,0,1,0,311,"Putative 3-oxopropanoate dehydrogenase(312)","bauC(312)",717,1497,1492.21,204,2,"S33a_04212","CC001_02626","FDAARGOS_525_01135","CFBP5494_00475"
"g003565_000003","g003565","nsrR","HTH-type transcriptional repressor NsrR",80,22,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional repressor NsrR(311)","nsrR(311)",468,621,477.92,204,3,"S33a_04210","CC001_02624","FDAARGOS_525_01133","CFBP5494_00473"
"g001786_000002","g001786",NA,"hypothetical protein",70,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",978,990,983.75,205,1,"S33a_04222","CC001_02636","FDAARGOS_525_01145","CFBP5494_00485"
"g001552_000001","g001552","bepA","Beta-barrel assembly-enhancing protease",60,36,311,1,1,1,0,0,0,0,311,"Beta-barrel assembly-enhancing protease(311)","bepA(311)",711,963,837.88,205,2,"S33a_04221","CC001_02635","FDAARGOS_525_01144","CFBP5494_00484"
"g002850_000002","g002850","pepA","cytosol aminopeptidase",70,24,311,1,1,1,1,0,1,0,311,"cytosol aminopeptidase(311):Peptidase B(1):hypothetical protein(1)","pepA(311):NA(1):pepB(1)",309,1431,1384.47,205,3,"S33a_04220","CC001_02634","FDAARGOS_525_01143","CFBP5494_00483"
"g006135_000003","g006135","walR","Transcriptional regulatory protein WalR",80,12,311,1,1,1,0,0,0,0,311,"Transcriptional regulatory protein WalR(311)","walR(311)",684,684,684,206,1,"S33a_03825","CC001_02361","FDAARGOS_525_00860","CFBP5494_00211"
"g002735","g002735",NA,"hypothetical protein",50,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",456,537,461,206,2,"S33a_03824","CC001_02360","FDAARGOS_525_00859","CFBP5494_00210"
"g002592_000002","g002592","xthA","Exodeoxyribonuclease III",70,24,311,1,1,1,1,0,1,0,311,"Exodeoxyribonuclease III(310):hypothetical protein(2)","xthA(310):NA(2)",258,807,801.35,206,3,"S33a_03823","CC001_02359","FDAARGOS_525_00858","CFBP5494_00209"
"g000192_1_000003","g000192_1","allA","Ureidoglycolate lyase",70,67,311,1,1,1,0,0,0,0,311,"Ureidoglycolate lyase(311)","allA(311)",498,582,507.69,207,1,"S33a_03399","CC001_01934","FDAARGOS_525_00364","CFBP5494_02757"
"g000544_1_000002","g000544_1","pucM","5-hydroxyisourate hydrolase",70,50,311,1,1,1,0,0,0,0,311,"5-hydroxyisourate hydrolase(311)","pucM(311)",357,357,357,207,2,"S33a_03398","CC001_01933","FDAARGOS_525_00363","CFBP5494_02756"
"g000511","g000511",NA,"hypothetical protein",50,55,311,1,1,2,1,1,1,1,312,"hypothetical protein(313)","NA(313)",165,750,741.23,207,3,"S33a_03397","CC001_01932","FDAARGOS_525_00362","CFBP5494_02755"
"g002812_000003","g002812","alaS","Alanine--tRNA ligase",80,26,311,1,1,1,0,0,0,0,311,"Alanine--tRNA ligase(311)","alaS(311)",1023,2751,2673.65,208,1,"S33a_02996","CC001_01471","FDAARGOS_525_02878","CFBP5494_02351"
"g005622_000004","g005622","recA","Protein RecA",90,13,311,1,1,1,0,0,0,0,311,"Protein RecA(311)","recA(311)",981,1371,1083.2,208,2,"S33a_02997","CC001_01472","FDAARGOS_525_02879","CFBP5494_02352"
"g003193_1_000006","g003193_1","psuG","Pseudouridine-5'-phosphate glycosidase",80,22,311,1,1,1,0,0,0,0,311,"Pseudouridine-5'-phosphate glycosidase(311)","psuG(311)",843,1662,926.93,208,3,"S33a_02999","CC001_01474","FDAARGOS_525_02881","CFBP5494_02354"
"g002107","g002107",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",606,804,610.77,209,1,"S33a_04749","CC001_00357","FDAARGOS_525_01771","CFBP5494_00968"
"g002660_1_000003","g002660_1","hcaE","3-phenylpropionate/cinnamic acid dioxygenase subunit alpha",70,24,311,1,1,1,0,0,0,0,311,"3-phenylpropionate/cinnamic acid dioxygenase subunit alpha(310):hypothetical protein(1)","hcaE(310):NA(1)",585,1449,1254.84,209,2,"S33a_04750","CC001_00358","FDAARGOS_525_01772","CFBP5494_00969"
"g002537_1_000004","g002537_1","hcr","NADH oxidoreductase HCR",70,26,311,1,1,1,0,0,0,0,311,"NADH oxidoreductase HCR(253):3-ketosteroid-9-alpha-monooxygenase%2C ferredoxin reductase component(58)","hcr(253):kshB(50):hmp(8)",1068,1089,1083.04,209,3,"S33a_04751","CC001_00359","FDAARGOS_525_01773","CFBP5494_00970"
"g000903_000002","g000903",NA,"hypothetical protein",70,44,311,1,1,1,52,0,52,0,311,"hypothetical protein(363)","NA(363)",162,867,709.3,210,1,"S33a_02679","(CC001_01175:CC001_01216)","FDAARGOS_525_02617","CFBP5494_01902"
"g004200_1_000005","g004200_1","map","Methionine aminopeptidase",80,17,311,1,1,1,0,0,0,0,311,"Methionine aminopeptidase(311)","map(311)",825,867,838.3,210,2,"S33a_02678","CC001_01174","FDAARGOS_525_02616","CFBP5494_01901"
"g000348_000001","g000348","sfsA","Sugar fermentation stimulation protein A",60,61,311,1,1,1,1,0,1,0,311,"Sugar fermentation stimulation protein A(312)","sfsA(312)",258,753,722.67,210,3,"S33a_02677","CC001_01173","FDAARGOS_525_02615","CFBP5494_01900"
"g003384_000001","g003384",NA,"hypothetical protein",60,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",201,615,498.76,211,1,"S33a_03278","CC001_01813","FDAARGOS_525_00239","CFBP5494_02636"
"g004210_000002","g004210","ompR","Transcriptional regulatory protein OmpR",70,19,311,1,1,1,0,0,0,0,311,"Transcriptional regulatory protein OmpR(310):Sensory transduction protein regX3(1)","ompR(310):regX3(1)",282,720,707.19,211,2,"S33a_03279","CC001_01814","FDAARGOS_525_00240","CFBP5494_02637"
"g001838_000001","g001838","sasA","Adaptive-response sensory-kinase SasA",60,33,311,1,1,1,1,0,1,0,311,"Adaptive-response sensory-kinase SasA(219):Osmolarity sensor protein EnvZ(92):hypothetical protein(1)","sasA(219):envZ(92):NA(1)",408,1383,1375.67,211,3,"S33a_03280","CC001_01815","FDAARGOS_525_00241","CFBP5494_02638"
"g003669_000003","g003669","hemN","Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR",80,20,311,1,1,1,0,0,0,0,311,"Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR(310):hypothetical protein(1)","hemN(310):NA(1)",246,1227,1188.26,212,1,"S33a_04329","CC001_00002","FDAARGOS_525_01332","CFBP5494_00593"
"g004616_000003","g004616","rph","Ribonuclease PH",80,17,311,1,1,1,0,0,0,0,311,"Ribonuclease PH(311)","rph(311)",717,924,719.45,212,2,"S33a_04331","CC001_00004","FDAARGOS_525_01334","CFBP5494_00595"
"g003517_000002","g003517","hrcA","Heat-inducible transcription repressor HrcA",70,22,311,1,1,1,0,0,0,0,311,"Heat-inducible transcription repressor HrcA(311)","hrcA(311)",1047,1227,1090.65,212,3,"S33a_04332","CC001_00005","FDAARGOS_525_01335","CFBP5494_00596"
"g000222_1_000001","g000222_1","potA","Spermidine/putrescine import ATP-binding protein PotA",60,33,311,1,1,1,1,0,1,0,311,"Spermidine/putrescine import ATP-binding protein PotA(306):Vitamin B12 import ATP-binding protein BtuD(6)","potA(306):btuD(6)",555,1230,1144.22,213,1,"S33a_04576","CC001_00244","FDAARGOS_525_01660","CFBP5494_00856"
"g002002_1_000001","g002002_1","potH","Putrescine transport system permease protein PotH",60,30,311,1,1,1,0,0,0,0,311,"Putrescine transport system permease protein PotH(311)","potH(311)",906,954,913.51,213,2,"S33a_04577","CC001_00245","FDAARGOS_525_01661","CFBP5494_00857"
"g003635_1_000003","g003635_1","ydcV","Inner membrane ABC transporter permease protein YdcV",70,19,311,1,1,1,0,0,0,0,311,"Inner membrane ABC transporter permease protein YdcV(309):hypothetical protein(2)","ydcV(309):NA(2)",813,822,814.37,213,3,"S33a_04578","CC001_00246","FDAARGOS_525_01662","CFBP5494_00858"
"g000911_000003","g000911",NA,"hypothetical protein",80,27,311,1.02,1,2,2,6,2,6,317,"hypothetical protein(319)","NA(319)",339,7164,6356.77,214,1,"S33a_02470","CC001_00966","FDAARGOS_525_02410","CFBP5494_01689"
"g001500","g001500",NA,"hypothetical protein",50,37,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",267,375,368.77,214,2,"S33a_02471","CC001_00967","FDAARGOS_525_02411","CFBP5494_01690"
"g002964_1_000005","g002964_1","fdxE","Ferredoxin-6",80,22,311,1,1,1,0,0,0,0,311,"Ferredoxin-6(311)","fdxE(311)",321,321,321,214,3,"S33a_02472","CC001_00968","FDAARGOS_525_02412","CFBP5494_01691"
"g004161_000002","g004161","eda","KHG/KDPG aldolase",70,19,311,1,1,2,0,1,0,1,312,"KHG/KDPG aldolase(312)","eda(312)",639,639,639,215,1,"S33a_02069","CC001_02950","FDAARGOS_525_04905","CFBP5494_04643"
"g003121_000001","g003121","yebE","hypothetical protein",60,24,311,1,1,2,1,1,1,1,312,"hypothetical protein(312):Inner membrane protein YebE(1)","NA(312):yebE(1)",324,714,699.03,215,2,"S33a_02070","CC001_02949","FDAARGOS_525_04906","CFBP5494_04644"
"g000153_1_000001","g000153_1",NA,"hypothetical protein",60,71,311,1.05,1,2,0,16,0,16,327,"hypothetical protein(327)","NA(327)",402,441,412.75,216,1,"S33a_01754","CC001_03262","FDAARGOS_525_04482","CFBP5494_04266"
"g003334_000003","g003334","rnj","Ribonuclease J",80,23,311,1,1,1,0,0,0,0,311,"Ribonuclease J(311)","rnj(311)",1668,1740,1671.09,216,2,"S33a_02411","CC001_00907","FDAARGOS_525_02350","CFBP5494_01630"
"g002387_1_000003","g002387_1","xdh","D-xylose dehydrogenase",80,28,311,1,1,1,0,0,0,0,311,"D-xylose dehydrogenase(224):Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(86):hypothetical protein(1)","xdh(224):iolG(86):NA(1)",183,1134,1130.94,217,1,"S33a_00762","CC001_04129","FDAARGOS_525_03480","CFBP5494_03414"
"g001233_1_000001","g001233_1",NA,"hypothetical protein",60,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",762,765,763.44,217,2,"S33a_00763","CC001_04128","FDAARGOS_525_03481","CFBP5494_03415"
"g002031_000002","g002031",NA,"hypothetical protein",70,32,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",339,495,491.41,218,1,"S33a_03162","CC001_01636","FDAARGOS_525_00081","CFBP5494_02521"
"g000414_1_000061","g000414_1","cheW","Chemotaxis protein CheW",90,10,311,1,1,1,0,0,0,0,311,"Chemotaxis protein CheW(311)","cheW(311)",465,489,466.84,218,2,"S33a_03161","CC001_01635","FDAARGOS_525_00080","CFBP5494_02520"
"g001315","g001315","lptD","LPS-assembly protein LptD",50,38,311,1.02,1,2,0,5,0,5,316,"LPS-assembly protein LptD(316)","lptD(316)",654,2394,2363.41,219,1,"S33a_05124","CC001_00740","FDAARGOS_525_02185","CFBP5494_01391"
"g002447_000001","g002447","lptG","hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(310):Lipopolysaccharide export system permease protein LptG(1)","NA(310):lptG(1)",1083,1101,1088.01,219,2,"S33a_05125","CC001_00741","FDAARGOS_525_02186","CFBP5494_01392"
"g001850_000002","g001850","fadD","Long-chain-fatty-acid--CoA ligase",70,33,311,1,1,1,1,0,1,0,311,"Long-chain-fatty-acid--CoA ligase(312)","fadD(312)",276,1764,1702.47,220,1,"S33a_04410","CC001_00081","FDAARGOS_525_01411","CFBP5494_00694"
"g002209_000003","g002209","pgi","Glucose-6-phosphate isomerase",80,29,311,1,1,1,0,0,0,0,311,"Glucose-6-phosphate isomerase(311)","pgi(311)",1626,1632,1626.34,220,2,"S33a_04409","CC001_00080","FDAARGOS_525_01410","CFBP5494_00693"
"g000320_000002","g000320",NA,"hypothetical protein",70,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",801,879,803.37,221,1,"S33a_02563","CC001_01058","FDAARGOS_525_02498","CFBP5494_01785"
"g004042_000004","g004042","uvrA","UvrABC system protein A",90,10,311,1,1,1,2,0,2,0,311,"UvrABC system protein A(314)","uvrA(314)",471,2997,2885.75,221,2,"S33a_02564","CC001_01059","FDAARGOS_525_02499","(CFBP5494_01786:CFBP5494_01787)"
"g003463_1_000004","g003463_1","atpB","ATP synthase subunit a",80,16,311,1.01,1,2,0,2,0,2,313,"ATP synthase subunit a(313)","atpB(313)",750,846,776.63,222,1,"S33a_04738","CC001_00347","FDAARGOS_525_01761","CFBP5494_00958"
"g010783_000004","g010783","atpE","ATP synthase subunit c",90,6,311,1,1,1,0,0,0,0,311,"ATP synthase subunit c(311)","atpE(311)",228,228,228,222,2,"S33a_04739","CC001_00348","FDAARGOS_525_01762","CFBP5494_00959"
"g001880","g001880","corA","Magnesium transport protein CorA",50,32,311,1,1,1,0,0,0,0,311,"Magnesium transport protein CorA(311)","corA(311)",870,1029,976.92,223,1,"S33a_04734","CC001_00343","FDAARGOS_525_01757","CFBP5494_00954"
"g002043_1_000001","g002043_1",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",342,366,357.53,223,2,"S33a_04737","CC001_00346","FDAARGOS_525_01760","CFBP5494_00957"
"g003144_000001","g003144",NA,"hypothetical protein",60,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",732,750,736.22,224,1,"S33a_04491","CC001_00157","FDAARGOS_525_01573","CFBP5494_00769"
"g002828_000002","g002828","fliF","Flagellar M-ring protein",70,26,311,1,1,1,3,0,3,0,311,"Flagellar M-ring protein(314)","fliF(314)",681,1701,1668.95,224,2,"S33a_04490","CC001_00156","FDAARGOS_525_01572","CFBP5494_00768"
"g004268_000003","g004268","flhA","Flagellar biosynthesis protein FlhA",80,18,311,1,1,1,0,0,0,0,311,"Flagellar biosynthesis protein FlhA(311)","flhA(311)",1995,2094,2088.46,225,1,"S33a_04546","CC001_00214","FDAARGOS_525_01630","CFBP5494_00826"
"g002968","g002968",NA,"hypothetical protein",50,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",726,756,753.63,225,2,"S33a_04547","CC001_00215","FDAARGOS_525_01631","CFBP5494_00827"
"g002986_1_000007","g002986_1","acnA","Aconitate hydratase A",90,22,311,1,1,1,3,0,3,0,311,"Aconitate hydratase A(314)","acnA(314)",771,2817,2664.75,226,1,"S33a_03752","CC001_02288","FDAARGOS_525_00787","CFBP5494_00137"
"g000291_000001","g000291","ccmA","Cytochrome c biogenesis ATP-binding export protein CcmA",60,65,311,1,1,1,0,0,0,0,311,"Cytochrome c biogenesis ATP-binding export protein CcmA(311)","ccmA(311)",558,666,647.25,226,2,"S33a_03753","CC001_02289","FDAARGOS_525_00788","CFBP5494_00138"
"g002048_000002","g002048","hemF","Oxygen-dependent coproporphyrinogen-III oxidase",70,32,311,1,1,1,0,0,0,0,311,"Oxygen-dependent coproporphyrinogen-III oxidase(311)","hemF(311)",912,918,912.54,227,1,"S33a_03319","CC001_01854","FDAARGOS_525_00280","CFBP5494_02677"
"g000847_000002","g000847","trmL","tRNA (cytidine(34)-2'-O)-methyltransferase",70,43,311,1,1,1,1,0,1,0,311,"tRNA (cytidine(34)-2'-O)-methyltransferase(312)","trmL(312)",171,558,470.36,227,2,"S33a_03316","CC001_01851","FDAARGOS_525_00277","CFBP5494_02674"
"g002324_000002","g002324","gloA","Lactoylglutathione lyase",70,30,311,1,1,1,0,0,0,0,311,"Lactoylglutathione lyase(311)","gloA(311)",441,441,441,228,1,"S33a_02866","CC001_01401","FDAARGOS_525_02806","CFBP5494_02221"
"g003936_000003","g003936",NA,"hypothetical protein",80,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",579,579,579,228,2,"S33a_02867","CC001_01402","FDAARGOS_525_02807","CFBP5494_02222"
"g002496_000003","g002496",NA,"hypothetical protein",80,25,311,1,1,1,5,0,5,0,311,"hypothetical protein(316)","NA(316)",303,1632,1502.18,229,1,"S33a_02986","CC001_01461","FDAARGOS_525_02868","CFBP5494_02341"
"g006442_000004","g006442","rpsD","30S ribosomal protein S4",90,11,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S4(311)","rpsD(311)",618,618,618,229,2,"S33a_02984","CC001_01458","FDAARGOS_525_02864","CFBP5494_02339"
"g004943_000002","g004943","rpsT","30S ribosomal protein S20",70,16,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S20(311)","rpsT(311)",267,369,270.36,230,1,"S33a_04327","CC001_02741","FDAARGOS_525_01330","CFBP5494_00591"
"g002824_1_000004","g002824_1","dnaA","Chromosomal replication initiator protein DnaA",70,24,311,1,1,1,0,0,0,0,311,"Chromosomal replication initiator protein DnaA(311)","dnaA(311)",1290,1575,1514.9,230,2,"S33a_04328","CC001_00001","FDAARGOS_525_01331","CFBP5494_00592"
"g000744_000002","g000744",NA,"hypothetical protein",70,46,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",606,1296,1251.88,231,1,"S33a_03913","CC001_02449","FDAARGOS_525_00948","CFBP5494_00299"
"g000695_000001","g000695",NA,"hypothetical protein",60,50,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",696,804,766.29,231,2,"S33a_03914","CC001_02450","FDAARGOS_525_00949","CFBP5494_00300"
"g002117_000003","g002117","metAA","Homoserine O-acetyltransferase",80,27,311,1,1,1,0,0,0,0,311,"Homoserine O-acetyltransferase(311)","metAA(311)",927,1005,928.03,232,1,"S33a_03783","CC001_02319","FDAARGOS_525_00818","CFBP5494_00169"
