"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","TR3","Eu2_1NK","Eu3_2RS","A19_93","AS1A61","Eu3_2NK"
"g002802_1_000004","g002802_1","oqxB9","multidrug efflux RND transporter permease subunit OqxB9",70,18,308,1,1,1,1,0,1,0,308,"multidrug efflux RND transporter permease subunit OqxB9(183):multidrug efflux RND transporter permease subunit OqxB7(76):multidrug efflux RND transporter permease subunit OqxB2(22):multidrug efflux RND transporter permease subunit OqxB27(21):multidrug efflux RND transporter permease subunit OqxB30(4):multidrug efflux RND transporter permease subunit OqxB12(1):Multidrug/solvent efflux pump membrane transporter MepB(1):Antibiotic efflux pump membrane transporter ArpB(1)","oqxB9(183):oqxB7(76):oqxB2(22):oqxB27(21):oqxB30(4):arpB(1):mepB(1):oqxB12(1)",585,3219,3178,814,2,"TR3_04073","Eu2_1NK_02160","Eu3_2RS_02950","A19_93_03486","AS1A61_02125","Eu3_2NK_00484"
"g000604","g000604","arnC","hypothetical protein",50,52,308,1.01,1,2,0,3,0,3,311,"hypothetical protein(223):Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase(85):putative glycosyltransferase EpsJ(2):Putative glycosyltransferase EpsH(1)","NA(223):arnC(85):epsJ(2):epsH(1)",282,1050,1006.38,815,1,"TR3_03703","Eu2_1NK_01790","Eu3_2RS_02572","A19_93_03107","AS1A61_02503","Eu3_2NK_00106"
"g002631","g002631","ywqD","hypothetical protein",50,27,308,1,1,1,1,0,1,0,308,"hypothetical protein(257):Iron-sulfur cluster carrier protein(50):Tyrosine-protein kinase YwqD(2)","NA(307):ywqD(2)",732,2394,2336.22,815,2,"TR3_03701","Eu2_1NK_01788","Eu3_2RS_02570","A19_93_03105","AS1A61_02505","Eu3_2NK_00104"
"g000811","g000811",NA,"hypothetical protein",50,45,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,291,282.51,816,1,"TR3_03713","Eu2_1NK_01800","Eu3_2RS_02582","A19_93_03117","AS1A61_02493","Eu3_2NK_00116"
"g003091_1_000003","g003091_1","epsL","putative sugar transferase EpsL",70,22,308,1.01,1,2,0,3,0,3,311,"putative sugar transferase EpsL(311)","epsL(311)",636,681,680.04,816,2,"TR3_03795","Eu2_1NK_01883","Eu3_2RS_02665","A19_93_03200","AS1A61_02410","Eu3_2NK_00199"
"g001974","g001974",NA,"hypothetical protein",50,29,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",1266,1326,1280.43,817,1,"TR3_03797","Eu2_1NK_01885","Eu3_2RS_02667","A19_93_03202","AS1A61_02408","Eu3_2NK_00201"
"g002096","g002096",NA,"hypothetical protein",50,31,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",270,1287,1267.79,817,2,"TR3_03796","Eu2_1NK_01884","Eu3_2RS_02666","A19_93_03201","AS1A61_02409","Eu3_2NK_00200"
"g001653_1_000001","g001653_1",NA,"hypothetical protein",60,31,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",378,966,959.55,818,1,"TR3_03710","Eu2_1NK_01797","Eu3_2RS_02579","A19_93_03114","AS1A61_02496","Eu3_2NK_00113"
"g001347_000002","g001347","pssM","Exopolysaccharide glucosyl ketal-pyruvate-transferase",70,24,308,1.04,1,2,2,12,2,12,320,"Exopolysaccharide glucosyl ketal-pyruvate-transferase(267):hypothetical protein(55)","pssM(267):NA(55)",135,1008,954.02,818,2,"TR3_03711","Eu2_1NK_01798","Eu3_2RS_02580","A19_93_03115","AS1A61_02495","Eu3_2NK_00114"
"g000476_1_000003","g000476_1","putA","Bifunctional protein PutA",70,47,308,1,1,2,2,1,2,1,309,"Bifunctional protein PutA(311)","putA(311)",414,3720,3670.15,819,1,"TR3_04994","Eu2_1NK_02819","Eu3_2RS_05248","A19_93_05186","AS1A61_05205","Eu3_2NK_05130"
"g000571","g000571",NA,"hypothetical protein",50,53,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",375,615,463.29,820,1,"TR3_01115","Eu2_1NK_00432","Eu3_2RS_01023","A19_93_00930","AS1A61_01090","Eu3_2NK_00617"
"g001716_000001","g001716","exoK","Endo-1%2C3-1%2C4-beta-glycanase ExoK",60,35,308,1.01,1,2,0,2,0,2,310,"Endo-1%2C3-1%2C4-beta-glycanase ExoK(310)","exoK(310)",777,807,797.34,821,1,"TR3_03707","Eu2_1NK_01794","Eu3_2RS_02576","A19_93_03111","AS1A61_02499","Eu3_2NK_00110"
"g001132_000001","g001132",NA,"hypothetical protein",60,40,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",480,534,495.74,822,1,"TR3_02192","Eu2_1NK_04643","Eu3_2RS_02351","A19_93_04240","AS1A61_03849","Eu3_2NK_02224"
"g001451_000001","g001451",NA,"hypothetical protein",60,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",477,552,511.35,823,1,"TR3_03211","Eu2_1NK_03120","Eu3_2RS_03879","A19_93_02381","AS1A61_03146","Eu3_2NK_01834"
"g001431","g001431",NA,"hypothetical protein",50,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",522,636,579.9,824,1,"TR3_05001","Eu2_1NK_02812","Eu3_2RS_05255","A19_93_05193","AS1A61_05198","Eu3_2NK_05137"
"g001971_000002","g001971","chaA","Sodium-potassium/proton antiporter ChaA",70,32,308,1,1,1,0,0,0,0,308,"Sodium-potassium/proton antiporter ChaA(308)","chaA(308)",1059,1272,1114.84,825,1,"TR3_04718","Eu2_1NK_02312","Eu3_2RS_00574","A19_93_00574","AS1A61_00307","Eu3_2NK_02468"
"g003131_1_000003","g003131_1",NA,"hypothetical protein",80,22,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,279,239.49,826,1,"TR3_03458","Eu2_1NK_03389","Eu3_2RS_03326","A19_93_02702","AS1A61_02882","Eu3_2NK_03191"
"g002685_000003","g002685","rplY","50S ribosomal protein L25",80,27,308,1,1,1,0,0,0,0,308,"50S ribosomal protein L25(308)","rplY(308)",591,630,610.54,827,1,"TR3_04694","Eu2_1NK_02336","Eu3_2RS_00598","A19_93_00598","AS1A61_00283","Eu3_2NK_02492"
"g001420_1_000003","g001420_1",NA,"hypothetical protein",70,25,308,1.14,1,2,1,42,1,42,350,"hypothetical protein(351)","NA(351)",228,1458,1231.5,828,1,"TR3_04772","Eu2_1NK_02776","Eu3_2RS_05292","A19_93_05230","AS1A61_05161","Eu3_2NK_05174"
"g001549","g001549","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",50,36,308,1.03,1,2,0,9,0,9,317,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(233):hypothetical protein(84)","iolG(233):NA(84)",1011,1029,1021.07,829,1,"TR3_00999;TR3_01528","Eu2_1NK_04049;Eu2_1NK_04842","Eu3_2RS_04067;Eu3_2RS_04778","A19_93_03646;A19_93_04722","AS1A61_03495;AS1A61_04862","Eu3_2NK_03525;Eu3_2NK_04664"
"g001954_1_000001","g001954_1",NA,"hypothetical protein",60,29,308,1.01,1,2,1,4,1,4,312,"hypothetical protein(313)","NA(313)",897,2781,2678.89,830,1,"TR3_02188","Eu2_1NK_04647","Eu3_2RS_02347","A19_93_04244","AS1A61_03845","Eu3_2NK_02228"
"g000609_000002","g000609",NA,"hypothetical protein",70,51,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",474,489,479.06,831,1,"TR3_01130","Eu2_1NK_00445","Eu3_2RS_01038","A19_93_00945","AS1A61_01075","Eu3_2NK_00632"
"g000707_1_000005","g000707_1",NA,"hypothetical protein",70,30,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",198,1407,1325.53,832,1,"TR3_03191","Eu2_1NK_03140","Eu3_2RS_03898","A19_93_02400","AS1A61_03127","Eu3_2NK_01853"
"g000127_1_000001","g000127_1","atzA","8-oxoguanine deaminase",60,73,308,1.1,1,3,0,30,0,31,339,"8-oxoguanine deaminase(264):Atrazine chlorohydrolase(53):5'-deoxyadenosine deaminase(22)","NA(264):atzA(53):dadD(22)",1341,1383,1348.02,833,1,"TR3_00319","Eu2_1NK_04155","Eu3_2RS_04173","A19_93_03752","AS1A61_03601","Eu3_2NK_03631"
"g000230","g000230",NA,"hypothetical protein",50,70,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",285,561,529.72,834,1,"TR3_02022","Eu2_1NK_04508","Eu3_2RS_01375","A19_93_04106","AS1A61_03983","Eu3_2NK_00968"
"g000293","g000293","yvoA","HTH-type transcriptional repressor YvoA",50,65,308,1.49,1,3,0,148,0,150,458,"HTH-type transcriptional repressor YvoA(435):hypothetical protein(23)","yvoA(435):NA(23)",648,768,736.29,835,1,"TR3_00318","Eu2_1NK_04156","Eu3_2RS_04174","A19_93_03753","AS1A61_03602","Eu3_2NK_03632"
"g002411_000001","g002411","zntB","Zinc transport protein ZntB",60,29,308,1,1,1,0,0,0,0,308,"Zinc transport protein ZntB(308)","zntB(308)",996,1050,1009.34,836,1,"TR3_01815","Eu2_1NK_00028","Eu3_2RS_03389","A19_93_02765","AS1A61_02819","Eu3_2NK_03254"
"g000607_000001","g000607","greB","Transcription elongation factor GreB",60,52,308,1,1,1,0,0,0,0,308,"Transcription elongation factor GreB(240):Transcription elongation factor GreA(68)","greB(240):greA(68)",468,570,489.53,837,1,"TR3_04122","Eu2_1NK_03776","Eu3_2RS_00335","A19_93_00335","AS1A61_00546","Eu3_2NK_04182"
"g001239_000002","g001239","lly","hypothetical protein",70,38,308,1.01,1,2,1,4,1,4,312,"hypothetical protein(311):4-hydroxyphenylpyruvate dioxygenase(2)","NA(311):lly(1):hpd(1)",321,1971,1909.16,838,1,"TR3_01589","Eu2_1NK_04784","Eu3_2RS_04716","A19_93_04661","AS1A61_04801","Eu3_2NK_04602"
"g000108","g000108","csxA","hypothetical protein",50,82,308,1,1,1,0,0,0,0,308,"hypothetical protein(301):Exo-beta-D-glucosaminidase(7)","NA(301):csxA(7)",1179,2490,2454.7,839,1,"TR3_02187","Eu2_1NK_04648","Eu3_2RS_02346","A19_93_04245","AS1A61_03844","Eu3_2NK_02229"
"g000491_1_000001","g000491_1","yedA","putative inner membrane transporter YedA",60,43,308,1.01,1,2,1,2,1,2,310,"putative inner membrane transporter YedA(207):hypothetical protein(85):putative amino-acid metabolite efflux pump(17):IS1595 family transposase ISBsp7(2)","yedA(207):NA(87):eamA(17)",255,951,918.93,840,1,"TR3_04303","Eu2_1NK_03891","Eu3_2RS_00453","A19_93_00453","AS1A61_00428","Eu3_2NK_02347"
"g001494_2_000004","g001494_2","fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI",80,17,308,1,1,1,0,0,0,0,308,"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI(308)","fabI(308)",720,834,806.81,841,1,"TR3_02999","Eu2_1NK_03011","Eu3_2RS_03772","A19_93_02274","AS1A61_03253","Eu3_2NK_01218"
"g001346_000002","g001346",NA,"hypothetical protein",70,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",498,948,788.09,842,1,"TR3_00931",NA,"Eu3_2RS_04000","A19_93_03579","AS1A61_03428","Eu3_2NK_03458"
"g003078_000003","g003078","ribE","Riboflavin synthase",80,24,308,1,1,1,0,0,0,0,308,"Riboflavin synthase(308)","ribE(308)",612,636,615.03,843,1,"TR3_04199","Eu2_1NK_03820","Eu3_2RS_00379","A19_93_00379","AS1A61_00502","Eu3_2NK_02273"
"g001058_000001","g001058","pobA","p-hydroxybenzoate hydroxylase",60,42,308,1.01,1,2,0,2,0,2,310,"p-hydroxybenzoate hydroxylase(310)","pobA(310)",129,1176,1169.63,844,1,"TR3_03787","Eu2_1NK_01874","Eu3_2RS_02656","A19_93_03191","AS1A61_02419","Eu3_2NK_00190"
"g001296_000001","g001296",NA,"hypothetical protein",60,38,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",192,204,192.9,845,1,"TR3_04420","Eu2_1NK_02608","Eu3_2RS_00966","A19_93_00873","AS1A61_00007","Eu3_2NK_02859"
"g001658","g001658","pipB2","hypothetical protein",50,35,308,1,1,1,0,0,0,0,308,"hypothetical protein(291):Secreted effector protein PipB2(17)","NA(291):pipB2(17)",726,978,752.35,846,1,"TR3_01993","Eu2_1NK_00356","Eu3_2RS_02296","A19_93_01975","AS1A61_01631","Eu3_2NK_02147"
"g003616_000002","g003616",NA,"hypothetical protein",70,22,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,474,260.38,847,1,"TR3_02171","Eu2_1NK_04663","Eu3_2RS_02330","A19_93_04261","AS1A61_03828","Eu3_2NK_02245"
"g001387_000002","g001387","puuD","Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD",70,37,308,1,1,2,0,1,0,1,309,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD(309)","puuD(309)",645,822,767.32,848,1,"TR3_04833","Eu2_1NK_02711","Eu3_2RS_05354","A19_93_05292","AS1A61_05099","Eu3_2NK_05236"
"g001589_000003","g001589","queC","7-cyano-7-deazaguanine synthase",80,34,308,1,1,1,0,0,0,0,308,"7-cyano-7-deazaguanine synthase(308)","queC(308)",708,774,710.72,849,1,"TR3_03567","Eu2_1NK_01656","Eu3_2RS_01998","A19_93_01679","AS1A61_01577","Eu3_2NK_01961"
"g002126_1_000014","g002126_1","ros","Transcriptional regulatory protein ros",80,13,308,1,1,2,0,1,0,1,309,"Transcriptional regulatory protein ros(309)","ros(309)",150,432,429.36,850,1,"TR3_01901","Eu2_1NK_00207","Eu3_2RS_03576","A19_93_02952","AS1A61_02632","Eu3_2NK_03441"
"g002603","g002603","kdpE","Transcriptional regulatory protein KdpE",50,28,308,1,1,1,0,0,0,0,308,"Transcriptional regulatory protein KdpE(218):KDP operon transcriptional regulatory protein KdpE(90)","kdpE(308)",687,705,690.62,851,1,"TR3_00955","Eu2_1NK_04005","Eu3_2RS_04024","A19_93_03603","AS1A61_03452","Eu3_2NK_03482"
"g001025","g001025",NA,"hypothetical protein",50,36,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",798,903,887.38,852,1,"TR3_04714","Eu2_1NK_02316","Eu3_2RS_00578","A19_93_00578","AS1A61_00303","Eu3_2NK_02472"
"g003473_000002","g003473",NA,"Aminoacyl carrier protein",70,23,308,1,1,1,0,0,0,0,308,"Aminoacyl carrier protein(308)","NA(308)",252,252,252,853,1,"TR3_02183","Eu2_1NK_04652","Eu3_2RS_02342","A19_93_04249","AS1A61_03840","Eu3_2NK_02233"
"g000190_000001","g000190",NA,"hypothetical protein",60,72,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",468,663,592.15,854,1,"TR3_03221","Eu2_1NK_03110","Eu3_2RS_03869","A19_93_02371","AS1A61_03156","Eu3_2NK_01824"
"g002484_000001","g002484","swrC","Swarming motility protein SwrC",60,26,308,1.02,1,2,0,6,0,6,314,"Swarming motility protein SwrC(253):Multidrug export protein AcrF(51):Multidrug resistance protein MdtB(7):Cobalt-zinc-cadmium resistance protein CzcA(3)","swrC(253):acrF(51):mdtB(7):czcA(3)",3036,3126,3078.66,855,1,"TR3_03541","Eu2_1NK_01630","Eu3_2RS_02024","A19_93_01705","AS1A61_01551","Eu3_2NK_01987"
"g000562","g000562","fhuC","Iron(3+)-hydroxamate import ATP-binding protein FhuC",50,52,308,1.17,1,4,0,38,0,53,361,"Iron(3+)-hydroxamate import ATP-binding protein FhuC(361)","fhuC(361)",576,840,813.18,856,1,"TR3_00269;TR3_04873","Eu2_1NK_01046;Eu2_1NK_02671","Eu3_2RS_01552;Eu3_2RS_01963;Eu3_2RS_05394","A19_93_01237;A19_93_01647;A19_93_05332","AS1A61_01235;AS1A61_01880;AS1A61_05059","Eu3_2NK_01333;Eu3_2NK_01752;Eu3_2NK_05276"
"g002368_000001","g002368","dadA1","D-amino acid dehydrogenase 1",60,29,307,1.02,1,2,0,6,0,6,313,"D-amino acid dehydrogenase 1(313)","dadA1(313)",1248,1266,1256.83,857,1,"TR3_03742","Eu2_1NK_01829","Eu3_2RS_02611","A19_93_03146","AS1A61_02464","Eu3_2NK_00145"
"g000141","g000141","alr","Alanine racemase",50,75,307,1.07,1,3,1,20,1,23,330,"Alanine racemase(283):Alanine racemase 1(24):Alanine racemase%2C biosynthetic(21):Alanine racemase%2C catabolic(3)","alr(302):alr1(24):dadX(3):NA(2)",225,1176,1133.4,857,2,"TR3_03743","Eu2_1NK_01830","Eu3_2RS_02612","A19_93_03147","AS1A61_02463","Eu3_2NK_00146"
"g000990_1_000003","g000990_1","hyuC","N-carbamoyl-L-amino-acid hydrolase",80,40,307,1,1,1,1,0,1,0,307,"N-carbamoyl-L-amino-acid hydrolase(308)","hyuC(308)",597,1272,1240.49,858,1,"TR3_01459","Eu2_1NK_04908","Eu3_2RS_04845","A19_93_04789","AS1A61_04929","Eu3_2NK_04731"
"g001102_000003","g001102","dht","D-hydantoinase/dihydropyrimidinase",80,40,307,1,1,1,0,0,0,0,307,"D-hydantoinase/dihydropyrimidinase(307)","dht(307)",1311,1458,1454.63,858,2,"TR3_01460","Eu2_1NK_04907","Eu3_2RS_04844","A19_93_04788","AS1A61_04928","Eu3_2NK_04730"
"g002602","g002602","mntB","Manganese transport system membrane protein MntB",50,28,307,1.02,1,2,1,5,1,5,312,"Manganese transport system membrane protein MntB(312):hypothetical protein(1)","mntB(312):NA(1)",216,876,868.04,859,1,"TR3_01771","Eu2_1NK_00072","Eu3_2RS_03434","A19_93_02810","AS1A61_02774","Eu3_2NK_03299"
"g000764","g000764",NA,"hypothetical protein",50,47,307,1,1,1,0,0,0,0,307,"hypothetical protein(307)","NA(307)",723,852,757.4,860,1,"TR3_01919","Eu2_1NK_00189","Eu3_2RS_03558","A19_93_02934","AS1A61_02650","Eu3_2NK_03423"
"g000003_4","g000003_4","mcp4","hypothetical protein",50,128,307,3.05,1,9,27,216,27,630,937,"hypothetical protein(790):Methyl-accepting chemotaxis protein 4(168):Methyl-accepting chemotaxis protein III(3):Methyl-accepting chemotaxis protein IV(1):Methyl-accepting chemotaxis protein McpP(1):Methyl-accepting chemotaxis protein II(1)","NA(790):mcp4(168):trg(3):tap(1):mcpP(1):tar(1)",153,2607,1997.89,861,1,"TR3_00163;TR3_04229","Eu2_1NK_01465;Eu2_1NK_03793;Eu2_1NK_05271","Eu3_2RS_00352","A19_93_00352","AS1A61_00529","Eu3_2NK_04199"
"g000923_1_000002","g000923_1","ndbB","NADH dehydrogenase-like protein",70,33,307,1.02,1,2,3,6,3,6,313,"NADH dehydrogenase-like protein(229):Demethylphylloquinone reductase NdbB(80):hypothetical protein(5):NADH dehydrogenase-like protein YjlD(2)","NA(234):ndbB(80):yjlD(2)",243,1305,1253.41,862,1,"TR3_04347","Eu2_1NK_03847","Eu3_2RS_00407","A19_93_00407","AS1A61_00474","Eu3_2NK_02301"
"g000509","g000509",NA,"hypothetical protein",50,54,307,1,1,1,0,0,0,0,307,"hypothetical protein(307)","NA(307)",342,471,363.76,863,1,"TR3_01892","Eu2_1NK_00216","Eu3_2RS_03585","A19_93_02961","AS1A61_02623","Eu3_2NK_03450"
"g000815_000002","g000815","lipB","Octanoyltransferase",70,47,307,1,1,1,0,0,0,0,307,"Octanoyltransferase(307)","lipB(307)",717,744,728.13,864,1,"TR3_02845","Eu2_1NK_03641","Eu3_2RS_00203","A19_93_00203","AS1A61_00677","Eu3_2NK_04050"
"g002608_000003","g002608","lpxH","UDP-2%2C3-diacylglucosamine hydrolase",80,28,307,1,1,1,0,0,0,0,307,"UDP-2%2C3-diacylglucosamine hydrolase(307)","lpxH(307)",819,918,834.64,865,1,"TR3_02525","Eu2_1NK_03539",NA,NA,NA,NA
"g002804_000001","g002804","mdtC","Multidrug resistance protein MdtC",60,26,307,1,1,1,1,0,1,0,307,"Multidrug resistance protein MdtC(307):Multidrug resistance protein MdtB(1)","mdtC(307):mdtB(1)",642,3144,3113.41,866,1,"TR3_03998","Eu2_1NK_02085","Eu3_2RS_02875","A19_93_03410","AS1A61_02200","Eu3_2NK_00409"
"g002947_1_000001","g002947_1","cyoD","Cytochrome bo(3) ubiquinol oxidase subunit 4",60,21,307,1.02,1,2,0,7,0,7,314,"Cytochrome bo(3) ubiquinol oxidase subunit 4(309):hypothetical protein(5)","cyoD(309):NA(5)",387,423,399.14,867,1,"TR3_02990","Eu2_1NK_03021","Eu3_2RS_03782","A19_93_02284","AS1A61_03243","Eu3_2NK_01228"
"g002433","g002433","rspR","hypothetical protein",50,29,307,1,1,1,3,0,3,0,307,"hypothetical protein(296):HTH-type transcriptional repressor RspR(14)","NA(296):rspR(14)",177,786,672.8,868,1,"TR3_03644","Eu2_1NK_01731","Eu3_2RS_02513","A19_93_03048","AS1A61_02562","Eu3_2NK_00047"
"g004718_1_000003","g004718_1","ureC1","Urease subunit alpha 1",80,15,307,1,1,1,1,0,1,0,307,"Urease subunit alpha 1(308)","ureC1(308)",372,1764,1705.33,869,1,"TR3_04545","Eu2_1NK_02485",NA,NA,NA,NA
"g002984_1_000003","g002984_1","cyoB","Cytochrome bo(3) ubiquinol oxidase subunit 1",80,21,307,1,1,1,2,0,2,0,307,"Cytochrome bo(3) ubiquinol oxidase subunit 1(309)","cyoB(309)",750,2007,1991.21,870,1,"TR3_02992","Eu2_1NK_03019","Eu3_2RS_03780","A19_93_02282","AS1A61_03245","Eu3_2NK_01226"
"g000232_000002","g000232","queE","7-carboxy-7-deazaguanine synthase",70,70,307,1,1,1,1,0,1,0,307,"7-carboxy-7-deazaguanine synthase(308)","queE(308)",327,762,746.17,871,1,"TR3_03565","Eu2_1NK_01654","Eu3_2RS_02000","A19_93_01681","AS1A61_01575","Eu3_2NK_01963"
"g000106_2_000001","g000106_2",NA,"hypothetical protein",60,45,307,1,1,1,0,0,0,0,307,"hypothetical protein(307)","NA(307)",1035,1128,1043.97,872,1,"TR3_03753","Eu2_1NK_01840","Eu3_2RS_02622","A19_93_03157","AS1A61_02453","Eu3_2NK_00156"
"g000551_000001","g000551","rsmG","Ribosomal RNA small subunit methyltransferase G",60,50,307,1,1,1,2,0,2,0,307,"Ribosomal RNA small subunit methyltransferase G(309)","rsmG(309)",192,651,618.74,873,1,"TR3_02104","Eu2_1NK_04425","Eu3_2RS_01293","A19_93_04024","AS1A61_04065","Eu3_2NK_00886"
"g000917_1_000001","g000917_1","cfa","Cyclopropane-fatty-acyl-phospholipid synthase",60,37,307,1,1,1,1,0,1,0,307,"Cyclopropane-fatty-acyl-phospholipid synthase(281):Ubiquinone biosynthesis O-methyltransferase(26):hypothetical protein(1)","cfa(281):ubiG(26):NA(1)",516,1260,1253.31,874,1,"TR3_01825","Eu2_1NK_00018","Eu3_2RS_03379","A19_93_02755","AS1A61_02829","Eu3_2NK_03244"
"g002575_000001","g002575",NA,"hypothetical protein",60,28,307,1,1,1,0,0,0,0,307,"hypothetical protein(307)","NA(307)",528,576,538.05,875,1,"TR3_03399","Eu2_1NK_03190","Eu3_2RS_03951","A19_93_02453","AS1A61_03074","Eu3_2NK_01906"
"g001052","g001052","dgaE","D-glucosaminate-6-phosphate ammonia lyase",50,42,307,1,1,1,0,0,0,0,307,"D-glucosaminate-6-phosphate ammonia lyase(307)","dgaE(307)",1197,1224,1197.23,876,1,"TR3_03980","Eu2_1NK_02067","Eu3_2RS_02857","A19_93_03392","AS1A61_02218","Eu3_2NK_00391"
"g000876_000002","g000876","pksS","Polyketide biosynthesis cytochrome P450 PksS",70,45,307,1,1,1,1,0,1,0,307,"Polyketide biosynthesis cytochrome P450 PksS(288):Cytochrome P450 monooxygenase PikC(19):Biotin biosynthesis cytochrome P450(1)","pksS(288):pikC(19):bioI(1)",555,1317,1245.58,877,1,"TR3_02407","Eu2_1NK_00675","Eu3_2RS_04955","A19_93_04896","AS1A61_04714","Eu3_2NK_04839"
"g002734_000002","g002734","lrp","Leucine-responsive regulatory protein",70,27,307,1,1,2,0,1,0,1,308,"Leucine-responsive regulatory protein(308)","lrp(308)",462,507,469.8,878,1,"TR3_04995","Eu2_1NK_02818","Eu3_2RS_05249","A19_93_05187","AS1A61_05204","Eu3_2NK_05131"
"g003169_000001","g003169","clcB","Voltage-gated ClC-type chloride channel ClcB",60,24,307,1,1,1,0,0,0,0,307,"Voltage-gated ClC-type chloride channel ClcB(307)","clcB(307)",1782,1797,1786.5,879,1,"TR3_02633","Eu2_1NK_00901","Eu3_2RS_05186","A19_93_05127","AS1A61_04483","Eu3_2NK_05070"
"g000340","g000340",NA,"Putative 3-methyladenine DNA glycosylase",50,60,307,1,1,1,0,0,0,0,307,"Putative 3-methyladenine DNA glycosylase(307)","NA(307)",516,645,579.5,880,1,"TR3_01525","Eu2_1NK_04845","Eu3_2RS_04781","A19_93_04725","AS1A61_04865","Eu3_2NK_04667"
"g000245","g000245","kdpB","Potassium-transporting ATPase ATP-binding subunit",50,65,307,1.04,1,4,6,8,6,11,318,"Potassium-transporting ATPase ATP-binding subunit(203):Zinc/cadmium/lead-transporting P-type ATPase(118):hypothetical protein(1):Cadmium-transporting ATPase(1):Copper-exporting P-type ATPase(1)","kdpB(203):zntA(118):cadA(1):copA(1):NA(1)",186,2769,2469.26,881,1,"TR3_04043","Eu2_1NK_02130","Eu3_2RS_02920","A19_93_03456","AS1A61_02155","Eu3_2NK_00454"
"g000005_1_000328","g000005_1","glnQ","Glutamine transport ATP-binding protein GlnQ",90,16,307,1.01,1,2,0,2,0,2,309,"Glutamine transport ATP-binding protein GlnQ(309)","glnQ(309)",729,774,773.1,882,1,"TR3_02780","Eu2_1NK_00756","Eu3_2RS_05039","A19_93_04980","AS1A61_04630","Eu3_2NK_04923"
"g003029_000002","g003029",NA,"hypothetical protein",70,20,307,1,1,2,1,1,1,1,308,"hypothetical protein(309)","NA(309)",345,1167,1105.42,883,1,"TR3_03103","Eu2_1NK_02908","Eu3_2RS_03667","A19_93_02168","AS1A61_03359","Eu3_2NK_01112"
