"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","X17_2069_2c","X17_2069_2b"
"g000134_000002","g000134","dusA","tRNA-dihydrouridine(20/20a) synthase",70,71,311,1,1,2,0,1,0,1,312,"tRNA-dihydrouridine(20/20a) synthase(311):hypothetical protein(1)","dusA(311):NA(1)",135,1227,1014.69,500,1,"17_2069_2c_05272","17_2069_2b_05273"
"g002354_000001","g002354",NA,"hypothetical protein",60,28,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",291,1254,1141.77,501,1,"17_2069_2c_05686","17_2069_2b_05687"
"g000830","g000830",NA,"hypothetical protein",50,46,311,1,1,1,0,0,0,0,311,"hypothetical protein(214):putative protein(97)","NA(311)",990,1212,1062.56,502,1,"17_2069_2c_07242","17_2069_2b_07379"
"g003199_000002","g003199",NA,"hypothetical protein",70,23,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",588,624,597.9,503,1,"17_2069_2c_03778","17_2069_2b_03681"
"g000504_000002","g000504","mobB","Molybdopterin-guanine dinucleotide biosynthesis adapter protein",70,53,311,1,1,1,0,0,0,0,311,"Molybdopterin-guanine dinucleotide biosynthesis adapter protein(311)","mobB(311)",513,558,522.52,504,1,"17_2069_2c_05226","17_2069_2b_05227"
"g000443_000003","g000443","glyS","Glycine--tRNA ligase beta subunit",80,53,311,1,1,1,3,0,3,0,311,"Glycine--tRNA ligase beta subunit(314)","glyS(314)",378,2562,2210.62,505,1,"17_2069_2c_00305","17_2069_2b_00307"
"g001440_000002","g001440",NA,"hypothetical protein",70,37,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",219,1110,1014.39,506,1,"17_2069_2c_04038","17_2069_2b_03421"
"g001851","g001851",NA,"hypothetical protein",50,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",804,1749,823.59,507,1,"17_2069_2c_05985","17_2069_2b_05982"
"g002344_000002","g002344","yfkN","Trifunctional nucleotide phosphoesterase protein YfkN",70,24,311,1,1,1,1,0,1,0,311,"Trifunctional nucleotide phosphoesterase protein YfkN(311):2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase(1)","yfkN(311):cpdB(1)",711,2004,1985.09,508,1,"17_2069_2c_03435","17_2069_2b_04024"
"g001512_1_000001","g001512_1","wcaJ","hypothetical protein",60,33,311,1,1,2,1,1,1,1,312,"hypothetical protein(246):UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase(67)","NA(246):wcaJ(54):gumD(13)",171,1653,1547.95,509,1,"17_2069_2c_03666","17_2069_2b_03793"
"g000532_1_000001","g000532_1","iolS","Aldo-keto reductase IolS",60,53,311,1.03,1,2,0,9,0,9,320,"Aldo-keto reductase IolS(162):Protein tas(123):Aldo-keto reductase YhdN(35)","iolS(162):tas(123):yhdN(35)",936,1092,951.91,510,1,"17_2069_2c_06322","17_2069_2b_06319"
"g000519","g000519","eptA","Phosphoethanolamine transferase EptA",50,54,311,1.05,1,3,0,13,0,15,326,"Phosphoethanolamine transferase EptA(326)","eptA(326)",1554,1788,1678.43,511,1,"17_2069_2c_07732","17_2069_2b_07729"
"g000015_3","g000015_3","ybiS","hypothetical protein",50,85,311,1.78,1,5,72,190,72,244,555,"hypothetical protein(623):putative L%2CD-transpeptidase YbiS(4)","NA(623):ybiS(4)",384,987,739.15,512,1,"17_2069_2c_00382;17_2069_2c_01698;17_2069_2c_04032","17_2069_2b_00384;17_2069_2b_01698;17_2069_2b_03427"
"g001190_000002","g001190","ribN","Riboflavin transporter",70,39,311,1,1,1,0,0,0,0,311,"Riboflavin transporter(311)","ribN(311)",501,1074,936.26,513,1,"17_2069_2c_02991","17_2069_2b_03090"
"g004386_000003","g004386",NA,"hypothetical protein",80,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",222,555,514.19,514,1,"17_2069_2c_07464","17_2069_2b_07462"
"g002122_000001","g002122",NA,"hypothetical protein",60,31,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",966,1047,1000.4,515,1,"17_2069_2c_05863","17_2069_2b_05864"
"g002379_000002","g002379",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1278,1290,1278.21,516,1,"17_2069_2c_06216","17_2069_2b_06213"
"g005596_1_000004","g005596_1","alaC","Glutamate-pyruvate aminotransferase AlaC",90,11,311,1,1,2,0,1,0,1,312,"Glutamate-pyruvate aminotransferase AlaC(312)","alaC(312)",516,1221,1214.08,517,1,"17_2069_2c_03361","17_2069_2b_04098"
"g001172","g001172","mepM","hypothetical protein",50,40,311,1,1,1,0,0,0,0,311,"hypothetical protein(310):Murein DD-endopeptidase MepM(1)","NA(310):mepM(1)",360,1356,1308.75,518,1,"17_2069_2c_05112","17_2069_2b_02712"
"g000359_1_000018","g000359_1","potA","Spermidine/putrescine import ATP-binding protein PotA",70,25,311,1.02,1,3,0,5,0,7,318,"Spermidine/putrescine import ATP-binding protein PotA(295):Vitamin B12 import ATP-binding protein BtuD(10):sn-glycerol-3-phosphate import ATP-binding protein UgpC(6):hypothetical protein(5):Maltose/maltodextrin import ATP-binding protein MalK(2)","potA(295):btuD(10):ugpC(6):NA(5):malK(2)",210,1062,1044.25,519,1,"17_2069_2c_02847;17_2069_2c_04321;17_2069_2c_05505","17_2069_2b_02947;17_2069_2b_04420;17_2069_2b_05506"
"g004297_1_000005","g004297_1","eno","Enolase",80,14,311,1,1,1,4,0,4,0,311,"Enolase(315)","eno(315)",417,1275,1259.27,520,1,"17_2069_2c_03304","17_2069_2b_04155"
"g000618","g000618",NA,"hypothetical protein",50,44,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",207,402,234.98,521,1,"17_2069_2c_00128","17_2069_2b_00130"
"g005839_000003","g005839",NA,"hypothetical protein",80,13,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",438,444,440.78,522,1,"17_2069_2c_00766","17_2069_2b_00769"
"g000448_1_000005","g000448_1","ilvG","Acetolactate synthase isozyme 2 large subunit",80,51,311,1,1,1,1,0,1,0,311,"Acetolactate synthase isozyme 2 large subunit(311):3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(1)","ilvG(311):iolD(1)",420,1731,1657.77,523,1,"17_2069_2c_05490","17_2069_2b_05491"
"g002211_000001","g002211","ydiK","Putative transport protein YdiK",60,29,311,1,1,1,1,0,1,0,311,"Putative transport protein YdiK(249):hypothetical protein(63)","ydiK(249):NA(63)",558,1281,1188.17,524,1,"17_2069_2c_02949","17_2069_2b_03048"
"g001379_000001","g001379","asnC","Regulatory protein AsnC",60,36,311,1.04,1,2,0,11,0,11,322,"Regulatory protein AsnC(198):Leucine-responsive regulatory protein(123):hypothetical protein(1)","asnC(198):lrp(123):NA(1)",354,471,431.77,525,1,"17_2069_2c_06996","17_2069_2b_06995"
"g002654_000003","g002654","gltX","Glutamate--tRNA ligase",80,26,311,1.01,1,2,0,2,0,2,313,"Glutamate--tRNA ligase(313)","gltX(313)",1455,1488,1458.47,526,1,"17_2069_2c_00156","17_2069_2b_00158"
"g002178_000003","g002178","iscA","Iron-binding protein IscA",80,31,311,1,1,1,0,0,0,0,311,"Iron-binding protein IscA(160):Protein SufA(151)","iscA(160):sufA(151)",387,423,389.75,527,1,"17_2069_2c_05096","17_2069_2b_02728"
"g003179_000003","g003179","mnmA","tRNA-specific 2-thiouridylase MnmA",80,23,311,1,1,1,0,0,0,0,311,"tRNA-specific 2-thiouridylase MnmA(311)","mnmA(311)",1197,1389,1203.68,528,1,"17_2069_2c_07532","17_2069_2b_07529"
"g000816_000003","g000816","pheT","Phenylalanine--tRNA ligase beta subunit",80,43,311,1,1,1,2,0,2,0,311,"Phenylalanine--tRNA ligase beta subunit(313)","pheT(313)",273,2439,2408.92,529,1,"17_2069_2c_06330","17_2069_2b_06327"
"g004546_000003","g004546","glnII","Glutamine synthetase",80,16,311,1,1,2,0,1,0,1,312,"Glutamine synthetase(312)","glnII(312)",990,1272,1037.26,530,1,"17_2069_2c_05990","17_2069_2b_05987"
"g001079_000002","g001079","pdxJ","Pyridoxine 5'-phosphate synthase",70,42,311,1.03,1,2,0,8,0,8,319,"Pyridoxine 5'-phosphate synthase(319)","pdxJ(319)",750,861,762.84,531,1,"17_2069_2c_05374","17_2069_2b_05375"
"g000402_000002","g000402","csxA","Exo-beta-D-glucosaminidase",70,53,311,1,1,1,0,0,0,0,311,"Exo-beta-D-glucosaminidase(212):hypothetical protein(96):Beta-galactosidase(3)","csxA(212):NA(96):lacZ(3)",2448,2565,2461.66,532,1,"17_2069_2c_05184","17_2069_2b_05185"
"g000015_2_000014","g000015_2","ybiS","hypothetical protein",70,95,311,2.4,1,6,2,182,2,435,746,"hypothetical protein(743):putative L%2CD-transpeptidase YbiS(5)","NA(743):ybiS(5)",144,1029,772.82,533,1,"17_2069_2c_01984;17_2069_2c_04031","17_2069_2b_01984;17_2069_2b_03428"
"g003846_000003","g003846","sthA","putative soluble pyridine nucleotide transhydrogenase",80,20,311,1,1,1,0,0,0,0,311,"putative soluble pyridine nucleotide transhydrogenase(310):Soluble pyridine nucleotide transhydrogenase(1)","sthA(311)",1401,1779,1412.9,534,1,"17_2069_2c_03368","17_2069_2b_04091"
"g001833_000003","g001833","yciK","putative oxidoreductase YciK",80,33,311,1,1,1,0,0,0,0,311,"putative oxidoreductase YciK(311)","yciK(311)",741,762,741.88,535,1,"17_2069_2c_03780","17_2069_2b_03679"
"g000554_1_000001","g000554_1",NA,"hypothetical protein",60,45,311,1.28,1,2,1,87,1,87,398,"hypothetical protein(399)","NA(399)",267,1980,1767.05,536,1,"17_2069_2c_00043;17_2069_2c_02088","17_2069_2b_00045;17_2069_2b_02088"
"g002323_000002","g002323","mraZ","Transcriptional regulator MraZ",70,29,311,1,1,1,0,0,0,0,311,"Transcriptional regulator MraZ(311)","mraZ(311)",441,477,448.45,537,1,"17_2069_2c_05469","17_2069_2b_05470"
"g005145_000003","g005145",NA,"hypothetical protein",80,15,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",144,192,144.31,538,1,"17_2069_2c_03376","17_2069_2b_04083"
"g000352","g000352",NA,"hypothetical protein",50,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",387,897,762.14,539,1,"17_2069_2c_05315","17_2069_2b_05316"
"g003016_1_000011","g003016_1","argG","Argininosuccinate synthase",90,10,311,1,1,1,0,0,0,0,311,"Argininosuccinate synthase(311)","argG(311)",1224,1413,1231.6,540,1,"17_2069_2c_07273","17_2069_2b_07348"
"g000414_2_000021","g000414_2","cheW","Chemotaxis protein CheW",80,11,311,1.01,1,2,0,2,0,2,313,"Chemotaxis protein CheW(313)","cheW(313)",477,483,477.53,541,1,"17_2069_2c_07352","17_2069_2b_07269"
"g003402_000003","g003402","cysK1","O-acetylserine sulfhydrylase",80,23,311,1,1,1,0,0,0,0,311,"O-acetylserine sulfhydrylase(311)","cysK1(311)",969,969,969,542,1,"17_2069_2c_06196","17_2069_2b_06193"
"g004451_000002","g004451","map","Methionine aminopeptidase",70,18,311,1,1,1,0,0,0,0,311,"Methionine aminopeptidase(311)","map(311)",750,804,752.68,543,1,"17_2069_2c_05713","17_2069_2b_05714"
"g005883_000004","g005883","rpoD","RNA polymerase sigma factor RpoD",90,11,311,1,1,1,1,0,1,0,311,"RNA polymerase sigma factor RpoD(312)","rpoD(312)",708,2067,2049.42,544,1,"17_2069_2c_05565","17_2069_2b_05566"
"g001989_000001","g001989","ltaE","Low specificity L-threonine aldolase",60,28,311,1,1,1,1,0,1,0,311,"Low specificity L-threonine aldolase(311):hypothetical protein(1)","ltaE(311):NA(1)",228,1131,1047.15,545,1,"17_2069_2c_00065","17_2069_2b_00067"
"g002453_000003","g002453","kdsA","2-dehydro-3-deoxyphosphooctonate aldolase",80,27,311,1,1,1,1,0,1,0,311,"2-dehydro-3-deoxyphosphooctonate aldolase(312)","kdsA(312)",306,855,843.28,546,1,"17_2069_2c_03305","17_2069_2b_04154"
"g001137_000002","g001137","pth","Peptidyl-tRNA hydrolase",70,40,311,1,1,1,0,0,0,0,311,"Peptidyl-tRNA hydrolase(311)","pth(311)",690,783,716.53,547,1,"17_2069_2c_05628","17_2069_2b_05629"
"g000082_000003","g000082","ftsK","hypothetical protein",80,41,311,2.01,2,4,0,311,0,313,624,"hypothetical protein(621):DNA translocase FtsK(3)","NA(621):ftsK(3)",210,3072,2741.9,548,1,"17_2069_2c_00292;17_2069_2c_07214","17_2069_2b_00294;17_2069_2b_07407"
"g001479_1_000002","g001479_1","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",70,36,311,1,1,1,0,0,0,0,311,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(188):NADPH-dependent reductase BacG(123)","fabG(188):bacG(123)",786,900,792.52,549,1,"17_2069_2c_03936","17_2069_2b_03523"
"g000074_000001","g000074",NA,"putative enoyl-CoA hydratase 1",60,93,311,1.01,1,2,206,2,207,2,313,"putative enoyl-CoA hydratase 1(310):hypothetical protein(210)","NA(520)",198,1551,708.27,550,1,"17_2069_2c_00093","17_2069_2b_00095"
"g014033_000005","g014033","rpmF","50S ribosomal protein L32",95,4,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L32(311)","rpmF(311)",186,186,186,551,1,"17_2069_2c_01192","17_2069_2b_01192"
"g003809_000003","g003809",NA,"hypothetical protein",80,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",204,312,228.21,552,1,"17_2069_2c_03336","17_2069_2b_04123"
"g002881_1_000003","g002881_1","scrK","Fructokinase",70,25,311,1,1,1,0,0,0,0,311,"Fructokinase(311)","scrK(311)",927,951,927.31,553,1,"17_2069_2c_06045","17_2069_2b_06042"
"g000003_2_000032","g000003_2","pctA","hypothetical protein",70,465,311,7.28,3,16,198,311,336,1954,2265,"hypothetical protein(2307):Methyl-accepting chemotaxis protein PctA(197):Methyl-accepting chemotaxis protein 4(62):Biofilm dispersion protein BdlA(19):Methyl-accepting chemotaxis protein McpP(15):Methyl-accepting chemotaxis protein PctB(11):Methyl-accepting chemotaxis protein IV(8):Methyl-accepting chemotaxis protein II(7):Methyl-accepting chemotaxis protein III(2):Methyl-accepting chemotaxis protein PctC(1):Methyl-accepting chemotaxis protein I(1)","NA(2307):pctA(197):mcp4(62):bdlA(19):mcpP(15):pctB(11):tap(8):tar(7):trg(2):tsr(1):pctC(1)",144,2652,1906.07,554,1,"17_2069_2c_00303;17_2069_2c_02931;17_2069_2c_04324;17_2069_2c_04702;17_2069_2c_04763;17_2069_2c_06411;17_2069_2c_06419","17_2069_2b_00305;17_2069_2b_03030;17_2069_2b_04423;17_2069_2b_04795;17_2069_2b_04856;17_2069_2b_06408;17_2069_2b_06416"
"g000211","g000211","hmrR","HTH-type transcriptional regulator HmrR",50,65,311,1.56,1,4,1,165,1,174,485,"HTH-type transcriptional regulator HmrR(341):hypothetical protein(145)","hmrR(341):NA(145)",387,489,439.3,555,1,"17_2069_2c_05034","17_2069_2b_05127"
"g002767_000002","g002767","mtgA","Monofunctional biosynthetic peptidoglycan transglycosylase",70,27,311,1,1,1,0,0,0,0,311,"Monofunctional biosynthetic peptidoglycan transglycosylase(164):Biosynthetic peptidoglycan transglycosylase(147)","mtgA(311)",681,906,728.25,556,1,"17_2069_2c_01189","17_2069_2b_01189"
"g001529_000001","g001529","mltC","Membrane-bound lytic murein transglycosylase C",60,34,311,1,1,1,1,0,1,0,311,"Membrane-bound lytic murein transglycosylase C(306):Endo-type membrane-bound lytic murein transglycosylase A(4):hypothetical protein(2)","mltC(306):emtA(4):NA(2)",150,648,570.62,557,1,"17_2069_2c_05471","17_2069_2b_05472"
"g003628_000002","g003628",NA,"hypothetical protein",70,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",267,267,267,558,1,"17_2069_2c_05906","17_2069_2b_05903"
"g001178","g001178","garD","Galactarate dehydratase (L-threo-forming)",50,40,311,1.5,1,3,1,156,1,157,468,"Galactarate dehydratase (L-threo-forming)(431):Altronate dehydratase(38)","garD(431):uxaA(38)",333,1563,1522.59,559,1,"17_2069_2c_00977","17_2069_2b_00980"
"g005834_000003","g005834","rpmE","50S ribosomal protein L31",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L31(311)","rpmE(311)",222,222,222,560,1,"17_2069_2c_00002","17_2069_2b_00004"
"g000099_000001","g000099","tmk","Thymidylate kinase",60,79,311,2,2,2,1,311,1,311,622,"Thymidylate kinase(312):DNA polymerase III subunit tau(163):hypothetical protein(148)","tmk(312):dnaX(163):NA(148)",165,1038,857.84,561,1,"17_2069_2c_03191;17_2069_2c_03192","17_2069_2b_04267;17_2069_2b_04268"
"g000904_000002","g000904","dapB","4-hydroxy-tetrahydrodipicolinate reductase",70,45,311,1,1,1,0,0,0,0,311,"4-hydroxy-tetrahydrodipicolinate reductase(311)","dapB(311)",813,873,830.86,562,1,"17_2069_2c_01373","17_2069_2b_01373"
"g000457","g000457",NA,"hypothetical protein",50,56,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",549,714,602.29,563,1,"17_2069_2c_07099","17_2069_2b_07098"
"g007514_000004","g007514","ndhC","NAD(P)H-quinone oxidoreductase subunit 3%2C chloroplastic",90,9,311,1,1,1,0,0,0,0,311,"NAD(P)H-quinone oxidoreductase subunit 3%2C chloroplastic(171):NAD(P)H-quinone oxidoreductase subunit 3(140)","ndhC(311)",366,495,373.78,564,1,"17_2069_2c_03614","17_2069_2b_03845"
"g002077_1_000005","g002077_1","acsA","Acetyl-coenzyme A synthetase",80,26,311,1.11,1,3,1,34,1,35,346,"Acetyl-coenzyme A synthetase(347)","acsA(345):acs(2)",216,1962,1942.85,565,1,"17_2069_2c_00742","17_2069_2b_00745"
"g001281_000003","g001281","pyrC","Dihydroorotase",80,39,311,1,1,1,0,0,0,0,311,"Dihydroorotase(311)","pyrC(311)",1038,1053,1041.06,566,1,"17_2069_2c_06051","17_2069_2b_06048"
"g001288_1_000003","g001288_1","groS1","10 kDa chaperonin 1",80,32,311,1.17,1,3,0,45,0,54,365,"10 kDa chaperonin 1(329):10 kDa chaperonin 5(36)","groS1(329):groS5(36)",288,315,298.32,567,1,"17_2069_2c_00363;17_2069_2c_03016;17_2069_2c_06462","17_2069_2b_00365;17_2069_2b_03115;17_2069_2b_06459"
"g001331_000001","g001331","dctD","C4-dicarboxylate transport transcriptional regulatory protein DctD",60,38,311,1,1,1,0,0,0,0,311,"C4-dicarboxylate transport transcriptional regulatory protein DctD(311)","dctD(311)",1332,1377,1365.9,568,1,"17_2069_2c_06887","17_2069_2b_06886"
"g003341_000003","g003341","tig","Trigger factor",80,21,311,1,1,1,1,0,1,0,311,"Trigger factor(312)","tig(312)",522,1506,1477.36,569,1,"17_2069_2c_03371","17_2069_2b_04088"
"g002156_000001","g002156","rspR","HTH-type transcriptional repressor RspR",60,31,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional repressor RspR(176):HTH-type transcriptional regulator LutR(121):Transcriptional regulator NanR(11):hypothetical protein(3)","rspR(176):lutR(121):nanR(11):NA(3)",687,801,712.71,570,1,"17_2069_2c_06843","17_2069_2b_06842"
"g000004_10","g000004_10","ugpC","sn-glycerol-3-phosphate import ATP-binding protein UgpC",50,355,311,7.38,2,12,222,311,327,1985,2296,"sn-glycerol-3-phosphate import ATP-binding protein UgpC(1289):Maltose/maltodextrin import ATP-binding protein MalK(508):Trehalose import ATP-binding protein SugC(467):Vitamin B12 import ATP-binding protein BtuD(245):Spermidine/putrescine import ATP-binding protein PotA(136)","ugpC(1289):malK(508):sugC(467):btuD(245):potA(136)",492,1200,1092.35,571,1,"17_2069_2c_01518;17_2069_2c_01586;17_2069_2c_04452;17_2069_2c_06852;17_2069_2c_07112;17_2069_2c_07705","17_2069_2b_01518;17_2069_2b_01586;17_2069_2b_04546;17_2069_2b_06851;17_2069_2b_07111;17_2069_2b_07702"
"g000958_1_000008","g000958_1","fghA","S-formylglutathione hydrolase",80,38,311,1,1,1,0,0,0,0,311,"S-formylglutathione hydrolase(311)","fghA(311)",831,846,834.34,572,1,"17_2069_2c_05079","17_2069_2b_02745"
"g000593_000001","g000593",NA,"hypothetical protein",60,52,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1257,1509,1472.28,573,1,"17_2069_2c_03992","17_2069_2b_03467"
"g000523_000002","g000523","coaBC","Coenzyme A biosynthesis bifunctional protein CoaBC",70,52,311,1,1,1,0,0,0,0,311,"Coenzyme A biosynthesis bifunctional protein CoaBC(311)","coaBC(311)",1206,1257,1219.68,574,1,"17_2069_2c_06174","17_2069_2b_06171"
"g003932_000003","g003932","pdxH","Pyridoxine/pyridoxamine 5'-phosphate oxidase",80,20,311,1,1,1,0,0,0,0,311,"Pyridoxine/pyridoxamine 5'-phosphate oxidase(311)","pdxH(311)",621,621,621,575,1,"17_2069_2c_04208","17_2069_2b_03251"
"g000712","g000712",NA,"hypothetical protein",50,48,311,1,1,2,1,1,1,1,312,"hypothetical protein(313)","NA(313)",555,684,599.58,576,1,"17_2069_2c_06817","17_2069_2b_06816"
"g004766_000003","g004766","rlmN","Dual-specificity RNA methyltransferase RlmN",80,16,311,1,1,1,0,0,0,0,311,"Dual-specificity RNA methyltransferase RlmN(311)","rlmN(311)",1233,1341,1252.35,577,1,"17_2069_2c_07267","17_2069_2b_07354"
"g001788_000001","g001788",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",984,1059,1038.52,578,1,"17_2069_2c_00737","17_2069_2b_00740"
"g000016_2_000018","g000016_2","gsiA","Glutathione import ATP-binding protein GsiA",70,66,311,1.82,1,5,0,215,0,254,565,"Glutathione import ATP-binding protein GsiA(564):hypothetical protein(1)","gsiA(564):NA(1)",222,1899,1824.88,579,1,"17_2069_2c_01589","17_2069_2b_01589"
"g002625_000002","g002625",NA,"hypothetical protein",70,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",390,420,399.78,580,1,"17_2069_2c_07256","17_2069_2b_07365"
"g000183_000002","g000183","mftE","Putative mycofactocin system creatinine amidohydrolase family protein MftE",70,73,311,1,1,2,0,1,0,1,312,"Putative mycofactocin system creatinine amidohydrolase family protein MftE(293):3-dehydro-scyllo-inosose hydrolase(15):Creatinine amidohydrolase(4)","mftE(293):iolN(15):crnA(4)",756,825,803.04,581,1,"17_2069_2c_00117","17_2069_2b_00119"
"g006133_1_000006","g006133_1","phoB","Phosphate regulon transcriptional regulatory protein PhoB",95,7,311,1,1,1,0,0,0,0,311,"Phosphate regulon transcriptional regulatory protein PhoB(311)","phoB(311)",684,687,684.01,582,1,"17_2069_2c_06018","17_2069_2b_06015"
"g002086_000003","g002086","ade","Adenine deaminase",80,30,311,1,1,1,0,0,0,0,311,"Adenine deaminase(311)","ade(272):adeC(39)",1644,1752,1701.26,583,1,"17_2069_2c_05696","17_2069_2b_05697"
"g001366_000002","g001366","yhhQ","Queuosine precursor transporter",70,33,311,1,1,1,0,0,0,0,311,"Queuosine precursor transporter(311)","yhhQ(311)",549,711,638.6,584,1,"17_2069_2c_07386","17_2069_2b_07235"
"g001630_000002","g001630","apbC","Iron-sulfur cluster carrier protein",70,34,311,1,1,1,0,0,0,0,311,"Iron-sulfur cluster carrier protein(311)","NA(165):apbC(146)",681,1200,1145.42,585,1,"17_2069_2c_00331","17_2069_2b_00333"
