"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Kin002","NCPPB2659","MAFF210266"
"g000308_1_000001","g000308_1","accA1","Acetyl-/propionyl-coenzyme A carboxylase alpha chain",60,62,311,1.06,1,2,0,19,0,19,330,"Acetyl-/propionyl-coenzyme A carboxylase alpha chain(210):D-alanine--D-alanine ligase(119):hypothetical protein(1)","accA1(210):ddl(119):NA(1)",780,2022,2001.79,406,1,"Kin002_04472","NCPPB2659_04399","MAFF210266_01740"
"g002517_000003","g002517","pfp","Pyrophosphate--fructose 6-phosphate 1-phosphotransferase",80,27,311,1,1,1,1,0,1,0,311,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase(312)","pfp(312)",606,1215,1208.67,407,1,"Kin002_01820","NCPPB2659_01823","MAFF210266_02534"
"g000637_000002","g000637",NA,"hypothetical protein",70,51,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",993,1008,1002.76,408,1,"Kin002_00552","NCPPB2659_00497","MAFF210266_00730"
"g001457_1_000001","g001457_1",NA,"hypothetical protein",60,31,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",552,714,655.1,409,1,"Kin002_03251","NCPPB2659_03276","MAFF210266_03111"
"g003937_000002","g003937","ecfG","ECF RNA polymerase sigma factor EcfG",70,20,311,1,1,1,0,0,0,0,311,"ECF RNA polymerase sigma factor EcfG(311)","ecfG(311)",552,573,563.37,410,1,"Kin002_03608","NCPPB2659_03659","MAFF210266_03946"
"g001879_000001","g001879",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",471,729,532.22,411,1,"Kin002_02771","NCPPB2659_02756","MAFF210266_00091"
"g002470_000001","g002470",NA,"hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",330,429,385.78,412,1,"Kin002_00216","NCPPB2659_00158","MAFF210266_00414"
"g003860_000002","g003860","gndA","6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating",70,20,311,1,1,1,0,0,0,0,311,"6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating(271):6-phosphogluconate dehydrogenase%2C NAD(+)-dependent%2C decarboxylating(32):6-phosphogluconate dehydrogenase%2C decarboxylating(8)","gndA(271):gntZ(32):gnd(8)",1422,1458,1430.86,413,1,"Kin002_01265","NCPPB2659_01161","MAFF210266_05105"
"g001033_000002","g001033","fcbB1","4-chlorobenzoyl coenzyme A dehalogenase-1",70,43,311,1,1,1,0,0,0,0,311,"4-chlorobenzoyl coenzyme A dehalogenase-1(172):putative enoyl-CoA hydratase echA8(77):1%2C2-epoxyphenylacetyl-CoA isomerase(31):2%2C3-dehydroadipyl-CoA hydratase(25):Crotonyl-CoA hydratase(3):4-chlorobenzoyl coenzyme A dehalogenase-2(3)","fcbB1(172):echA8(77):paaG(31):paaF(25):fcbB2(3):NA(3)",753,765,757.64,414,1,"Kin002_00427","NCPPB2659_00397","MAFF210266_00625"
"g001606_000001","g001606","mtgA","Monofunctional biosynthetic peptidoglycan transglycosylase",60,35,311,1,1,1,0,0,0,0,311,"Monofunctional biosynthetic peptidoglycan transglycosylase(310):hypothetical protein(1)","mtgA(310):NA(1)",1311,2535,2361.56,415,1,"Kin002_02722","NCPPB2659_02707","MAFF210266_00042"
"g001776_000001","g001776","yfcA","putative membrane transporter protein YfcA",60,34,311,1,1,1,0,0,0,0,311,"putative membrane transporter protein YfcA(295):hypothetical protein(16)","yfcA(295):NA(16)",786,942,807.86,416,1,"Kin002_01319","NCPPB2659_01323","MAFF210266_05052"
"g002124_000003","g002124",NA,"hypothetical protein",80,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",957,966,962.25,417,1,"Kin002_00094","NCPPB2659_00093","MAFF210266_00351"
"g001864_000003","g001864","tyrS","Tyrosine--tRNA ligase",80,28,311,1,1,1,4,0,4,0,311,"Tyrosine--tRNA ligase(311):hypothetical protein(4)","tyrS(311):NA(4)",126,1323,1240.49,418,1,"Kin002_01551","NCPPB2659_01557","MAFF210266_02265"
"g000005_5_000001","g000005_5","glnQ","Glutamine transport ATP-binding protein GlnQ",60,107,311,2.15,1,5,25,229,25,357,668,"Glutamine transport ATP-binding protein GlnQ(685):Arginine transport ATP-binding protein ArtM(6):L-cystine import ATP-binding protein TcyC(2)","glnQ(685):artM(6):tcyC(2)",261,897,754.2,419,1,"(Kin002_03579:Kin002_05200);Kin002_03215;Kin002_04167","NCPPB2659_03240;NCPPB2659_03601;NCPPB2659_04148","MAFF210266_01985;MAFF210266_03147;MAFF210266_03984;MAFF210266_04855"
"g003644_000002","g003644","ndvA","Beta-(1-->2)glucan export ATP-binding/permease protein NdvA",70,21,311,1,1,1,0,0,0,0,311,"Beta-(1-->2)glucan export ATP-binding/permease protein NdvA(311)","ndvA(311)",1731,1830,1766.05,420,1,"Kin002_02492","NCPPB2659_02503","MAFF210266_03571"
"g003826_000003","g003826","parC","DNA topoisomerase 4 subunit A",80,20,311,1,1,1,0,0,0,0,311,"DNA topoisomerase 4 subunit A(311)","parC(311)",474,2307,2257.54,421,1,"Kin002_00884","NCPPB2659_00831","MAFF210266_01063"
"g002437_000002","g002437",NA,"hypothetical protein",70,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",501,639,636.96,422,1,"Kin002_02770","NCPPB2659_02755","MAFF210266_00090"
"g001704_000001","g001704",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",435,465,448.78,423,1,"Kin002_01012","NCPPB2659_00962","MAFF210266_01189"
"g000065_1_000005","g000065_1","glpD","Aerobic glycerol-3-phosphate dehydrogenase",70,85,311,1.56,1,3,0,163,0,175,486,"Aerobic glycerol-3-phosphate dehydrogenase(485):hypothetical protein(1)","glpD(485):NA(1)",918,1791,1525.46,424,1,"Kin002_03969;Kin002_04475;Kin002_05294","NCPPB2659_03962;NCPPB2659_04402;NCPPB2659_04975","MAFF210266_01737;MAFF210266_02172;MAFF210266_04629"
"g001188_1_000003","g001188_1","hisI","Phosphoribosyl-AMP cyclohydrolase",70,39,311,1,1,1,0,0,0,0,311,"Phosphoribosyl-AMP cyclohydrolase(311)","hisI(311)",444,522,455.49,425,1,"Kin002_01469","NCPPB2659_01474","MAFF210266_04359"
"g002042_1_000001","g002042_1",NA,"2-keto-3-deoxy-L-fuconate dehydrogenase",60,29,311,1.01,1,2,1,4,1,4,315,"2-keto-3-deoxy-L-fuconate dehydrogenase(315):hypothetical protein(1)","NA(316)",204,744,729.38,426,1,"Kin002_03331","NCPPB2659_03354","MAFF210266_03034"
"g002829_000003","g002829","purH","Bifunctional purine biosynthesis protein PurH",80,26,311,1,1,1,0,0,0,0,311,"Bifunctional purine biosynthesis protein PurH(311)","purH(311)",1617,1617,1617,427,1,"Kin002_02585","NCPPB2659_02596","MAFF210266_03664"
"g000279_000001","g000279","fdhD","Sulfur carrier protein FdhD",60,66,311,1.01,1,2,0,2,0,2,313,"Sulfur carrier protein FdhD(312):Protein FdhD(1)","fdhD(313)",717,921,835.03,428,1,"Kin002_02382","NCPPB2659_02392","MAFF210266_03460"
"g001918_000001","g001918",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",564,660,658.75,429,1,"Kin002_00554","NCPPB2659_00499","MAFF210266_00732"
"g002212_000003","g002212","pgk","Phosphoglycerate kinase",80,27,311,1,1,1,0,0,0,0,311,"Phosphoglycerate kinase(311)","pgk(311)",1188,1203,1202.78,430,1,"Kin002_04244","NCPPB2659_04224","MAFF210266_01909"
"g001677_000003","g001677","rppH","RNA pyrophosphohydrolase",80,35,311,1,1,1,1,0,1,0,311,"RNA pyrophosphohydrolase(312)","rppH(312)",216,558,502.18,431,1,"Kin002_02535","NCPPB2659_02546","MAFF210266_03614"
"g000518_000002","g000518","hisS","Histidine--tRNA ligase",70,50,311,1,1,1,1,0,1,0,311,"Histidine--tRNA ligase(312)","hisS(312)",738,1695,1539.21,432,1,"Kin002_00370","NCPPB2659_00340","MAFF210266_00568"
"g004384_000003","g004384","hpt","Hypoxanthine phosphoribosyltransferase",80,18,311,1,1,1,0,0,0,0,311,"Hypoxanthine phosphoribosyltransferase(310):Hypoxanthine-guanine phosphoribosyltransferase(1)","hpt(311)",543,561,545.86,433,1,"Kin002_04448","NCPPB2659_04375","MAFF210266_01764"
"g005716_000004","g005716","carD","RNA polymerase-binding transcription factor CarD",90,10,311,1,1,1,0,0,0,0,311,"RNA polymerase-binding transcription factor CarD(202):hypothetical protein(109)","carD(202):NA(109)",570,828,571.84,434,1,"Kin002_02527","NCPPB2659_02538","MAFF210266_03606"
"g001115","g001115","ribN","Riboflavin transporter",50,41,311,1.02,1,3,2,3,2,5,316,"Riboflavin transporter(315):hypothetical protein(3)","ribN(315):NA(3)",876,1005,903.15,435,1,"Kin002_03743","NCPPB2659_03795","MAFF210266_03811"
"g000133_000001","g000133",NA,"hypothetical protein",60,77,311,1,1,1,1,0,1,0,311,"hypothetical protein(256):putative protein(56)","NA(312)",489,1281,1223.11,436,1,"Kin002_03712","NCPPB2659_03763","MAFF210266_03841"
"g001060","g001060",NA,"hypothetical protein",50,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",564,672,603.55,437,1,"Kin002_02765","NCPPB2659_02750","MAFF210266_00085"
"g000195","g000195","tusA","Sulfur carrier protein TusA",50,70,311,1,1,1,1,0,1,0,311,"Sulfur carrier protein TusA(298):Sulfurtransferase TusA(14)","tusA(312)",228,264,241.19,438,1,"Kin002_04420","NCPPB2659_04347","MAFF210266_01792"
"g000106_1_000006","g000106_1",NA,"hypothetical protein",70,36,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",1047,1158,1059.17,439,1,"Kin002_03366","NCPPB2659_03389","MAFF210266_04196"
"g001902","g001902","cobO","Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase",50,33,311,1,1,1,0,0,0,0,311,"Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase(311)","cobO(311)",618,732,632.46,440,1,"Kin002_02570","NCPPB2659_02581","MAFF210266_03649"
"g003369_000002","g003369","pccB","Propionyl-CoA carboxylase beta chain",70,23,311,1.06,1,2,0,19,0,19,330,"Propionyl-CoA carboxylase beta chain(330)","pccB(330)",600,1560,1528.09,441,1,"Kin002_04467","NCPPB2659_04394","MAFF210266_01745"
"g000253_000001","g000253","ttr","Acetyltransferase",60,66,311,1,1,1,0,0,0,0,311,"Acetyltransferase(311)","ttr(311)",519,549,521.9,442,1,"Kin002_02857","NCPPB2659_02842","MAFF210266_00177"
"g002309_000001","g002309","vdcA","hypothetical protein",60,29,311,1,1,1,1,0,1,0,311,"hypothetical protein(306):Diguanylate cyclase VdcA(5):putative diguanylate cyclase DgcT(1)","NA(306):vdcA(5):dgcT(1)",231,1071,1063.05,443,1,"Kin002_01410","NCPPB2659_01415","MAFF210266_04417"
"g000274_1_000001","g000274_1","yvgN","Glyoxal reductase",60,65,311,1,1,2,5,1,5,1,312,"Glyoxal reductase(249):putative oxidoreductase YtbE(53):putative oxidoreductase/MSMEI_2347(9):Aldo-keto reductase YhdN(4):hypothetical protein(2)","yvgN(249):ytbE(53):NA(11):yhdN(4)",243,846,832.4,444,1,"Kin002_01744","NCPPB2659_01747","MAFF210266_02455"
"g001124","g001124","betI","HTH-type transcriptional regulator BetI",50,41,311,1.18,1,2,0,55,0,55,366,"HTH-type transcriptional regulator BetI(196):hypothetical protein(105):Fatty acid metabolism regulator protein(51):HTH-type transcriptional repressor Bm3R1(14)","betI(196):NA(105):fadR(51):bm3R1(14)",345,726,681.86,445,1,"Kin002_03318","NCPPB2659_03341","MAFF210266_03047"
"g005130_000003","g005130","ppa","Inorganic pyrophosphatase",80,15,311,1,1,1,0,0,0,0,311,"Inorganic pyrophosphatase(311)","ppa(311)",531,546,536.72,446,1,"Kin002_02424","NCPPB2659_02435","MAFF210266_03503"
"g002310_000002","g002310","ccmC","Heme exporter protein C",70,29,311,1,1,1,0,0,0,0,311,"Heme exporter protein C(311)","ccmC(311)",750,855,772.82,447,1,"Kin002_02452","NCPPB2659_02463","MAFF210266_03531"
"g000173","g000173","mopA","hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(215):Molybdenum-pterin-binding protein MopA(95):Molybdenum-pterin-binding protein MopB(3)","NA(215):mopA(95):mopB(3)",180,426,392.71,448,1,"Kin002_02329","NCPPB2659_02338","MAFF210266_03407"
"g001024_1_000006","g001024_1",NA,"hypothetical protein",80,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",129,291,287.9,449,1,"Kin002_02908","NCPPB2659_02900","MAFF210266_00228"
"g000013_1_000001","g000013_1","fliC","Flagellin",60,198,311,3.84,1,7,21,310,21,884,1195,"Flagellin(898):hypothetical protein(319)","fliC(898):NA(319)",234,1857,1031.9,450,1,"Kin002_00238;Kin002_00239;Kin002_00240;Kin002_00262;Kin002_02063;Kin002_04358","NCPPB2659_00180;NCPPB2659_00181;NCPPB2659_00182;NCPPB2659_00204;NCPPB2659_02064","MAFF210266_00436;MAFF210266_00437;MAFF210266_00438;MAFF210266_00460;MAFF210266_02775"
"g004142_000003","g004142","gshB","Glutathione synthetase",80,19,311,1,1,1,0,0,0,0,311,"Glutathione synthetase(311)","gshB(311)",948,960,954.5,451,1,"Kin002_02921","NCPPB2659_02913","MAFF210266_00241"
"g002489_000003","g002489","yheS","putative ABC transporter ATP-binding protein YheS",80,28,311,1.03,1,2,0,9,0,9,320,"putative ABC transporter ATP-binding protein YheS(318):putative ABC transporter ATP-binding protein(1):hypothetical protein(1)","yheS(318):NA(2)",354,2016,1878.76,452,1,"Kin002_00843","NCPPB2659_00790","MAFF210266_01022"
"g001313","g001313","cobM","Precorrin-4 C(11)-methyltransferase",50,39,311,1,1,1,0,0,0,0,311,"Precorrin-4 C(11)-methyltransferase(311)","cobM(311)",759,792,772.58,453,1,"Kin002_02559","NCPPB2659_02570","MAFF210266_03638"
"g000331","g000331","yncA","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",50,62,311,1,1,1,77,0,77,0,311,"L-methionine sulfoximine/L-methionine sulfone acetyltransferase(349):hypothetical protein(20):Phosphinothricin N-acetyltransferase(19)","yncA(142):pitA(117):NA(110):pat(19)",540,852,570.36,454,1,"Kin002_00592","NCPPB2659_00536","MAFF210266_00770"
"g004528_000003","g004528","pncB","Nicotinate phosphoribosyltransferase",80,17,311,1,1,1,1,0,1,0,311,"Nicotinate phosphoribosyltransferase(312)","pncB(312)",333,1365,1301.48,455,1,"Kin002_02826","NCPPB2659_02811","MAFF210266_00146"
"g000207_000001","g000207","ygfA","5-formyltetrahydrofolate cyclo-ligase",60,71,311,1,1,1,0,0,0,0,311,"5-formyltetrahydrofolate cyclo-ligase(282):hypothetical protein(29)","NA(298):ygfA(13)",579,618,603.67,456,1,"Kin002_04252","NCPPB2659_04232","MAFF210266_01901"
"g000059_1_000004","g000059_1",NA,"hypothetical protein",70,72,311,1.22,1,2,0,67,0,67,378,"hypothetical protein(378)","NA(378)",171,270,187.87,457,1,"Kin002_02837","NCPPB2659_02822","MAFF210266_00157"
"g001002_1_000004","g001002_1","gpr","L-glyceraldehyde 3-phosphate reductase",80,29,311,1,1,1,0,0,0,0,311,"L-glyceraldehyde 3-phosphate reductase(311)","gpr(311)",1032,1092,1033.27,458,1,"Kin002_01263","NCPPB2659_01159","MAFF210266_05107"
"g001238_000002","g001238","pepN","Aminopeptidase N",70,39,311,1,1,1,0,0,0,0,311,"Aminopeptidase N(311)","pepN(311)",2649,2679,2653.05,459,1,"Kin002_00708","NCPPB2659_00654","MAFF210266_00887"
"g000499","g000499","coaA","Pantothenate kinase",50,55,311,1,1,1,0,0,0,0,311,"Pantothenate kinase(311)","coaA(311)",447,636,631.22,460,1,"Kin002_02687","NCPPB2659_02672","MAFF210266_00007"
"g003387_000001","g003387","yvoA","HTH-type transcriptional repressor YvoA",60,23,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional repressor YvoA(310):hypothetical protein(1)","yvoA(310):NA(1)",591,768,756.55,461,1,"Kin002_02369","NCPPB2659_02379","MAFF210266_03447"
"g000540","g000540","araB","L-arabinolactonase",50,54,311,1,1,1,0,0,0,0,311,"L-arabinolactonase(187):6-deoxy-6-sulfogluconolactonase(124)","araB(187):NA(124)",840,891,886.88,462,1,"Kin002_00397","NCPPB2659_00367","MAFF210266_00595"
"g002192_000001","g002192","deaD","ATP-dependent RNA helicase DeaD",60,30,311,1,1,1,0,0,0,0,311,"ATP-dependent RNA helicase DeaD(311)","deaD(311)",1836,2112,1914.47,463,1,"Kin002_03595","NCPPB2659_03646","MAFF210266_03959"
"g001236_1_000004","g001236_1","purK","N5-carboxyaminoimidazole ribonucleotide synthase",80,35,311,1.12,1,4,9,35,9,38,349,"N5-carboxyaminoimidazole ribonucleotide synthase(175):4-hydroxy-2-oxovalerate aldolase(164):hypothetical protein(8):2-oxoglutarate carboxylase large subunit(5):2-oxoglutarate carboxylase small subunit(5):Biotin carboxylase(1)","purK(175):mhpE(164):NA(8):cfiA(5):cfiB(5):accC(1)",219,3501,3330.21,464,1,"(Kin002_05166:Kin002_05167);Kin002_02490","NCPPB2659_02501","MAFF210266_03569;MAFF210266_04866"
"g002172","g002172",NA,"hypothetical protein",50,31,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",222,300,225.74,465,1,"Kin002_04695","NCPPB2659_04634","MAFF210266_01505"
"g000101_000002","g000101",NA,"hypothetical protein",70,83,311,2.59,1,5,0,301,0,495,806,"hypothetical protein(806)","NA(806)",144,285,149.77,466,1,"Kin002_01386;Kin002_03076","NCPPB2659_01391;NCPPB2659_03100","MAFF210266_03286;MAFF210266_04441"
"g004095_000003","g004095","lpd3","Dihydrolipoyl dehydrogenase 3",80,19,311,1,1,1,0,0,0,0,311,"Dihydrolipoyl dehydrogenase 3(311)","lpd3(311)",1407,1407,1407,467,1,"Kin002_02395","NCPPB2659_02405","MAFF210266_03473"
"g002969_1_000004","g002969_1","nasD","Nitrite reductase [NAD(P)H]",90,24,311,1.02,1,2,0,7,0,7,318,"Nitrite reductase [NAD(P)H](318)","nasD(318)",1230,2460,2427.97,468,1,"Kin002_03963","NCPPB2659_03956","MAFF210266_02178"
"g001289_000002","g001289","hemC","Porphobilinogen deaminase",70,36,311,1,1,1,0,0,0,0,311,"Porphobilinogen deaminase(311)","hemC(311)",858,930,929.55,469,1,"Kin002_02415","NCPPB2659_02426","MAFF210266_03494"
"g000234_1_000005","g000234_1","rlmB","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB",80,46,311,1.14,1,2,214,44,215,44,355,"23S rRNA (guanosine-2'-O-)-methyltransferase RlmB(313):putative acyl-CoA thioester hydrolase(256):hypothetical protein(1)","rlmB(313):NA(257)",210,1356,667.02,470,1,"(Kin002_01697:Kin002_01698)","(NCPPB2659_01702:NCPPB2659_01703)","MAFF210266_02410;MAFF210266_02411"
"g003555_1_000001","g003555_1","phyR","Phyllosphere-induced regulator PhyR",60,19,311,1,1,1,0,0,0,0,311,"Phyllosphere-induced regulator PhyR(311)","phyR(311)",756,795,794.86,471,1,"Kin002_03606","NCPPB2659_03657","MAFF210266_03948"
"g002088_000003","g002088","lldD","L-lactate dehydrogenase",80,31,311,1,1,1,0,0,0,0,311,"L-lactate dehydrogenase(311)","lldD(311)",1134,1206,1140.91,472,1,"Kin002_02024","NCPPB2659_02024","MAFF210266_02735"
"g000583_000002","g000583",NA,"hypothetical protein",70,52,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",498,2490,2460.41,473,1,"Kin002_02649","NCPPB2659_02660","MAFF210266_03728"
"g006405_000004","g006405","mdh","Malate dehydrogenase",90,11,311,1,1,2,0,1,0,1,312,"Malate dehydrogenase(311):hypothetical protein(1)","mdh(311):NA(1)",261,966,959.96,474,1,"Kin002_02402","NCPPB2659_02412","MAFF210266_03481"
"g002590_000001","g002590",NA,"hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",411,543,534.53,475,1,"Kin002_02404","NCPPB2659_02414","MAFF210266_03483"
"g003049_000002","g003049",NA,"hypothetical protein",70,25,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",381,996,391.14,476,1,"Kin002_03655","NCPPB2659_03706","MAFF210266_03898"
"g002722_000001","g002722","rhtB","Homoserine/homoserine lactone efflux protein",60,27,311,1,1,1,0,0,0,0,311,"Homoserine/homoserine lactone efflux protein(311)","rhtB(311)",621,666,645.54,477,1,"Kin002_02433","NCPPB2659_02444","MAFF210266_03512"
"g001816","g001816","artJ","ABC transporter arginine-binding protein 1",50,34,311,1,1,1,0,0,0,0,311,"ABC transporter arginine-binding protein 1(170):Putative ABC transporter arginine-binding protein 2(81):Lysine/arginine/ornithine-binding periplasmic protein(41):hypothetical protein(10):Membrane-bound lytic murein transglycosylase F(9)","artJ(170):artI(81):argT(41):NA(10):mltF(9)",762,921,823.4,478,1,"Kin002_00174","NCPPB2659_00114","MAFF210266_00372"
"g000640_1_000015","g000640_1",NA,"Ureidoglycolate lyase",80,28,311,1,1,1,0,0,0,0,311,"Ureidoglycolate lyase(311)","NA(311)",843,843,843,479,1,"Kin002_02611","NCPPB2659_02622","MAFF210266_03690"
"g001054_1_000003","g001054_1",NA,"putative FAD-linked oxidoreductase",70,28,311,1,1,1,1,0,1,0,311,"putative FAD-linked oxidoreductase(311):hypothetical protein(1)","NA(312)",657,1419,1407.51,480,1,"Kin002_01766","NCPPB2659_01769","MAFF210266_02477"
"g002708_000001","g002708","yjfF","Inner membrane ABC transporter permease protein YjfF",60,27,311,1.01,1,2,0,2,0,2,313,"Inner membrane ABC transporter permease protein YjfF(313)","yjfF(313)",267,981,975.54,481,1,"Kin002_03302","NCPPB2659_03325","MAFF210266_03063"
"g004792_000003","g004792","cdhR","HTH-type transcriptional regulator CdhR",80,16,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator CdhR(311)","cdhR(311)",1014,1044,1030.25,482,1,"Kin002_01488","NCPPB2659_01492","MAFF210266_04339"
"g001179_000002","g001179","gabD","Succinate-semialdehyde dehydrogenase [NADP(+)]",70,40,311,1.11,1,3,1,32,1,34,345,"Succinate-semialdehyde dehydrogenase [NADP(+)](124):Putative aldehyde dehydrogenase AldA(117):Succinate-semialdehyde dehydrogenase [NADP(+)] GabD(56):Glutarate-semialdehyde dehydrogenase DavD(48):hypothetical protein(1)","gabD(180):aldA(117):davD(48):NA(1)",321,1563,1527.69,483,1,"Kin002_03614","NCPPB2659_03665","MAFF210266_03940"
"g005015_000003","g005015","amiC","Aliphatic amidase expression-regulating protein",80,15,311,1,1,1,0,0,0,0,311,"Aliphatic amidase expression-regulating protein(310):hypothetical protein(1)","amiC(310):NA(1)",1143,1308,1289.64,484,1,"Kin002_02144","NCPPB2659_02141","MAFF210266_02855"
