"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","Tul003","S2","CFBP6927","M109cC1478"
"g000100","g000100",NA,"hypothetical protein",50,82,308,1,1,2,1,1,1,1,309,"hypothetical protein(310)","NA(310)",297,750,741.5,807,2,"Tul003_02272","S2_02177","CFBP6927_02529","M109cC1478_04155"
"g000139","g000139","mshA","D-inositol-3-phosphate glycosyltransferase",50,77,308,1,1,2,0,1,0,1,309,"D-inositol-3-phosphate glycosyltransferase(303):N-acetyl-alpha-D-glucosaminyl L-malate synthase(6)","mshA(303):bshA(6)",1032,1194,1096.72,807,3,"Tul003_02271","S2_02176","CFBP6927_02528","M109cC1478_04154"
"g001241_1_000003","g001241_1","ydbM","hypothetical protein",70,36,308,1,1,2,0,1,0,1,309,"hypothetical protein(140):Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase(97):Putative acyl-CoA dehydrogenase YdbM(46):Glutaryl-CoA dehydrogenase(26)","NA(237):ydbM(46):Acd(26)",1155,1215,1189.35,808,1,"Tul003_02260","S2_02165","CFBP6927_02517","M109cC1478_04143"
"g003736_000003","g003736",NA,"Amino acid--[acyl-carrier-protein] ligase",80,21,308,1,1,2,0,1,0,1,309,"Amino acid--[acyl-carrier-protein] ligase(309)","NA(309)",699,972,908.57,808,2,"Tul003_02261","S2_02166","CFBP6927_02518","M109cC1478_04144"
"g000687_000001","g000687",NA,"hypothetical protein",60,49,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",963,1041,980.4,808,3,"Tul003_02262","S2_02167","CFBP6927_02519","M109cC1478_04145"
"g003782_000002","g003782","cysT","Sulfate transport system permease protein CysT",70,18,308,1,1,2,0,1,0,1,309,"Sulfate transport system permease protein CysT(309)","cysT(309)",825,909,858.84,809,1,"Tul003_00478","S2_00709","CFBP6927_00735","M109cC1478_01409"
"g000374_1_000004","g000374_1","cysW","Sulfate transport system permease protein CysW",70,29,308,1,1,2,0,1,0,1,309,"Sulfate transport system permease protein CysW(309)","cysW(309)",795,879,871.43,809,2,"Tul003_00479","S2_00708","CFBP6927_00736","M109cC1478_01410"
"g000483_1_000001","g000483_1","cysA","Sulfate/thiosulfate import ATP-binding protein CysA",60,28,308,1,1,2,1,1,1,1,309,"Sulfate/thiosulfate import ATP-binding protein CysA(308):Vitamin B12 import ATP-binding protein BtuD(1):hypothetical protein(1)","cysA(308):NA(1):btuD(1)",207,1068,1038.53,809,3,"Tul003_00480","S2_00707","CFBP6927_00737","M109cC1478_01411"
"g000478_1_000004","g000478_1","gsiB","Glutathione-binding protein GsiB",70,52,308,1,1,1,1,0,1,0,308,"Glutathione-binding protein GsiB(309)","gsiB(309)",480,1665,1532.06,810,1,"Tul003_04538","S2_05544","CFBP6927_04522","M109cC1478_00878"
"g001268_1_000003","g001268_1","gsiC","Glutathione transport system permease protein GsiC",70,38,308,1,1,1,0,0,0,0,308,"Glutathione transport system permease protein GsiC(259):Dipeptide transport system permease protein DppB(49)","gsiC(259):dppB(49)",945,1020,952.5,810,2,"Tul003_04539","S2_05545","CFBP6927_04523","M109cC1478_00877"
"g001136_1_000001","g001136_1","gsiD","Glutathione transport system permease protein GsiD",60,40,308,1,1,1,0,0,0,0,308,"Glutathione transport system permease protein GsiD(306):hypothetical protein(2)","gsiD(306):NA(2)",819,876,839.18,810,3,"Tul003_04540","S2_05546","CFBP6927_04524","M109cC1478_00876"
"g002238_000001","g002238","kdpA","Potassium-transporting ATPase potassium-binding subunit",60,30,308,1,1,1,0,0,0,0,308,"Potassium-transporting ATPase potassium-binding subunit(308)","kdpA(308)",1704,1710,1705.52,811,1,"Tul003_03710","S2_04762","CFBP6927_03663","M109cC1478_05898"
"g003316_000001","g003316","kdpB","Potassium-transporting ATPase ATP-binding subunit",60,22,308,1,1,2,1,1,1,1,309,"Potassium-transporting ATPase ATP-binding subunit(310)","kdpB(310)",219,2091,2063.93,811,2,"Tul003_03708","S2_04760","CFBP6927_03661","M109cC1478_05896"
"g000598","g000598","kdpC","Potassium-transporting ATPase KdpC subunit",50,52,308,1,1,1,0,0,0,0,308,"Potassium-transporting ATPase KdpC subunit(308)","kdpC(308)",564,606,579.09,811,3,"Tul003_03707","S2_04759","CFBP6927_03660","M109cC1478_05895"
"g004568_000001","g004568","dppB","Dipeptide transport system permease protein DppB",60,13,308,1,1,1,1,0,1,0,308,"Dipeptide transport system permease protein DppB(158):Glutathione transport system permease protein GsiC(151)","dppB(158):gsiC(151)",303,1074,926.54,812,1,"Tul003_03166","S2_01871","CFBP6927_03116","M109cC1478_05420"
"g002760_000001","g002760","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",60,27,308,1,1,1,0,0,0,0,308,"putative D%2CD-dipeptide transport system permease protein DdpC(308)","ddpC(308)",858,882,875.45,812,2,"Tul003_03165","S2_01870","CFBP6927_03115","M109cC1478_05419"
"g003005_1_000003","g003005_1",NA,"6-deoxy-6-sulfo-D-gluconate dehydratase",70,21,308,1,1,1,1,0,1,0,308,"6-deoxy-6-sulfo-D-gluconate dehydratase(309)","NA(309)",780,1767,1725.89,813,1,"Tul003_03289","S2_01995","CFBP6927_03240","M109cC1478_05544"
"g003464_000001","g003464","proA","hypothetical protein",60,23,308,1,1,2,0,1,0,1,309,"hypothetical protein(301):4-hydroxy-4-methyl-2-oxoglutarate aldolase/4-carboxy-4-hydroxy-2-oxoadipate aldolase(8)","NA(301):proA(8)",711,726,719.25,813,2,"Tul003_03288","S2_01994","CFBP6927_03239","M109cC1478_05543"
"g002501","g002501","bepF","Efflux pump periplasmic linker BepF",50,27,308,1,1,1,0,0,0,0,308,"Efflux pump periplasmic linker BepF(277):Multidrug resistance protein MdtA(31)","bepF(277):mdtA(31)",1185,1230,1189.48,814,1,"Tul003_02149","S2_03648","CFBP6927_02408","M109cC1478_03963"
"g002802_1_000004","g002802_1","oqxB9","multidrug efflux RND transporter permease subunit OqxB9",70,18,308,1,1,1,1,0,1,0,308,"multidrug efflux RND transporter permease subunit OqxB9(183):multidrug efflux RND transporter permease subunit OqxB7(76):multidrug efflux RND transporter permease subunit OqxB2(22):multidrug efflux RND transporter permease subunit OqxB27(21):multidrug efflux RND transporter permease subunit OqxB30(4):multidrug efflux RND transporter permease subunit OqxB12(1):Multidrug/solvent efflux pump membrane transporter MepB(1):Antibiotic efflux pump membrane transporter ArpB(1)","oqxB9(183):oqxB7(76):oqxB2(22):oqxB27(21):oqxB30(4):arpB(1):mepB(1):oqxB12(1)",585,3219,3178,814,2,"Tul003_02150","S2_03647","CFBP6927_02409","M109cC1478_03962"
"g000604","g000604","arnC","hypothetical protein",50,52,308,1.01,1,2,0,3,0,3,311,"hypothetical protein(223):Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase(85):putative glycosyltransferase EpsJ(2):Putative glycosyltransferase EpsH(1)","NA(223):arnC(85):epsJ(2):epsH(1)",282,1050,1006.38,815,1,"Tul003_04001","S2_03228","CFBP6927_03970","M109cC1478_03276"
"g002631","g002631","ywqD","hypothetical protein",50,27,308,1,1,1,1,0,1,0,308,"hypothetical protein(257):Iron-sulfur cluster carrier protein(50):Tyrosine-protein kinase YwqD(2)","NA(307):ywqD(2)",732,2394,2336.22,815,2,"Tul003_03999","S2_03230","CFBP6927_03968","M109cC1478_03274"
"g000811","g000811",NA,"hypothetical protein",50,45,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,291,282.51,816,1,"Tul003_04011","S2_03218","CFBP6927_03980","M109cC1478_03286"
"g003091_1_000003","g003091_1","epsL","putative sugar transferase EpsL",70,22,308,1.01,1,2,0,3,0,3,311,"putative sugar transferase EpsL(311)","epsL(311)",636,681,680.04,816,2,"Tul003_03222","S2_01928","CFBP6927_03172","M109cC1478_05477"
"g001974","g001974",NA,"hypothetical protein",50,29,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",1266,1326,1280.43,817,1,"Tul003_03220","S2_01926","CFBP6927_03170","M109cC1478_05475"
"g002096","g002096",NA,"hypothetical protein",50,31,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",270,1287,1267.79,817,2,"Tul003_03221","S2_01927","CFBP6927_03171","M109cC1478_05476"
"g001653_1_000001","g001653_1",NA,"hypothetical protein",60,31,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",378,966,959.55,818,1,"Tul003_04008","S2_03221","CFBP6927_03977","M109cC1478_03283"
"g001347_000002","g001347","pssM","Exopolysaccharide glucosyl ketal-pyruvate-transferase",70,24,308,1.04,1,2,2,12,2,12,320,"Exopolysaccharide glucosyl ketal-pyruvate-transferase(267):hypothetical protein(55)","pssM(267):NA(55)",135,1008,954.02,818,2,"Tul003_04009","S2_03220","CFBP6927_03978","M109cC1478_03284"
"g000476_1_000003","g000476_1","putA","Bifunctional protein PutA",70,47,308,1,1,2,2,1,2,1,309,"Bifunctional protein PutA(311)","putA(311)",414,3720,3670.15,819,1,"Tul003_04107","S2_03123","CFBP6927_04075","M109cC1478_03382"
"g000571","g000571",NA,"hypothetical protein",50,53,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",375,615,463.29,820,1,"Tul003_00711","S2_00451","CFBP6927_00971","M109cC1478_01650"
"g001716_000001","g001716","exoK","Endo-1%2C3-1%2C4-beta-glycanase ExoK",60,35,308,1.01,1,2,0,2,0,2,310,"Endo-1%2C3-1%2C4-beta-glycanase ExoK(310)","exoK(310)",777,807,797.34,821,1,"Tul003_04005","S2_03224","CFBP6927_03974","M109cC1478_03280"
"g001132_000001","g001132",NA,"hypothetical protein",60,40,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",480,534,495.74,822,1,"Tul003_02269","S2_02174","CFBP6927_02526","M109cC1478_04152"
"g001451_000001","g001451",NA,"hypothetical protein",60,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",477,552,511.35,823,1,"Tul003_02822","S2_01052","CFBP6927_00241","M109cC1478_05306"
"g001431","g001431",NA,"hypothetical protein",50,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",522,636,579.9,824,1,"Tul003_04114","S2_03116","CFBP6927_04082","M109cC1478_03389"
"g001971_000002","g001971","chaA","Sodium-potassium/proton antiporter ChaA",70,32,308,1,1,1,0,0,0,0,308,"Sodium-potassium/proton antiporter ChaA(308)","chaA(308)",1059,1272,1114.84,825,1,"Tul003_01858","S2_01615","CFBP6927_02120","M109cC1478_00554"
"g003131_1_000003","g003131_1",NA,"hypothetical protein",80,22,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,279,239.49,826,1,"Tul003_00352","S2_00833","CFBP6927_00610","M109cC1478_01282"
"g002685_000003","g002685","rplY","50S ribosomal protein L25",80,27,308,1,1,1,0,0,0,0,308,"50S ribosomal protein L25(308)","rplY(308)",591,630,610.54,827,1,"Tul003_01888","S2_01586","CFBP6927_02150","M109cC1478_00524"
"g001420_1_000003","g001420_1",NA,"hypothetical protein",70,25,308,1.14,1,2,1,42,1,42,350,"hypothetical protein(351)","NA(351)",228,1458,1231.5,828,1,"Tul003_04550","S2_05556","CFBP6927_04534","M109cC1478_00864"
"g001549","g001549","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",50,36,308,1.03,1,2,0,9,0,9,317,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(233):hypothetical protein(84)","iolG(233):NA(84)",1011,1029,1021.07,829,1,"Tul003_03291","S2_01997","CFBP6927_03242","M109cC1478_05546"
"g001954_1_000001","g001954_1",NA,"hypothetical protein",60,29,308,1.01,1,2,1,4,1,4,312,"hypothetical protein(313)","NA(313)",897,2781,2678.89,830,1,"Tul003_02265","S2_02170","CFBP6927_02522","M109cC1478_04148"
"g000609_000002","g000609",NA,"hypothetical protein",70,51,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",474,489,479.06,831,1,"Tul003_00727","S2_00435","CFBP6927_00988","M109cC1478_01666"
"g000707_1_000005","g000707_1",NA,"hypothetical protein",70,30,308,1,1,2,0,1,0,1,309,"hypothetical protein(309)","NA(309)",198,1407,1325.53,832,1,"Tul003_00071","S2_00966","CFBP6927_00327","M109cC1478_02624"
"g000127_1_000001","g000127_1","atzA","8-oxoguanine deaminase",60,73,308,1.1,1,3,0,30,0,31,339,"8-oxoguanine deaminase(264):Atrazine chlorohydrolase(53):5'-deoxyadenosine deaminase(22)","NA(264):atzA(53):dadD(22)",1341,1383,1348.02,833,1,"Tul003_03865","S2_05672","CFBP6927_03818","M109cC1478_00184;M109cC1478_00851"
"g000230","g000230",NA,"hypothetical protein",50,70,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",285,561,529.72,834,1,"Tul003_02450","S2_02356","CFBP6927_02707","M109cC1478_04334"
"g000293","g000293","yvoA","HTH-type transcriptional repressor YvoA",50,65,308,1.49,1,3,0,148,0,150,458,"HTH-type transcriptional repressor YvoA(435):hypothetical protein(23)","yvoA(435):NA(23)",648,768,736.29,835,1,"Tul003_02676;Tul003_03866","S2_01205;S2_05671","CFBP6927_00096;CFBP6927_03819","M109cC1478_00183;M109cC1478_00850;M109cC1478_05162"
"g002411_000001","g002411","zntB","Zinc transport protein ZntB",60,29,308,1,1,1,0,0,0,0,308,"Zinc transport protein ZntB(308)","zntB(308)",996,1050,1009.34,836,1,"Tul003_00388","S2_00797","CFBP6927_00646","M109cC1478_01318"
"g000607_000001","g000607","greB","Transcription elongation factor GreB",60,52,308,1,1,1,0,0,0,0,308,"Transcription elongation factor GreB(240):Transcription elongation factor GreA(68)","greB(240):greA(68)",468,570,489.53,837,1,"Tul003_03458","S2_02774","CFBP6927_03411","M109cC1478_05714"
"g001239_000002","g001239","lly","hypothetical protein",70,38,308,1.01,1,2,1,4,1,4,312,"hypothetical protein(311):4-hydroxyphenylpyruvate dioxygenase(2)","NA(311):lly(1):hpd(1)",321,1971,1909.16,838,1,"Tul003_03048","S2_04463","CFBP6927_04612","M109cC1478_04676"
"g000108","g000108","csxA","hypothetical protein",50,82,308,1,1,1,0,0,0,0,308,"hypothetical protein(301):Exo-beta-D-glucosaminidase(7)","NA(301):csxA(7)",1179,2490,2454.7,839,1,"Tul003_02263","S2_02168","CFBP6927_02520","M109cC1478_04146"
"g000491_1_000001","g000491_1","yedA","putative inner membrane transporter YedA",60,43,308,1.01,1,2,1,2,1,2,310,"putative inner membrane transporter YedA(207):hypothetical protein(85):putative amino-acid metabolite efflux pump(17):IS1595 family transposase ISBsp7(2)","yedA(207):NA(87):eamA(17)",255,951,918.93,840,1,"Tul003_01748","S2_01741","CFBP6927_02009","M109cC1478_00665"
"g001494_2_000004","g001494_2","fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] FabI",80,17,308,1,1,1,0,0,0,0,308,"Enoyl-[acyl-carrier-protein] reductase [NADH] FabI(308)","fabI(308)",720,834,806.81,841,1,"Tul003_02666","S2_01215","CFBP6927_00086","M109cC1478_05152"
"g001346_000002","g001346",NA,"hypothetical protein",70,37,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",498,948,788.09,842,1,"Tul003_04125","S2_03105","CFBP6927_04093","M109cC1478_03400"
"g003078_000003","g003078","ribE","Riboflavin synthase",80,24,308,1,1,1,0,0,0,0,308,"Riboflavin synthase(308)","ribE(308)",612,636,615.03,843,1,"Tul003_00821","S2_00339","CFBP6927_01083","M109cC1478_01761"
"g001058_000001","g001058","pobA","p-hydroxybenzoate hydroxylase",60,42,308,1.01,1,2,0,2,0,2,310,"p-hydroxybenzoate hydroxylase(310)","pobA(310)",129,1176,1169.63,844,1,"Tul003_03034","S2_04477","CFBP6927_04626","M109cC1478_04691"
"g001296_000001","g001296",NA,"hypothetical protein",60,38,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",192,204,192.9,845,1,"Tul003_03660","S2_02518","CFBP6927_03613","M109cC1478_05849"
"g001658","g001658","pipB2","hypothetical protein",50,35,308,1,1,1,0,0,0,0,308,"hypothetical protein(291):Secreted effector protein PipB2(17)","NA(291):pipB2(17)",726,978,752.35,846,1,"Tul003_00653","S2_00532","CFBP6927_00913","M109cC1478_01590"
"g003616_000002","g003616",NA,"hypothetical protein",70,22,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",237,474,260.38,847,1,"Tul003_02247","S2_02152","CFBP6927_02504","M109cC1478_04130"
"g001387_000002","g001387","puuD","Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD",70,37,308,1,1,2,0,1,0,1,309,"Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD(309)","puuD(309)",645,822,767.32,848,1,"Tul003_03267","S2_01973","CFBP6927_03218","M109cC1478_05522"
"g001589_000003","g001589","queC","7-cyano-7-deazaguanine synthase",80,34,308,1,1,1,0,0,0,0,308,"7-cyano-7-deazaguanine synthase(308)","queC(308)",708,774,710.72,849,1,"Tul003_03242","S2_01948","CFBP6927_03192","M109cC1478_05497"
"g002126_1_000014","g002126_1","ros","Transcriptional regulatory protein ros",80,13,308,1,1,2,0,1,0,1,309,"Transcriptional regulatory protein ros(309)","ros(309)",150,432,429.36,850,1,"Tul003_00571","S2_00617","CFBP6927_00829","M109cC1478_01502"
"g002603","g002603","kdpE","Transcriptional regulatory protein KdpE",50,28,308,1,1,1,0,0,0,0,308,"Transcriptional regulatory protein KdpE(218):KDP operon transcriptional regulatory protein KdpE(90)","kdpE(308)",687,705,690.62,851,1,"Tul003_03705","S2_04757","CFBP6927_03658","M109cC1478_05893"
"g001025","g001025",NA,"hypothetical protein",50,36,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",798,903,887.38,852,1,"Tul003_01863","S2_01611","CFBP6927_02125","M109cC1478_00549"
"g003473_000002","g003473",NA,"Aminoacyl carrier protein",70,23,308,1,1,1,0,0,0,0,308,"Aminoacyl carrier protein(308)","NA(308)",252,252,252,853,1,"Tul003_02259","S2_02164","CFBP6927_02516","M109cC1478_04142"
"g000190_000001","g000190",NA,"hypothetical protein",60,72,308,1,1,1,0,0,0,0,308,"hypothetical protein(308)","NA(308)",468,663,592.15,854,1,"Tul003_02812","S2_01062","CFBP6927_00231","M109cC1478_05296"
"g002484_000001","g002484","swrC","Swarming motility protein SwrC",60,26,308,1.02,1,2,0,6,0,6,314,"Swarming motility protein SwrC(253):Multidrug export protein AcrF(51):Multidrug resistance protein MdtB(7):Cobalt-zinc-cadmium resistance protein CzcA(3)","swrC(253):acrF(51):mdtB(7):czcA(3)",3036,3126,3078.66,855,1,"Tul003_03716","S2_04768","CFBP6927_03669","M109cC1478_05904"
"g000562","g000562","fhuC","Iron(3+)-hydroxamate import ATP-binding protein FhuC",50,52,308,1.17,1,4,0,38,0,53,361,"Iron(3+)-hydroxamate import ATP-binding protein FhuC(361)","fhuC(361)",576,840,813.18,856,1,"Tul003_03976","S2_03253","CFBP6927_03945","M109cC1478_03251"
"g002368_000001","g002368","dadA1","D-amino acid dehydrogenase 1",60,29,307,1.02,1,2,0,6,0,6,313,"D-amino acid dehydrogenase 1(313)","dadA1(313)",1248,1266,1256.83,857,1,"Tul003_03191","S2_01897","CFBP6927_03141","M109cC1478_05446"
"g000141","g000141","alr","Alanine racemase",50,75,307,1.07,1,3,1,20,1,23,330,"Alanine racemase(283):Alanine racemase 1(24):Alanine racemase%2C biosynthetic(21):Alanine racemase%2C catabolic(3)","alr(302):alr1(24):dadX(3):NA(2)",225,1176,1133.4,857,2,"Tul003_03190","S2_01896","CFBP6927_03140","(M109cC1478_05444:M109cC1478_05445)"
"g000990_1_000003","g000990_1","hyuC","N-carbamoyl-L-amino-acid hydrolase",80,40,307,1,1,1,1,0,1,0,307,"N-carbamoyl-L-amino-acid hydrolase(308)","hyuC(308)",597,1272,1240.49,858,1,"Tul003_02052","S2_01421","CFBP6927_02311","M109cC1478_00357"
"g001102_000003","g001102","dht","D-hydantoinase/dihydropyrimidinase",80,40,307,1,1,1,0,0,0,0,307,"D-hydantoinase/dihydropyrimidinase(307)","dht(307)",1311,1458,1454.63,858,2,"Tul003_02053","S2_01420","CFBP6927_02312","M109cC1478_00356"
"g002602","g002602","mntB","Manganese transport system membrane protein MntB",50,28,307,1.02,1,2,1,5,1,5,312,"Manganese transport system membrane protein MntB(312):hypothetical protein(1)","mntB(312):NA(1)",216,876,868.04,859,1,"Tul003_04603","S2_05430","CFBP6927_02967","M109cC1478_05330"
"g000764","g000764",NA,"hypothetical protein",50,47,307,1,1,1,0,0,0,0,307,"hypothetical protein(307)","NA(307)",723,852,757.4,860,1,"Tul003_00554","S2_00634","CFBP6927_00812","M109cC1478_01484"
"g000003_4","g000003_4","mcp4","hypothetical protein",50,128,307,3.05,1,9,27,216,27,630,937,"hypothetical protein(790):Methyl-accepting chemotaxis protein 4(168):Methyl-accepting chemotaxis protein III(3):Methyl-accepting chemotaxis protein IV(1):Methyl-accepting chemotaxis protein McpP(1):Methyl-accepting chemotaxis protein II(1)","NA(790):mcp4(168):trg(3):tap(1):mcpP(1):tar(1)",153,2607,1997.89,861,1,"Tul003_01576;Tul003_01884;Tul003_03642","S2_01590;S2_02536;S2_03463","CFBP6927_01822;CFBP6927_02146;CFBP6927_03595","M109cC1478_00528;M109cC1478_02982;M109cC1478_05829"
"g000923_1_000002","g000923_1","ndbB","NADH dehydrogenase-like protein",70,33,307,1.02,1,2,3,6,3,6,313,"NADH dehydrogenase-like protein(229):Demethylphylloquinone reductase NdbB(80):hypothetical protein(5):NADH dehydrogenase-like protein YjlD(2)","NA(234):ndbB(80):yjlD(2)",243,1305,1253.41,862,1,"Tul003_01689","S2_03350","CFBP6927_01951","M109cC1478_00722"
"g000509","g000509",NA,"hypothetical protein",50,54,307,1,1,1,0,0,0,0,307,"hypothetical protein(307)","NA(307)",342,471,363.76,863,1,"Tul003_00578","S2_00610",NA,"M109cC1478_01509"
"g000815_000002","g000815","lipB","Octanoyltransferase",70,47,307,1,1,1,0,0,0,0,307,"Octanoyltransferase(307)","lipB(307)",717,744,728.13,864,1,"Tul003_01214","S2_03076","CFBP6927_01464","M109cC1478_03413"
