"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0009","KCJK1736"
"g004165_1_000007","g004165_1","lptB","Lipopolysaccharide export system ATP-binding protein LptB",80,17,311,1,1,1,1,0,1,0,311,"Lipopolysaccharide export system ATP-binding protein LptB(166):Arginine transport ATP-binding protein ArtM(137):Methionine import ATP-binding protein MetN(5):Glutamine transport ATP-binding protein GlnQ(2):Ribose import ATP-binding protein RbsA(1):Vitamin B12 import ATP-binding protein BtuD(1)","lptB(166):artM(137):metN(5):glnQ(2):btuD(1):rbsA(1)",264,762,756.8,90,3,"DE0009_03074","KCJK1736_02039"
"g002576_1_000007","g002576_1","livF","High-affinity branched-chain amino acid transport ATP-binding protein LivF",80,25,311,1,1,1,1,0,1,0,311,"High-affinity branched-chain amino acid transport ATP-binding protein LivF(312)","livF(312)",255,702,693,90,4,"DE0009_03075","KCJK1736_02040"
"g004924_000002","g004924",NA,"hypothetical protein",70,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",246,261,254.85,91,1,"DE0009_01766","KCJK1736_02721"
"g003692_000003","g003692","icl1","Isocitrate lyase 1",80,19,311,1,1,1,3,0,3,0,311,"Isocitrate lyase 1(314)","icl1(314)",393,1290,1276.81,91,2,"DE0009_01765","KCJK1736_02722"
"g001755_000001","g001755","ramB","HTH-type transcriptional regulator RamB",60,34,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator RamB(311)","ramB(311)",1410,1446,1415.35,91,3,"DE0009_01764","KCJK1736_02723"
"g003256","g003256","spuD","Putrescine-binding periplasmic protein SpuD",50,24,311,1,1,2,1,1,1,1,312,"Putrescine-binding periplasmic protein SpuD(224):Putrescine-binding periplasmic protein(88):hypothetical protein(1)","spuD(224):potF(88):NA(1)",390,1116,1097.67,91,4,"DE0009_01763","KCJK1736_01597;KCJK1736_02724"
"g001162_000002","g001162","tas","Protein tas",70,40,311,1,1,1,0,0,0,0,311,"Protein tas(311)","tas(311)",795,1188,1043.82,92,1,"DE0009_01248","KCJK1736_04332"
"g001644_000002","g001644","fabD","Malonyl CoA-acyl carrier protein transacylase",70,35,311,1,1,1,0,0,0,0,311,"Malonyl CoA-acyl carrier protein transacylase(311)","fabD(311)",942,984,944.88,92,2,"DE0009_01247","KCJK1736_04333"
"g004885_000004","g004885","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",90,16,311,1,1,1,0,0,0,0,311,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(311)","fabG(311)",738,738,738,92,3,"DE0009_01246","KCJK1736_04334"
"g002318_1_000040","g002318_1","acpP","Acyl carrier protein AcpP",95,3,311,1,1,1,0,0,0,0,311,"Acyl carrier protein AcpP(311)","acpP(311)",237,285,237.15,92,4,"DE0009_01245","KCJK1736_04335"
"g010881_000004","g010881","divK","Polar-differentiation response regulator DivK",90,6,311,1,1,1,0,0,0,0,311,"Polar-differentiation response regulator DivK(311)","divK(311)",372,402,376.94,93,1,"DE0009_01057","KCJK1736_04425"
"g002205_000002","g002205","pleD","Response regulator PleD",70,30,311,1,1,1,0,0,0,0,311,"Response regulator PleD(311)","pleD(311)",1368,1374,1371.58,93,2,"DE0009_01056","KCJK1736_04424"
"g017342_000004","g017342","rpmG","50S ribosomal protein L33",90,3,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L33(311)","rpmG(311)",168,168,168,93,3,"DE0009_01055","KCJK1736_04423"
"g002653_000001","g002653","ycaD","putative MFS-type transporter YcaD",60,27,311,1,1,1,0,0,0,0,311,"putative MFS-type transporter YcaD(311)","ycaD(311)",1173,1185,1179.23,93,4,"DE0009_01054","KCJK1736_04422"
"g002091_1_000006","g002091_1","frcA","Fructose import ATP-binding protein FrcA",80,21,311,1,1,2,1,1,1,1,312,"Fructose import ATP-binding protein FrcA(313)","frcA(313)",408,819,783.11,94,1,"DE0009_02260","KCJK1736_02205"
"g002414_1_000001","g002414_1","frcC","Fructose import permease protein FrcC",60,21,311,1,1,2,0,1,0,1,312,"Fructose import permease protein FrcC(312)","frcC(312)",531,1083,1073.56,94,2,"DE0009_02261","KCJK1736_02204"
"g003064_1_000008","g003064_1","frcB","Fructose import binding protein FrcB",80,18,311,1,1,1,0,0,0,0,311,"Fructose import binding protein FrcB(311)","frcB(311)",417,1122,1022.98,94,3,"DE0009_02262","KCJK1736_02203"
"g002513_1_000003","g002513_1","nanK","hypothetical protein",70,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(301):N-acetylmannosamine kinase(10)","NA(301):nanK(10)",1224,1266,1236.72,94,4,"DE0009_02263","KCJK1736_02202"
"g002981_1_000004","g002981_1","gyrB","DNA gyrase subunit B",80,23,311,1,1,1,0,0,0,0,311,"DNA gyrase subunit B(311)","gyrB(311)",1872,2178,2101.17,95,1,"DE0009_00701","KCJK1736_00375"
"g000413_000001","g000413",NA,"hypothetical protein",60,58,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",828,987,889.05,95,2,"DE0009_00702","KCJK1736_00376"
"g001695_1_000005","g001695_1","tpiA","Triosephosphate isomerase",70,23,311,1,1,1,0,0,0,0,311,"Triosephosphate isomerase(311)","tpiA(311)",729,771,768.57,95,3,"DE0009_00703","KCJK1736_00377"
"g001800_000002","g001800","secG","hypothetical protein",70,24,311,1,1,1,1,0,1,0,311,"hypothetical protein(308):Protein-export membrane protein SecG(4)","NA(308):secG(4)",144,549,460.05,95,4,"DE0009_00704","KCJK1736_00378"
"g002887_1_000003","g002887_1","fas6","Cytokinin riboside 5'-monophosphate phosphoribohydrolase",70,24,311,1,1,1,0,0,0,0,311,"Cytokinin riboside 5'-monophosphate phosphoribohydrolase(309):LOG family protein YvdD(2)","fas6(309):yvdD(2)",546,702,583.29,96,1,"DE0009_01275","KCJK1736_04305"
"g001543_000001","g001543","rarD","Protein RarD",60,36,311,1,1,1,1,0,1,0,311,"Protein RarD(312)","rarD(312)",390,969,908.83,96,2,"DE0009_01273","KCJK1736_04307"
"g000633_1_000002","g000633_1","pip","Proline iminopeptidase",70,50,311,1,1,1,0,0,0,0,311,"Proline iminopeptidase(311)","pip(311)",903,966,959.42,96,3,"DE0009_01272","KCJK1736_04308"
"g000643_000001","g000643",NA,"hypothetical protein",60,50,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",441,477,467.41,96,4,"DE0009_01271","KCJK1736_04309"
"g005310_000004","g005310","lysC","Aspartate kinase",90,14,311,1,1,1,0,0,0,0,311,"Aspartate kinase(263):Aspartate kinase Ask_LysC(48)","NA(263):lysC(48)",279,1428,1285.09,97,1,"DE0009_04166","KCJK1736_01018"
"g004262_000003","g004262","ptsP","Phosphoenolpyruvate-dependent phosphotransferase system",80,16,311,1,1,1,0,0,0,0,311,"Phosphoenolpyruvate-dependent phosphotransferase system(310):Phosphoenolpyruvate-protein phosphotransferase(1)","ptsP(310):ptsI(1)",1197,2286,2264.13,97,2,"DE0009_04165","KCJK1736_01019"
"g002888_000003","g002888","prfA","Peptide chain release factor RF1",80,22,311,1,1,1,1,0,1,0,311,"Peptide chain release factor RF1(312)","prfA(312)",273,1083,1077.02,97,3,"DE0009_04164","KCJK1736_01020"
"g000193","g000193","prmC","Release factor glutamine methyltransferase",50,72,311,1,1,1,1,0,1,0,311,"Release factor glutamine methyltransferase(312)","prmC(312)",291,882,868.63,97,4,"DE0009_04163","KCJK1736_01021"
"g001504_1_000004","g001504_1","gcd","Quinoprotein glucose dehydrogenase",70,32,311,1,1,1,0,0,0,0,311,"Quinoprotein glucose dehydrogenase(311)","gcd(311)",2313,2433,2337.06,98,1,"DE0009_04200","KCJK1736_00984"
"g000844_000002","g000844","pncA","Nicotinamidase",70,46,311,1,1,1,0,0,0,0,311,"Nicotinamidase(311)","pncA(311)",624,627,626.21,98,2,"DE0009_03419","KCJK1736_03736"
"g000150","g000150","ygaZ","hypothetical protein",50,68,311,1,1,1,310,0,310,0,311,"hypothetical protein(396):Inner membrane protein YgaZ(225)","NA(396):ygaZ(225)",309,1032,517.25,98,3,"(DE0009_03416:DE0009_03417)","(KCJK1736_03738:KCJK1736_03739)"
"g001035_000002","g001035",NA,"hypothetical protein",70,40,311,1.06,1,2,1,19,1,19,330,"hypothetical protein(331)","NA(331)",390,2013,1823.94,98,4,"DE0009_03415","KCJK1736_03740"
"g004283_000003","g004283","sucC","Succinate--CoA ligase [ADP-forming] subunit beta",80,18,311,1,1,1,0,0,0,0,311,"Succinate--CoA ligase [ADP-forming] subunit beta(311)","sucC(311)",1194,1197,1195.2,99,1,"DE0009_03915","KCJK1736_02112"
"g008456_000003","g008456","sucD","Succinate--CoA ligase [ADP-forming] subunit alpha",80,8,311,1,1,1,0,0,0,0,311,"Succinate--CoA ligase [ADP-forming] subunit alpha(311)","sucD(311)",903,903,903,99,2,"DE0009_03914","KCJK1736_02113"
"g004462_000003","g004462","sucA","2-oxoglutarate dehydrogenase E1 component",80,17,311,1,1,1,0,0,0,0,311,"2-oxoglutarate dehydrogenase E1 component(311)","sucA(311)",2985,3084,2996.01,99,3,"DE0009_03913","KCJK1736_02114"
"g003858_000003","g003858","sucB","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex",80,20,311,1,1,1,2,0,2,0,311,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex(313)","sucB(313)",543,1254,1225.33,99,4,"DE0009_03912","KCJK1736_02115"
"g003362_000002","g003362",NA,"hypothetical protein",70,23,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",552,1353,1331.34,100,1,"DE0009_01181","KCJK1736_04563"
"g002483_1_000014","g002483_1","glyA2","Serine hydroxymethyltransferase 2",90,12,311,1,1,1,1,0,1,0,311,"Serine hydroxymethyltransferase 2(311):Serine hydroxymethyltransferase(1)","glyA2(311):glyA(1)",564,1299,1288.24,100,2,"DE0009_01180","KCJK1736_04562"
"g009149_000004","g009149","nrdR","Transcriptional repressor NrdR",90,7,311,1,1,1,0,0,0,0,311,"Transcriptional repressor NrdR(311)","nrdR(311)",477,480,478.69,100,3,"DE0009_01179","KCJK1736_04561"
"g000066_1_000001","g000066_1","ribD","Riboflavin biosynthesis protein RibD",60,89,311,1.01,1,2,6,4,6,4,315,"Riboflavin biosynthesis protein RibD(193):tRNA-specific adenosine deaminase(115):hypothetical protein(13)","ribD(193):tadA(115):NA(13)",219,1323,1135.08,100,4,"DE0009_01178","KCJK1736_04560"
"g002106_000001","g002106","ctaA","Heme A synthase",60,30,311,1,1,1,0,0,0,0,311,"Heme A synthase(311)","ctaA(311)",1095,1134,1110.75,101,1,"DE0009_01107","KCJK1736_04474"
"g001936","g001936",NA,"hypothetical protein",50,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",210,282,213.25,101,2,"DE0009_01108","KCJK1736_04475"
"g000819","g000819",NA,"hypothetical protein",50,46,311,1,1,1,2,0,2,0,311,"hypothetical protein(314)","NA(314)",249,2286,2081.29,101,3,"DE0009_01110","KCJK1736_04477"
"g003202_000002","g003202",NA,"hypothetical protein",70,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",417,666,576.73,101,4,"DE0009_01111","KCJK1736_04478"
"g001327_000001","g001327","emrK","putative multidrug resistance protein EmrK",60,38,311,1.01,1,2,0,2,0,2,313,"putative multidrug resistance protein EmrK(258):Multidrug export protein EmrA(47):p-hydroxybenzoic acid efflux pump subunit AaeA(7):hypothetical protein(1)","emrK(258):emrA(47):aaeA(7):NA(1)",192,1347,1228.37,102,1,"DE0009_01448","KCJK1736_04128"
"g000703_1_000007","g000703_1",NA,"hypothetical protein",80,26,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",297,768,753.29,102,2,"DE0009_01450","KCJK1736_04126"
"g001478_000002","g001478","cysZ","Sulfate transporter CysZ",70,37,311,1.01,1,2,0,2,0,2,313,"Sulfate transporter CysZ(169):hypothetical protein(144)","cysZ(169):NA(144)",714,888,730.42,102,3,"DE0009_00443","KCJK1736_00117"
"g001527_000003","g001527","nth","Endonuclease III",80,36,311,1.01,1,2,0,2,0,2,313,"Endonuclease III(313)","nth(313)",693,1176,777.94,102,4,"DE0009_00444","KCJK1736_00118"
"g001558_000001","g001558","bioY","Biotin transporter BioY",60,36,311,1,1,2,1,1,1,1,312,"Biotin transporter BioY(311):hypothetical protein(2)","bioY(311):NA(2)",174,627,560.26,103,1,"DE0009_01616","KCJK1736_01527"
"g002001_000003","g002001",NA,"Histone deacetylase-like amidohydrolase",80,31,311,1,1,1,0,0,0,0,311,"Histone deacetylase-like amidohydrolase(310):hypothetical protein(1)","NA(311)",831,951,937.27,103,2,"DE0009_01617","KCJK1736_01526"
"g005824_000003","g005824","xseB","Exodeoxyribonuclease 7 small subunit",80,13,311,1,1,1,0,0,0,0,311,"Exodeoxyribonuclease 7 small subunit(311)","xseB(311)",249,255,253.66,103,3,"DE0009_01618","KCJK1736_01525"
"g004051_1_000004","g004051_1","dxs","1-deoxy-D-xylulose-5-phosphate synthase",80,16,311,1,1,1,0,0,0,0,311,"1-deoxy-D-xylulose-5-phosphate synthase(311)","dxs(311)",1908,1995,1917.07,103,4,"DE0009_01620","KCJK1736_01523"
"g001244","g001244",NA,"hypothetical protein",50,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",957,1185,1043.46,104,1,"DE0009_02636","KCJK1736_03593"
"g005263_000003","g005263","serA","D-3-phosphoglycerate dehydrogenase",80,14,311,1,1,1,0,0,0,0,311,"D-3-phosphoglycerate dehydrogenase(311)","serA(311)",1596,1596,1596,104,2,"DE0009_02637","KCJK1736_03592"
"g002215_1_000006","g002215_1","serC","Phosphoserine aminotransferase",80,26,311,1,1,1,1,0,1,0,311,"Phosphoserine aminotransferase(312)","serC(312)",498,1254,1175.57,104,3,"DE0009_02638","KCJK1736_03591"
"g001280_000001","g001280",NA,"hypothetical protein",60,38,311,1,1,1,0,0,0,0,311,"hypothetical protein(232):Putative adhesin(78):Putative adhesin RP828(1)","NA(311)",795,1011,847,104,4,"DE0009_02639","KCJK1736_03590"
"g003466_000002","g003466","rpsP","30S ribosomal protein S16",70,23,311,1,1,1,0,0,0,0,311,"30S ribosomal protein S16(311)","rpsP(311)",357,384,372.83,105,1,"DE0009_03978","KCJK1736_04716"
"g002131_000002","g002131","rimM","Ribosome maturation factor RimM",70,31,311,1,1,1,0,0,0,0,311,"Ribosome maturation factor RimM(311)","rimM(311)",567,621,570.66,105,2,"DE0009_03979","KCJK1736_04717"
"g000694_000003","g000694","trmD","tRNA (guanine-N(1)-)-methyltransferase",80,50,311,1,1,1,0,0,0,0,311,"tRNA (guanine-N(1)-)-methyltransferase(311)","trmD(311)",681,753,701.6,105,3,"DE0009_03980","KCJK1736_04718"
"g004334_000003","g004334","rplS","50S ribosomal protein L19",80,18,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L19(311)","rplS(311)",516,594,552.98,105,4,"DE0009_03982","KCJK1736_04720"
"g000987_1_000001","g000987_1","metC","Cystathionine beta-lyase MetC",60,42,311,1.01,1,2,0,2,0,2,313,"Cystathionine beta-lyase MetC(313)","metC(313)",1188,1191,1189.31,106,1,"DE0009_00741","KCJK1736_00415"
"g001763_1_000006","g001763_1","yhdW","Putative amino-acid ABC transporter-binding protein YhdW",70,27,311,1,1,1,0,0,0,0,311,"Putative amino-acid ABC transporter-binding protein YhdW(311)","yhdW(311)",285,1209,1028.5,106,2,"DE0009_00740","KCJK1736_00414"
"g001739_1_000001","g001739_1",NA,"hypothetical protein",60,32,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",237,1218,1192.52,106,3,"DE0009_00739","KCJK1736_00413"
"g001625_1_000001","g001625_1","yhdY","Inner membrane amino-acid ABC transporter permease protein YhdY",60,32,311,1.01,1,2,0,2,0,2,313,"Inner membrane amino-acid ABC transporter permease protein YhdY(311):hypothetical protein(2)","yhdY(311):NA(2)",354,1494,1154.54,106,4,"DE0009_00738","KCJK1736_00412"
"g003941_000003","g003941","frr","Ribosome-recycling factor",80,16,311,1,1,1,5,0,5,0,311,"Ribosome-recycling factor(316)","frr(316)",153,561,549.84,107,1,"DE0009_00976","KCJK1736_00581"
"g002062_000001","g002062","uppS","Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)",60,31,311,1,1,1,0,0,0,0,311,"Ditrans%2Cpolycis-undecaprenyl-diphosphate synthase ((2E%2C6E)-farnesyl-diphosphate specific)(311)","uppS(311)",744,753,744.58,107,2,"DE0009_00975","KCJK1736_00580"
"g002161_000001","g002161","cdsA","hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(300):Phosphatidate cytidylyltransferase(11)","NA(300):cdsA(11)",834,846,835.57,107,3,"DE0009_00974","KCJK1736_00579"
"g002384_000001","g002384","mmpA","Metalloprotease MmpA",60,29,311,1,1,1,0,0,0,0,311,"Metalloprotease MmpA(229):hypothetical protein(82)","mmpA(229):NA(82)",1113,1674,1274.23,107,4,"DE0009_00973","KCJK1736_00578"
"g002857_1_000005","g002857_1",NA,"hypothetical protein",80,24,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",228,1158,1150.69,108,1,"DE0009_01642","KCJK1736_01501"
"g001292_000001","g001292",NA,"hypothetical protein",60,39,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",477,705,520.71,108,2,"DE0009_01641","KCJK1736_01502"
"g001170_000002","g001170",NA,"putative FAD-linked oxidoreductase",70,37,311,1,1,2,1,1,1,1,312,"putative FAD-linked oxidoreductase(311):hypothetical protein(2)","NA(313)",183,1461,1423.52,108,3,"DE0009_01640","KCJK1736_01503"
"g000411_1_000001","g000411_1","ywlC","Threonylcarbamoyl-AMP synthase",60,56,311,1.01,1,2,0,2,0,2,313,"Threonylcarbamoyl-AMP synthase(313)","ywlC(312):tsaC(1)",744,1065,979.74,108,4,"DE0009_01639","KCJK1736_01504"
"g002051_000001","g002051","phnL","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL",60,32,311,1,1,1,0,0,0,0,311,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL(311)","phnL(311)",708,771,718.24,109,1,"DE0009_02160","KCJK1736_02306"
"g004929_000002","g004929","phnK","Putative phosphonates utilization ATP-binding protein PhnK",70,16,311,1,1,1,0,0,0,0,311,"Putative phosphonates utilization ATP-binding protein PhnK(311)","phnK(311)",774,777,776.85,109,2,"DE0009_02159","KCJK1736_02307"
"g002908_1_000005","g002908_1","phnJ","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase",80,24,311,1,1,1,0,0,0,0,311,"Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase(311)","phnJ(311)",882,927,901.94,109,3,"DE0009_02158","KCJK1736_02308"
"g001789_000002","g001789","phnI","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI",70,34,311,1,1,1,0,0,0,0,311,"Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI(311)","phnI(311)",411,1110,1101.43,109,4,"DE0009_02156","KCJK1736_02310"
"g001452_000002","g001452","proX","Prolyl-tRNA editing protein ProX",70,37,311,1,1,1,0,0,0,0,311,"Prolyl-tRNA editing protein ProX(311)","proX(311)",468,516,509.86,110,1,"DE0009_02458","KCJK1736_00633"
"g001783_000001","g001783","ybbN","putative protein YbbN",60,33,311,1,1,1,1,0,1,0,311,"putative protein YbbN(310):hypothetical protein(2)","ybbN(310):NA(2)",252,1047,978.56,110,2,"DE0009_02457","KCJK1736_00634"
"g002443_000001","g002443","lon2","Lon protease 2",60,29,311,1,1,1,0,0,0,0,311,"Lon protease 2(307):hypothetical protein(2):Lon protease(2)","lon2(307):lon(2):NA(2)",660,741,669.65,110,3,"DE0009_02456","KCJK1736_00635"
"g003439_000002","g003439",NA,"hypothetical protein",70,23,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",189,213,189.24,110,4,"DE0009_02455","KCJK1736_00636"
"g002730_1_000004","g002730_1","artJ","ABC transporter arginine-binding protein 1",70,25,311,1,1,1,0,0,0,0,311,"ABC transporter arginine-binding protein 1(309):Putative ABC transporter arginine-binding protein 2(2)","artJ(309):artI(2)",771,783,776.86,111,1,"DE0009_00464","KCJK1736_00138"
"g002059_1_000001","g002059_1","hisQ","hypothetical protein",60,30,311,1,1,1,0,0,0,0,311,"hypothetical protein(224):Histidine transport system permease protein HisQ(81):Arginine ABC transporter permease protein ArtQ(6)","NA(224):hisQ(81):artQ(6)",465,834,803.06,111,2,"DE0009_00463","KCJK1736_00137"
"g001049_1_000001","g001049_1","hisM","hypothetical protein",60,38,311,1,1,1,2,0,2,0,311,"hypothetical protein(309):Histidine transport system permease protein HisM(3):Arginine ABC transporter permease protein ArtM(1)","NA(309):hisM(3):artM(1)",195,831,824.82,111,3,"DE0009_00462","KCJK1736_00136"
"g000970_1_000002","g000970_1",NA,"hypothetical protein",70,30,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",267,426,276.51,111,4,"DE0009_00461","KCJK1736_00135"
"g000136_000001","g000136","deoA","Thymidine phosphorylase",60,74,311,1,1,1,1,0,1,0,311,"Thymidine phosphorylase(312)","deoA(312)",543,1320,1309.88,112,1,"DE0009_02197","KCJK1736_02269"
"g001836_000002","g001836","deoC","Deoxyribose-phosphate aldolase",70,34,311,1,1,1,0,0,0,0,311,"Deoxyribose-phosphate aldolase(311)","deoC(311)",771,777,773.99,112,2,"DE0009_02198","KCJK1736_02268"
"g002064_1_000003","g002064_1","punA","Purine nucleoside phosphorylase 1",70,30,311,1,1,1,0,0,0,0,311,"Purine nucleoside phosphorylase 1(310):Purine nucleoside phosphorylase 2(1)","punA(310):xapA(1)",801,810,802.64,112,3,"DE0009_02199","KCJK1736_02267"
"g000485_000002","g000485","cdd","Cytidine deaminase",70,50,311,1,1,2,309,1,309,1,312,"Cytidine deaminase(311):hypothetical protein(310)","cdd(311):NA(310)",390,1380,686.4,112,4,"(DE0009_02200:DE0009_02201)","(KCJK1736_02265:KCJK1736_02266)"
"g004078_1_000005","g004078_1","trpB","Tryptophan synthase beta chain",80,17,311,1,1,2,0,1,0,1,312,"Tryptophan synthase beta chain(312)","trpB(312)",483,1221,1215.52,113,1,"DE0009_04124","KCJK1736_04862"
"g003274_000003","g003274","trpA","Tryptophan synthase alpha chain",80,24,311,1,1,1,0,0,0,0,311,"Tryptophan synthase alpha chain(311)","trpA(311)",828,885,840.06,113,2,"DE0009_04123","KCJK1736_04861"
"g003424_000003","g003424","accD","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta",80,23,311,1,1,1,0,0,0,0,311,"Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta(311)","accD(311)",894,921,904.43,113,3,"DE0009_04122","KCJK1736_04860"
"g001175_000002","g001175","fpgS","Folylpolyglutamate synthase",70,40,311,1,1,1,0,0,0,0,311,"Folylpolyglutamate synthase(263):Dihydrofolate synthase/folylpolyglutamate synthase(48)","fpgS(263):folC(48)",1341,1380,1354.23,113,4,"DE0009_04121","KCJK1736_04859"
