"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","SUL3scf","CFBP6624","CFBP6623","LC34"
"g001282","g001282","gstB","hypothetical protein",50,39,306,1,1,1,0,0,0,0,306,"hypothetical protein(262):Glutathione S-transferase GST-6.0(44)","NA(262):gstB(44)",618,681,628.19,902,1,"SUL3scf_05514","CFBP6624_01569","CFBP6623_01619","LC34_02218"
"g000327","g000327","araB","Ribulokinase",50,62,306,1.02,1,2,0,7,0,7,313,"Ribulokinase(313)","araB(313)",1596,1644,1623.82,903,1,"SUL3scf_02664;SUL3scf_04859","CFBP6624_04289","CFBP6623_04341","LC34_04249"
"g002094_1_000003","g002094_1","fgd","hypothetical protein",70,21,306,1,1,1,0,0,0,0,306,"hypothetical protein(191):F420-dependent glucose-6-phosphate dehydrogenase(115)","NA(191):fgd(115)",897,1215,1063.2,904,1,"SUL3scf_01169","CFBP6624_02006","CFBP6623_02063","LC34_02631"
"g002522_1_000003","g002522_1","ttuB","Putative tartrate transporter",80,22,306,1,1,1,1,0,1,0,306,"Putative tartrate transporter(307)","ttuB(307)",321,1380,1289.17,905,1,"SUL3scf_02072","CFBP6624_02446","CFBP6623_02538","LC34_03988"
"g001092","g001092","bicA","Bicarbonate transporter BicA",50,41,306,1.21,1,3,7,64,7,65,371,"Bicarbonate transporter BicA(273):hypothetical protein(78):C4-dicarboxylic acid transporter DauA(27)","bicA(273):NA(78):dauA(27)",270,1713,1470.06,906,1,"SUL3scf_01881","CFBP6624_00829","CFBP6623_00838","LC34_00774"
"g001034_000001","g001034",NA,"hypothetical protein",60,38,306,1,1,2,0,1,0,1,307,"hypothetical protein(307)","NA(307)",1626,2136,2010.06,907,1,"SUL3scf_00904","CFBP6624_01740","CFBP6623_01798","LC34_02368"
"g000724_000001","g000724","ysnE","putative N-acetyltransferase YsnE",60,47,306,1,1,1,0,0,0,0,306,"putative N-acetyltransferase YsnE(304):hypothetical protein(2)","ysnE(304):NA(2)",387,564,462.45,908,1,"SUL3scf_03421","CFBP6624_01358","CFBP6623_01467","LC34_04731"
"g000368_000001","g000368","pyrE","hypothetical protein",60,56,306,1,1,1,63,0,63,0,306,"hypothetical protein(364):Orotate phosphoribosyltransferase(5)","NA(364):pyrE(5)",186,1062,646.5,909,1,"SUL3scf_02264","CFBP6624_03407","CFBP6623_03492","LC34_03006"
"g002430_1_000001","g002430_1",NA,"hypothetical protein",60,26,306,1.01,1,2,0,2,0,2,308,"hypothetical protein(308)","NA(308)",204,498,488.82,910,1,"SUL3scf_02520","CFBP6624_03135","CFBP6623_03221","LC34_01207"
"g001637_000002","g001637","oleD","hypothetical protein",70,34,306,1,1,1,0,0,0,0,306,"hypothetical protein(209):2-alkyl-3-oxoalkanoate reductase(78):Aurachin B dehydrogenase(19)","NA(209):oleD(78):auaH(19)",288,1134,978.81,911,1,"SUL3scf_04088","CFBP6624_02858","CFBP6623_02945","LC34_03587"
"g000965_000003","g000965","queD","6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase",80,44,306,1,1,1,0,0,0,0,306,"6-carboxy-5%2C6%2C7%2C8-tetrahydropterin synthase(306)","queD(306)",357,369,358.02,912,1,"SUL3scf_02444","CFBP6624_03226","CFBP6623_03311","LC34_04885"
"g003702_1_000007","g003702_1","flhA","S-(hydroxymethyl)glutathione dehydrogenase",90,14,306,1.01,1,2,1,4,1,4,310,"S-(hydroxymethyl)glutathione dehydrogenase(309):L-threonine 3-dehydrogenase(2)","flhA(309):tdh(2)",183,1128,1115.49,913,1,"SUL3scf_03497","CFBP6624_01289","CFBP6623_01381","LC34_04663"
"g000503_000002","g000503","dut","Deoxyuridine 5'-triphosphate nucleotidohydrolase",70,55,306,1,1,1,0,0,0,0,306,"Deoxyuridine 5'-triphosphate nucleotidohydrolase(306)","dut(306)",465,480,470.12,914,1,"SUL3scf_04226","CFBP6624_02876","CFBP6623_02963","LC34_03546"
"g000363_1_000001","g000363_1",NA,"hypothetical protein",60,35,305,1.02,1,3,1,4,1,5,310,"hypothetical protein(311)","NA(311)",336,1014,1002.14,915,1,"SUL3scf_00543","CFBP6624_00558","CFBP6623_00572","LC34_00470"
"g000937_1_000004","g000937_1","ousW","Glycine betaine/choline transport system permease protein OusW",70,22,305,1,1,1,0,0,0,0,305,"Glycine betaine/choline transport system permease protein OusW(302):Glycine betaine/carnitine transport permease protein GbuB(2):hypothetical protein(1)","ousW(302):gbuB(2):NA(1)",909,990,911.5,915,2,"SUL3scf_00542","CFBP6624_00557","CFBP6623_00571","LC34_00469"
"g000103_1_000006","g000103_1","btuD","Vitamin B12 import ATP-binding protein BtuD",70,45,305,1,1,1,0,0,0,0,305,"Vitamin B12 import ATP-binding protein BtuD(229):Glycine betaine/carnitine transport ATP-binding protein GbuA(44):Glycine betaine transport ATP-binding protein OpuAA(26):Glycine betaine/choline transport system ATP-binding protein OusV(5):Glycine betaine/proline betaine transport system ATP-binding protein ProV(1)","btuD(229):gbuA(44):opuAA(26):ousV(5):proV(1)",1053,1137,1084.09,915,3,"SUL3scf_00541","CFBP6624_00556","CFBP6623_00570","LC34_00468"
"g001643_1_000009","g001643_1",NA,"hypothetical protein",80,25,305,1,1,1,0,0,0,0,305,"hypothetical protein(305)","NA(305)",945,1056,954.75,916,1,"SUL3scf_01325","CFBP6624_02162","CFBP6623_02283",NA
"g002030_000001","g002030",NA,"hypothetical protein",60,32,305,1,1,1,2,0,2,0,305,"hypothetical protein(307)","NA(307)",231,498,491.32,916,2,"SUL3scf_01326","CFBP6624_02163","CFBP6623_02284",NA
"g002999_1_000007","g002999_1",NA,"hypothetical protein",80,12,305,1,1,1,1,0,1,0,305,"hypothetical protein(306)","NA(306)",570,1578,1513.27,916,3,"SUL3scf_01327","CFBP6624_02164","CFBP6623_02285",NA
"g002539","g002539","oppC","hypothetical protein",50,28,305,1.04,1,2,0,11,0,11,316,"hypothetical protein(173):Oligopeptide transport system permease protein OppC(143)","NA(173):oppC(143)",828,1131,1066.17,917,1,"SUL3scf_05021","CFBP6624_03919","CFBP6623_03938","LC34_01863"
"g004809","g004809","oppB","Oligopeptide transport system permease protein OppB",50,16,305,1,1,1,0,0,0,0,305,"Oligopeptide transport system permease protein OppB(305)","oppB(305)",897,963,927.24,917,2,"SUL3scf_05022","CFBP6624_03920","CFBP6623_03939","LC34_01864"
"g001883","g001883","rhaR","HTH-type transcriptional activator RhaR",50,32,305,1,1,1,0,0,0,0,305,"HTH-type transcriptional activator RhaR(166):HTH-type transcriptional activator RhaS(139)","rhaR(166):rhaS(139)",576,969,884.7,918,1,"SUL3scf_04132","CFBP6624_00084","CFBP6623_00085","LC34_03452"
"g001722","g001722","fhuA","Ferrichrome outer membrane transporter/phage receptor",50,33,305,1,1,1,3,0,3,0,305,"Ferrichrome outer membrane transporter/phage receptor(305):Vitamin B12 transporter BtuB(3)","fhuA(305):btuB(3)",1074,2316,2160.44,918,2,"SUL3scf_04133","CFBP6624_00083","CFBP6623_00084","LC34_03453"
"g004791_000002","g004791","fda","hypothetical protein",70,16,305,1,1,1,0,0,0,0,305,"hypothetical protein(304):Fructose-bisphosphate aldolase class 1(1)","NA(304):fda(1)",1023,1026,1025.24,919,1,"SUL3scf_03041","CFBP6624_03662","CFBP6623_03682","LC34_03306"
"g001708","g001708","allR","HTH-type transcriptional repressor AllR",50,35,305,1,1,1,0,0,0,0,305,"HTH-type transcriptional repressor AllR(156):hypothetical protein(147):HTH-type transcriptional regulator KipR(2)","allR(156):NA(147):kipR(2)",774,840,832.77,920,1,"SUL3scf_02521","CFBP6624_03134","CFBP6623_03220","LC34_01208"
"g001473_000001","g001473",NA,"hypothetical protein",60,36,305,1,1,2,0,1,0,1,306,"hypothetical protein(306)","NA(306)",147,249,194.41,921,1,"SUL3scf_01108","CFBP6624_01944","CFBP6623_02001","LC34_02570"
"g000686","g000686",NA,"hypothetical protein",50,45,305,1,1,1,0,0,0,0,305,"hypothetical protein(305)","NA(305)",387,1059,847.83,922,1,"SUL3scf_02270","CFBP6624_03401","CFBP6623_03486","LC34_03000"
"g001077","g001077","dat","D-alanine aminotransferase",50,40,305,1.13,1,2,8,41,8,41,346,"D-alanine aminotransferase(350):hypothetical protein(3):Branched-chain-amino-acid aminotransferase(1)","dat(350):NA(3):ilvE(1)",390,1080,866.17,923,1,"SUL3scf_01367","CFBP6624_02204","CFBP6623_02325",NA
"g002737_000003","g002737","rutR","HTH-type transcriptional regulator RutR",80,27,305,1,1,1,0,0,0,0,305,"HTH-type transcriptional regulator RutR(305)","rutR(305)",642,681,644.12,924,1,"SUL3scf_01239","CFBP6624_02075","CFBP6623_02193","LC34_02700"
"g001254_000002","g001254",NA,"hypothetical protein",70,36,305,1.01,1,2,0,2,0,2,307,"hypothetical protein(307)","NA(307)",189,474,417.28,925,1,"SUL3scf_04712","CFBP6624_04533","CFBP6623_04585","LC34_01999"
"g002733_000003","g002733",NA,"hypothetical protein",80,27,305,1,1,1,0,0,0,0,305,"hypothetical protein(305)","NA(305)",441,492,459.53,926,1,"SUL3scf_01602","CFBP6624_01107","CFBP6623_01116","LC34_01094"
"g003097_000002","g003097","lexA","LexA repressor",70,25,305,1,1,1,0,0,0,0,305,"LexA repressor(305)","lexA(305)",648,810,666.48,927,1,"SUL3scf_00010","CFBP6624_00140","CFBP6623_00128","LC34_00008"
"g002944_000002","g002944",NA,"hypothetical protein",70,26,305,1.01,1,2,0,2,0,2,307,"hypothetical protein(307)","NA(307)",354,429,389.12,928,1,"SUL3scf_00178","CFBP6624_00252","CFBP6623_00252","LC34_00120"
"g000345","g000345","aroE","Quinate/shikimate dehydrogenase (NAD(+))",50,61,305,1,1,1,0,0,0,0,305,"Quinate/shikimate dehydrogenase (NAD(+))(305)","aroE(305)",870,978,873.83,929,1,"SUL3scf_04720","CFBP6624_04525","CFBP6623_04577","LC34_01991"
"g000030_2","g000030_2","accC","Biotin carboxylase",50,117,305,1.88,1,4,1,159,1,268,573,"Biotin carboxylase(266):Acetyl-/propionyl-coenzyme A carboxylase alpha chain(259):D-alanine--D-alanine ligase(34):hypothetical protein(15)","accC(266):accA1(259):ddl(34):NA(15)",528,3570,1827.99,930,1,"SUL3scf_02297","CFBP6624_03375","CFBP6623_03459","LC34_02974"
"g002363","g002363",NA,"Deacetylase",50,28,305,1,1,1,1,0,1,0,305,"Deacetylase(306)","NA(306)",342,1224,1209.55,931,1,"SUL3scf_02519","CFBP6624_03136","CFBP6623_03222","LC34_01206"
"g000841_000003","g000841","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",80,46,305,1,1,1,1,0,1,0,305,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(305):hypothetical protein(1)","iolG(305):NA(1)",231,1002,983.19,932,1,"SUL3scf_04058","CFBP6624_02828","CFBP6623_02915","LC34_03617"
"g001598","g001598",NA,"hypothetical protein",50,36,305,1,1,1,0,0,0,0,305,"hypothetical protein(305)","NA(305)",294,447,308.13,933,1,"SUL3scf_01753","CFBP6624_00959","CFBP6623_00966","LC34_00944"
"g001003_000001","g001003","yedA","putative inner membrane transporter YedA",60,41,305,1,1,1,0,0,0,0,305,"putative inner membrane transporter YedA(304):hypothetical protein(1)","yedA(304):NA(1)",573,978,925.94,934,1,"SUL3scf_01198","CFBP6624_02036","CFBP6623_02091","LC34_02659"
"g003330_1_000003","g003330_1","cysE","Serine acetyltransferase",70,20,305,1,1,1,1,0,1,0,305,"Serine acetyltransferase(306)","cysE(306)",309,864,832.99,935,1,"SUL3scf_01517","CFBP6624_01192","CFBP6623_01286","LC34_02034"
"g002842_000003","g002842","melA","Alpha-galactosidase",80,26,304,1,1,1,0,0,0,0,304,"Alpha-galactosidase(304)","melA(304)",1455,1473,1467.75,936,1,"SUL3scf_04435","CFBP6624_04659","CFBP6623_04699","LC34_04500"
"g002810_000002","g002810",NA,"hypothetical protein",70,26,304,1,1,1,1,0,1,0,304,"hypothetical protein(305)","NA(305)",879,2154,2080.84,936,2,"SUL3scf_04436","CFBP6624_04660","CFBP6623_04700","LC34_04501"
"g003923_000003","g003923","gsiC","Glutathione transport system permease protein GsiC",80,19,304,1,1,1,1,0,1,0,304,"Glutathione transport system permease protein GsiC(153):Dipeptide transport system permease protein DppB(151):hypothetical protein(1)","gsiC(153):dppB(151):NA(1)",234,1014,1006.49,936,3,"SUL3scf_04437","CFBP6624_04661","CFBP6623_04701","LC34_04502"
"g001633_000002","g001633",NA,"hypothetical protein",70,35,304,1,1,1,0,0,0,0,304,"hypothetical protein(304)","NA(304)",1119,1137,1131.04,936,4,"SUL3scf_04438","CFBP6624_04662","CFBP6623_04702","LC34_04503"
"g004939_1_000005","g004939_1","frcA","Fructose import ATP-binding protein FrcA",80,12,304,1,1,1,0,0,0,0,304,"Fructose import ATP-binding protein FrcA(304)","frcA(304)",783,786,783.53,937,1,"SUL3scf_03193","CFBP6624_03509","CFBP6623_03547","LC34_03165"
"g003349_000002","g003349","xylH","Xylose transport system permease protein XylH",70,23,304,1.01,1,2,0,4,0,4,308,"Xylose transport system permease protein XylH(304):hypothetical protein(4)","xylH(304):NA(4)",258,1527,1307.18,937,2,"SUL3scf_03192","CFBP6624_03510","CFBP6623_03548","LC34_03166"
"g004362_000002","g004362","xylF","D-xylose-binding periplasmic protein",70,18,304,1,1,1,0,0,0,0,304,"D-xylose-binding periplasmic protein(304)","xylF(304)",1038,1041,1040.99,937,3,"SUL3scf_03191","CFBP6624_03511","CFBP6623_03549","LC34_03167"
"g001550","g001550","ccpA","Catabolite control protein A",50,29,304,1,1,1,3,0,3,0,304,"Catabolite control protein A(156):HTH-type transcriptional regulator RafR(96):HTH-type transcriptional repressor PurR(52):putative HTH-type transcriptional repressor ExuR(2):hypothetical protein(1)","ccpA(156):rafR(96):purR(52):exuR(2):NA(1)",318,1104,1039.27,938,1,"SUL3scf_02709","CFBP6624_04334","CFBP6623_04386","LC34_04294"
"g000638_000001","g000638","iolG","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase",60,51,304,1,1,1,0,0,0,0,304,"Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase(249):1%2C5-anhydro-D-fructose reductase(55)","iolG(249):afr(55)",999,1086,1040.43,938,2,"SUL3scf_02708","CFBP6624_04333","CFBP6623_04385","LC34_04293"
"g002399_000003","g002399",NA,"hypothetical protein",80,29,304,1,1,1,0,0,0,0,304,"hypothetical protein(304)","NA(304)",486,939,905.28,938,3,"SUL3scf_02707","CFBP6624_04332","CFBP6623_04384","LC34_04292"
"g001222_000001","g001222","fucU","L-fucose mutarotase",60,27,304,1.01,1,2,0,2,0,2,306,"L-fucose mutarotase(306)","fucU(306)",423,699,454.94,939,1,"SUL3scf_00879","CFBP6624_01717","CFBP6623_01774","LC34_02344"
"g003524_1_000005","g003524_1","melA","Alpha-galactosidase",80,19,304,1,1,1,0,0,0,0,304,"Alpha-galactosidase(304)","melA(304)",1353,1389,1371.04,940,1,"SUL3scf_04440","CFBP6624_04664","CFBP6623_04704","LC34_04505"
"g001587_000002","g001587",NA,"hypothetical protein",70,36,304,1,1,1,0,0,0,0,304,"hypothetical protein(304)","NA(304)",675,798,737.87,941,1,"SUL3scf_02123","CFBP6624_02395","CFBP6623_02487","LC34_04039"
"g000147_1_000001","g000147_1","catD","3-oxoadipate enol-lactonase 2",60,73,304,1.01,1,2,0,2,0,2,306,"3-oxoadipate enol-lactonase 2(305):Putative aminoacrylate hydrolase RutD(1)","catD(305):rutD(1)",411,846,797.89,942,1,"SUL3scf_04711","CFBP6624_04534","CFBP6623_04586","LC34_02000"
"g000828","g000828","nagC","N-acetylglucosamine repressor",50,43,304,1,1,1,0,0,0,0,304,"N-acetylglucosamine repressor(125):Protein mlc(101):hypothetical protein(78)","nagC(125):mlc(101):NA(78)",261,1407,1241.92,943,1,"SUL3scf_03190","CFBP6624_03512","CFBP6623_03550","LC34_03168"
"g000381_1_000001","g000381_1","norG","HTH-type transcriptional regulator NorG",60,53,304,1,1,1,0,0,0,0,304,"HTH-type transcriptional regulator NorG(304)","norG(304)",999,1464,1409.03,944,1,"SUL3scf_04027","CFBP6624_02797","CFBP6623_02884","LC34_03648"
"g003881_000003","g003881",NA,"L-fuconate dehydratase",80,20,304,1,1,1,0,0,0,0,304,"L-fuconate dehydratase(304)","NA(304)",1203,1290,1279.73,945,1,"SUL3scf_01969","CFBP6624_02547","CFBP6623_02638","LC34_03888"
"g000075_000001","g000075",NA,"hypothetical protein",60,89,304,1.01,1,2,0,2,0,2,306,"hypothetical protein(306)","NA(306)",255,696,507.11,946,1,"SUL3scf_00221","CFBP6624_00297","CFBP6623_00295","LC34_00163"
"g000047_000001","g000047","arsC","Arsenate reductase",60,119,304,1.32,1,5,7,80,7,98,402,"Arsenate reductase(395):hypothetical protein(14)","arsC(395):NA(14)",138,453,418.78,947,1,"SUL3scf_04172;SUL3scf_04535;SUL3scf_05424;SUL3scf_05592;SUL3scf_05730","CFBP6624_00045;CFBP6624_01491;CFBP6624_05190","CFBP6623_00045;CFBP6623_01549","LC34_01467;LC34_02150;LC34_03492"
"g002268_000001","g002268","phzF","Trans-2%2C3-dihydro-3-hydroxyanthranilate isomerase",60,30,304,1,1,1,1,0,1,0,304,"Trans-2%2C3-dihydro-3-hydroxyanthranilate isomerase(303):hypothetical protein(2)","phzF(303):NA(2)",366,981,922.56,948,1,"SUL3scf_01700","CFBP6624_01009","CFBP6623_01017","LC34_00995"
"g003699","g003699","btuC","Vitamin B12 import system permease protein BtuC",50,21,304,1,1,1,2,0,2,0,304,"Vitamin B12 import system permease protein BtuC(245):Hemin transport system permease protein HmuU(59):hypothetical protein(1):putative ABC transporter permease protein(1)","btuC(245):hmuU(59):NA(2)",309,1140,1061.16,949,1,"SUL3scf_02380","CFBP6624_03290","CFBP6623_03374","LC34_04948"
"g002100_1_000003","g002100_1",NA,"hypothetical protein",70,25,303,1,1,1,0,0,0,0,303,"hypothetical protein(301):putative protein(2)","NA(303)",1026,1140,1135.86,950,1,"SUL3scf_02378","CFBP6624_03292","CFBP6623_03376","LC34_04950"
"g001593","g001593","rbtD","Ribitol 2-dehydrogenase",50,36,303,1.55,1,4,0,96,0,166,469,"Ribitol 2-dehydrogenase(469)","rbtD(469)",348,732,728.74,951,1,"SUL3scf_02663","CFBP6624_04288","CFBP6623_04340","LC34_04248"
"g002224_000001","g002224","regB","Sensor histidine kinase RegB",60,29,303,1,1,1,0,0,0,0,303,"Sensor histidine kinase RegB(303)","regB(303)",840,1398,1323.8,952,1,"SUL3scf_01895","CFBP6624_02621","CFBP6623_02712","LC34_03814"
"g000016_3","g000016_3","gsiA","Glutathione import ATP-binding protein GsiA",50,103,303,1.61,1,4,41,132,41,184,487,"Glutathione import ATP-binding protein GsiA(310):Oligopeptide transport ATP-binding protein OppD(185):Dipeptide transport ATP-binding protein DppD(27):Vitamin B12 import ATP-binding protein BtuD(6)","gsiA(310):oppD(185):dppD(27):btuD(6)",519,2742,1481.88,953,1,"SUL3scf_04726","CFBP6624_04519","CFBP6623_04571","LC34_01985"
"g001389","g001389",NA,"hypothetical protein",50,38,303,1,1,1,0,0,0,0,303,"hypothetical protein(303)","NA(303)",378,393,386.36,954,1,"SUL3scf_01298","CFBP6624_02135","CFBP6623_02255",NA
"g001007","g001007","lgoD","L-galactonate-5-dehydrogenase",50,43,303,1,1,1,0,0,0,0,303,"L-galactonate-5-dehydrogenase(302):hypothetical protein(1)","lgoD(302):NA(1)",336,1083,1009.59,955,1,"SUL3scf_01966","CFBP6624_02550","CFBP6623_02641","LC34_03885"
"g003371_1_000001","g003371_1","gsiB","Glutathione-binding protein GsiB",60,20,303,1.02,1,2,0,6,0,6,309,"Glutathione-binding protein GsiB(144):HTH-type transcriptional regulator SgrR(95):Oligopeptide-binding protein AppA(69):hypothetical protein(1)","gsiB(144):sgrR(95):appA(69):NA(1)",843,1542,1527.4,956,1,"SUL3scf_02516","CFBP6624_03139","CFBP6623_03225","LC34_01203"
"g003342_000002","g003342",NA,"hypothetical protein",70,23,303,1,1,1,0,0,0,0,303,"hypothetical protein(303)","NA(303)",1305,1488,1480.74,957,1,"SUL3scf_03622","CFBP6624_04021","CFBP6623_04060","LC34_01657"
"g003657_000001","g003657","fecE","Fe(3+) dicitrate transport ATP-binding protein FecE",60,21,303,1,1,1,0,0,0,0,303,"Fe(3+) dicitrate transport ATP-binding protein FecE(303)","fecE(303)",717,759,753.44,958,1,"SUL3scf_02381","CFBP6624_03289","CFBP6623_03373","LC34_04947"
"g000683","g000683","tetC","hypothetical protein",50,49,303,1.06,1,2,7,17,7,17,320,"hypothetical protein(164):Transposon Tn10 TetC protein(163)","NA(164):tetC(163)",588,645,593.54,959,1,"SUL3scf_02652","CFBP6624_04277","CFBP6623_04329","LC34_04237"
"g003904_000001","g003904","lacF","Lactose transport system permease protein LacF",60,20,302,1,1,2,1,1,1,1,303,"Lactose transport system permease protein LacF(303):hypothetical protein(1)","lacF(303):NA(1)",279,969,953,961,1,"SUL3scf_03787","CFBP6624_02969","CFBP6623_03057","LC34_01369"
"g004404_000001","g004404","araQ","L-arabinose transport system permease protein AraQ",60,18,302,1,1,2,0,1,0,1,303,"L-arabinose transport system permease protein AraQ(303)","araQ(303)",801,918,875.09,961,2,"SUL3scf_03788","CFBP6624_02968","CFBP6623_03056","LC34_01370"
"g001679","g001679","yabJ","2-iminobutanoate/2-iminopropanoate deaminase",50,35,302,1.28,1,2,1,85,1,85,387,"2-iminobutanoate/2-iminopropanoate deaminase(373):Putative aminoacrylate peracid reductase RutC(14):RutC family protein(1)","yabJ(373):rutC(14):NA(1)",387,537,395.95,962,1,"SUL3scf_05557","CFBP6624_03879","CFBP6623_03897","LC34_01829"
"g001712_000002","g001712",NA,"hypothetical protein",70,35,302,1,1,1,0,0,0,0,302,"hypothetical protein(302)","NA(302)",258,279,271.37,963,1,"SUL3scf_01105","CFBP6624_01941","CFBP6623_01998","LC34_02567"
"g002815_1_000001","g002815_1","mqo","Malate:quinone oxidoreductase",60,23,302,1,1,1,2,0,2,0,302,"Malate:quinone oxidoreductase(301):malate:quinone oxidoreductase(3)","mqo(304)",501,1902,1710.58,964,1,"SUL3scf_00454","CFBP6624_00470","CFBP6623_00488","LC34_00386"
"g000083_1_000001","g000083_1","iolS","Aldo-keto reductase IolS",60,42,302,1,1,2,0,1,0,1,303,"Aldo-keto reductase IolS(207):Aldo-keto reductase YhdN(76):L-glyceraldehyde 3-phosphate reductase(20)","iolS(207):yhdN(76):gpr(20)",975,1044,1001.41,965,1,"SUL3scf_04052","CFBP6624_02822","CFBP6623_02909","LC34_03623"
"g000035_1_000004","g000035_1","cpo","Non-heme chloroperoxidase",70,111,302,2.38,1,10,1,168,1,418,720,"Non-heme chloroperoxidase(712):hypothetical protein(7):Putative aminoacrylate hydrolase RutD(2)","cpo(712):NA(7):rutD(2)",126,1188,887.5,966,1,"SUL3scf_01437;SUL3scf_02283","CFBP6624_02273;CFBP6624_03389","CFBP6623_03473;CFBP6623_04194","LC34_02789;LC34_02988"
"g002075","g002075","yejF","putative ABC transporter ATP-binding protein YejF",50,30,302,1.02,1,2,0,7,0,7,309,"putative ABC transporter ATP-binding protein YejF(230):Oligopeptide transport ATP-binding protein OppD(79)","yejF(230):oppD(79)",996,1656,1452.51,967,1,"SUL3scf_05020","CFBP6624_03918","CFBP6623_03937","LC34_01862"
