"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0067","DE0068","ICMP17598","TPD7009","TPD7005","RZME10"
"g000692","g000692",NA,"hypothetical protein",50,49,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",348,516,365.25,739,1,"DE0067_02260","DE0068_01420","ICMP17598_02178","TPD7009_00421","TPD7005_03062","RZME10_01816"
"g003269","g003269",NA,"hypothetical protein",50,24,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",156,234,159.7,740,1,"DE0067_02787","DE0068_02786","ICMP17598_02412","TPD7009_01007","TPD7005_00247","RZME10_00433"
"g001569_000001","g001569","bcp","Peroxiredoxin Bcp",60,36,310,1,1,1,0,0,0,0,310,"Peroxiredoxin Bcp(286):Putative peroxiredoxin bcp(24)","bcp(310)",468,534,473.87,741,1,"DE0067_01048","DE0068_01048","ICMP17598_00336","TPD7009_01888","TPD7005_02423","RZME10_00977"
"g000270","g000270","recX","Regulatory protein RecX",50,65,310,1,1,1,0,0,0,0,310,"Regulatory protein RecX(310)","recX(310)",459,693,568.95,742,1,"DE0067_00822","DE0068_00822","ICMP17598_00562","TPD7009_01596","TPD7005_01316","RZME10_01206"
"g001458_1_000001","g001458_1","fdhC","Fructose dehydrogenase cytochrome subunit",60,36,310,1,1,1,0,0,0,0,310,"Fructose dehydrogenase cytochrome subunit(257):Nicotinate dehydrogenase subunit B(53)","fdhC(257):nicB(53)",912,921,918.11,743,1,"DE0067_01454","DE0068_02225","ICMP17598_01316","TPD7009_03924","TPD7005_03241","RZME10_03125"
"g000697_000001","g000697","phnO","hypothetical protein",60,50,310,1,1,1,0,0,0,0,310,"hypothetical protein(296):Aminoalkylphosphonate N-acetyltransferase(14)","NA(296):phnO(14)",456,474,470.13,744,1,"DE0067_01835","DE0068_01845","ICMP17598_01753","TPD7009_03382","TPD7005_03613","RZME10_04076"
"g003583_000003","g003583","ccmB","Heme exporter protein B",80,22,310,1,1,1,0,0,0,0,310,"Heme exporter protein B(310)","ccmB(310)",603,663,659.83,745,1,"DE0067_04146","DE0068_04146","ICMP17598_04011","TPD7009_02957","TPD7005_03745","RZME10_03777"
"g000812","g000812","pcaR","Pca regulon regulatory protein",50,47,310,1.02,1,2,0,6,0,6,316,"Pca regulon regulatory protein(316)","pcaR(316)",738,828,759.42,746,1,"DE0067_01317","DE0068_01317","ICMP17598_00059","TPD7009_04296","TPD7005_02118","RZME10_03038"
"g004745_000003","g004745","nuoM","NADH-quinone oxidoreductase subunit M",80,13,310,1,1,1,0,0,0,0,310,"NADH-quinone oxidoreductase subunit M(310)","nuoM(310)",1455,1512,1511.82,747,1,"DE0067_01792","DE0068_01888","ICMP17598_01710","TPD7009_03425","TPD7005_03570","RZME10_04032"
"g000114","g000114","mnmC","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC",50,80,310,1,1,1,0,0,0,0,310,"tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC(297):Glycine oxidase(13)","mnmC(297):thiO(13)",1110,1254,1179.44,748,1,"DE0067_02604","DE0068_02603","ICMP17598_02599","TPD7009_00823","TPD7005_00430","RZME10_00246"
"g001505","g001505",NA,"hypothetical protein",50,35,310,1,1,1,0,0,0,0,310,"hypothetical protein(310)","NA(310)",2049,2490,2384.43,749,1,"DE0067_02502","DE0068_02501","ICMP17598_02705","TPD7009_00716","TPD7005_00537","RZME10_00138"
"g000447_1_000004","g000447_1",NA,"Electron transfer flavoprotein-ubiquinone oxidoreductase",80,41,310,1.14,1,3,2,41,2,43,353,"Electron transfer flavoprotein-ubiquinone oxidoreductase(355)","NA(355)",171,1725,1622.38,750,1,"DE0067_01548","DE0068_02132","ICMP17598_01408","TPD7009_03831","TPD7005_03333","RZME10_03914"
"g002905_000002","g002905","chpT","Protein phosphotransferase ChpT",70,25,310,1,1,1,0,0,0,0,310,"Protein phosphotransferase ChpT(310)","chpT(310)",645,660,648.99,751,1,"DE0067_02697","DE0068_02696","ICMP17598_02501","TPD7009_00921","TPD7005_00333","RZME10_00346"
"g001472_000001","g001472",NA,"hypothetical protein",60,37,310,1.47,1,3,1,132,1,146,456,"hypothetical protein(457)","NA(457)",159,309,287.38,752,1,"DE0067_01824","DE0068_01856","ICMP17598_01742","TPD7009_03393","TPD7005_03602","RZME10_04064"
"g008553_000004","g008553","rplV","50S ribosomal protein L22",90,8,310,1,1,1,0,0,0,0,310,"50S ribosomal protein L22(310)","rplV(310)",390,399,392.25,753,1,"DE0067_02292","DE0068_01388","ICMP17598_02210","TPD7009_00455","TPD7005_03096","RZME10_01784"
"g001041_000002","g001041","xseA","Exodeoxyribonuclease 7 large subunit",70,42,310,1,1,1,0,0,0,0,310,"Exodeoxyribonuclease 7 large subunit(310)","xseA(310)",1590,1653,1610.02,754,1,"DE0067_04450","DE0068_04416","ICMP17598_04480","TPD7009_03997","TPD7005_04181","RZME10_02756"
"g000486_000002","g000486","qorA","2-haloacrylate reductase",70,55,310,1,1,1,1,0,1,0,310,"2-haloacrylate reductase(160):Quinone oxidoreductase 1(147):Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC(3):hypothetical protein(1)","NA(161):qorA(147):ppsC(3)",441,1170,1004.66,755,1,"DE0067_01406","DE0068_02273","ICMP17598_01268","TPD7009_04573","TPD7005_03193","RZME10_03173"
"g000048_3_000004","g000048_3","cspA","Cold shock protein CspA",70,45,310,1.88,1,8,0,157,0,272,582,"Cold shock protein CspA(581):hypothetical protein(1)","cspA(581):NA(1)",207,252,210.58,756,1,"DE0067_01578;DE0067_03312","DE0068_02102;DE0068_03357","ICMP17598_01438;ICMP17598_03263","TPD7009_02467;TPD7009_03801","TPD7005_01783;TPD7005_03363","RZME10_02465;RZME10_03884"
"g006663_000004","g006663","sdhB","Succinate dehydrogenase iron-sulfur subunit",90,11,310,1,1,1,0,0,0,0,310,"Succinate dehydrogenase iron-sulfur subunit(310)","sdhB(310)",780,780,780,757,1,"DE0067_04103","DE0068_04103","ICMP17598_03969","TPD7009_03000","TPD7005_03702","RZME10_00843"
"g003717_1_000002","g003717_1","pdtaR","putative transcriptional regulatory protein pdtaR",70,18,310,1,1,1,1,0,1,0,310,"putative transcriptional regulatory protein pdtaR(309):hypothetical protein(2)","pdtaR(309):NA(2)",240,687,591.37,758,1,"DE0067_04388","DE0068_04478","ICMP17598_04419","TPD7009_04059","TPD7005_04243","RZME10_02817"
"g002203_000001","g002203","ddpA","putative D%2CD-dipeptide-binding periplasmic protein DdpA",60,30,309,1,1,2,0,1,0,1,310,"putative D%2CD-dipeptide-binding periplasmic protein DdpA(310)","ddpA(310)",1638,1659,1642.04,759,1,"DE0067_00321","DE0068_00321","ICMP17598_01021","TPD7009_03696","TPD7005_00920","RZME10_04666"
"g000250_1_000009","g000250_1","dppB","Dipeptide transport system permease protein DppB",70,25,309,1,1,2,0,1,0,1,310,"Dipeptide transport system permease protein DppB(310)","dppB(310)",1068,1080,1068.24,759,2,"DE0067_00320","DE0068_00320","ICMP17598_01022","TPD7009_03695","TPD7005_00919","RZME10_04667"
"g000137_1_000004","g000137_1","ddpC","putative D%2CD-dipeptide transport system permease protein DdpC",70,23,309,1,1,2,0,1,0,1,310,"putative D%2CD-dipeptide transport system permease protein DdpC(310)","ddpC(310)",927,945,931.26,759,3,"DE0067_00319","DE0068_00319","ICMP17598_01023","TPD7009_03694","TPD7005_00918","RZME10_04668"
"g000068_1_000005","g000068_1","oppD","Oligopeptide transport ATP-binding protein OppD",70,31,309,1,1,2,0,1,0,1,310,"Oligopeptide transport ATP-binding protein OppD(166):putative D%2CD-dipeptide transport ATP-binding protein DdpD(97):Dipeptide transport ATP-binding protein DppD(47)","oppD(166):ddpD(97):dppD(47)",834,849,835.93,759,4,"DE0067_00318","DE0068_00318","ICMP17598_01024","TPD7009_03693","TPD7005_00917","RZME10_04669"
"g000040_1_000017","g000040_1","oppF","Oligopeptide transport ATP-binding protein OppF",70,27,309,1,1,2,0,1,0,1,310,"Oligopeptide transport ATP-binding protein OppF(310)","oppF(310)",750,759,750.54,759,5,"DE0067_00317","DE0068_00317","ICMP17598_01025","TPD7009_03692","TPD7005_00916","RZME10_04670"
"g001089","g001089","dctB","C4-dicarboxylate transport sensor protein DctB",50,41,309,1,1,1,0,0,0,0,309,"C4-dicarboxylate transport sensor protein DctB(309)","dctB(309)",1710,2010,1844.3,760,1,"DE0067_00545","DE0068_00545","ICMP17598_00819","TPD7009_01411","TPD7005_01131","RZME10_04448"
"g001762_1_000005","g001762_1","dctA","C4-dicarboxylate transport protein",70,22,309,1.01,1,2,0,2,0,2,311,"C4-dicarboxylate transport protein(310):hypothetical protein(1)","dctA(310):NA(1)",135,1350,1332.01,760,2,"DE0067_00544","DE0068_00544","ICMP17598_00820","TPD7009_01410","TPD7005_01130","RZME10_04449"
"g001198","g001198","ydaF","hypothetical protein",50,40,309,1,1,1,2,0,2,0,309,"hypothetical protein(310):Putative ribosomal N-acetyltransferase YdaF(1)","NA(310):ydaF(1)",162,582,564.88,761,1,"(DE0067_02306:DE0067_02307)","(DE0068_02305:DE0068_02306)","ICMP17598_02896","TPD7009_00522","TPD7005_00731","RZME10_01716"
"g001180_1_000003","g001180_1","takP","Alpha-keto acid-binding periplasmic protein TakP",70,21,309,1,1,2,0,1,0,1,310,"Alpha-keto acid-binding periplasmic protein TakP(310)","takP(310)",1095,1161,1102.78,762,1,"DE0067_02916","DE0068_02915","ICMP17598_02295","TPD7009_01175","TPD7005_00079","RZME10_03498"
"g001475","g001475",NA,"hypothetical protein",50,37,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",828,864,828.73,763,1,"DE0067_01090","DE0068_01090","ICMP17598_00295","TPD7009_01930","TPD7005_02381","RZME10_00936"
"g000948","g000948","msrB","Peptide methionine sulfoxide reductase MsrB",50,41,309,1.05,1,3,0,13,0,15,324,"Peptide methionine sulfoxide reductase MsrB(324)","msrB(324)",408,534,425.3,764,1,"DE0067_01507","DE0068_02173","ICMP17598_01367","TPD7009_03872","TPD7005_03292","RZME10_03072"
"g000642_000001","g000642","mnaT","L-methionine sulfoximine/L-methionine sulfone acetyltransferase",60,50,309,1.28,1,2,0,85,0,85,394,"L-methionine sulfoximine/L-methionine sulfone acetyltransferase(238):L-amino acid N-acyltransferase MnaT(156)","NA(156):mnaT(156):pitA(75):yncA(7)",495,531,507.99,765,1,"DE0067_01502","DE0068_02178","ICMP17598_01362","TPD7009_03877","TPD7005_03287","RZME10_03077"
"g001109_000002","g001109","queA","S-adenosylmethionine:tRNA ribosyltransferase-isomerase",70,39,309,1,1,1,1,0,1,0,309,"S-adenosylmethionine:tRNA ribosyltransferase-isomerase(310)","queA(310)",162,1155,1076.34,766,1,"DE0067_02156","DE0068_01524","ICMP17598_02075","TPD7009_00319","TPD7005_02960","RZME10_01918"
"g002157_000001","g002157","minC","Septum site-determining protein MinC",60,31,309,1,1,1,0,0,0,0,309,"Septum site-determining protein MinC(309)","minC(309)",726,888,747.49,767,1,"DE0067_00840","DE0068_00840","ICMP17598_00544","TPD7009_01614","TPD7005_01334","RZME10_01188"
"g006181_000003","g006181","secE","Protein translocase subunit SecE",80,9,309,1,1,1,0,0,0,0,309,"Protein translocase subunit SecE(309)","secE(309)",201,201,201,768,1,"DE0067_00122","DE0068_00122","ICMP17598_04540","TPD7009_04806","TPD7005_00793","RZME10_04091"
"g003204_000002","g003204",NA,"hypothetical protein",70,24,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",588,687,617.78,769,1,"DE0067_02698","DE0068_02697","ICMP17598_02500","TPD7009_00922","TPD7005_00332","RZME10_00347"
"g000361_000002","g000361","cmpC","Bicarbonate transport ATP-binding protein CmpC",70,60,309,1,1,1,0,0,0,0,309,"Bicarbonate transport ATP-binding protein CmpC(174):Nitrate transport protein NrtA(134):hypothetical protein(1)","cmpC(174):nrtA(134):NA(1)",549,1299,1278.69,770,1,"DE0067_04389","DE0068_04477","ICMP17598_04420","TPD7009_04058","TPD7005_04242","RZME10_02816"
"g002168","g002168","ygaV","hypothetical protein",50,31,309,1,1,1,0,0,0,0,309,"hypothetical protein(306):putative HTH-type transcriptional regulator YgaV(3)","NA(306):ygaV(3)",291,336,302.85,771,1,"DE0067_02470","DE0068_02469","ICMP17598_02739","TPD7009_00683","TPD7005_00570","RZME10_00104"
"g002886_000002","g002886","rhtB","Homoserine/homoserine lactone efflux protein",70,25,309,1,1,1,2,0,2,0,309,"Homoserine/homoserine lactone efflux protein(307):hypothetical protein(4)","rhtB(307):NA(4)",231,675,614.65,772,1,"DE0067_03103","DE0068_03566","ICMP17598_03054","TPD7009_02234","TPD7005_01550","RZME10_00645"
"g000423_000002","g000423",NA,"hypothetical protein",70,58,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",201,279,214.37,773,1,"DE0067_04292","DE0068_04292","ICMP17598_04148","TPD7009_02813","TPD7005_03889","RZME10_03640"
"g000112","g000112",NA,"hypothetical protein",50,80,309,1,1,1,4,0,4,0,309,"hypothetical protein(313)","NA(313)",228,591,565.1,774,1,"DE0067_02764","DE0068_02763","ICMP17598_02436","TPD7009_00984","TPD7005_00270","RZME10_00410"
"g001014","g001014","iolB","5-deoxy-glucuronate isomerase",50,43,309,1.08,1,2,0,24,0,24,333,"5-deoxy-glucuronate isomerase(333)","iolB(333)",741,1044,810.91,775,1,"DE0067_00536;DE0067_01254","DE0068_00536;DE0068_01254","ICMP17598_00828","TPD7009_01402","TPD7005_01122","RZME10_02976;RZME10_04457"
"g000119_000001","g000119","purU","Formyltetrahydrofolate deformylase",60,77,309,1.94,1,5,2,210,2,292,601,"Formyltetrahydrofolate deformylase(603)","purU(603)",144,1038,836.26,776,1,"DE0067_00388;DE0067_02723","DE0068_00388;DE0068_02722","ICMP17598_00975;ICMP17598_02476","TPD7009_00948;TPD7009_03749","TPD7005_00306;TPD7005_00973","RZME10_00372;RZME10_04595"
"g002370_000003","g002370","garB","Glutathione amide reductase",80,29,309,1,1,1,0,0,0,0,309,"Glutathione amide reductase(309)","garB(309)",1386,1434,1388.23,777,1,"DE0067_01916","DE0068_01764","ICMP17598_01836","TPD7009_00021","TPD7005_02662","RZME10_02156"
"g000818","g000818","oprF","hypothetical protein",50,45,309,1,1,2,1,1,1,1,310,"hypothetical protein(310):Outer membrane porin F(1)","NA(310):oprF(1)",552,2637,2347.22,778,1,"DE0067_02238","DE0068_01442","ICMP17598_02156","TPD7009_00399","TPD7005_03040","RZME10_01838"
"g001996_000003","g001996",NA,"hypothetical protein",80,31,309,1,1,2,0,1,0,1,310,"hypothetical protein(310)","NA(310)",894,987,947.12,779,1,"DE0067_02953","DE0068_02952","ICMP17598_02256","TPD7009_01211","TPD7005_00043","RZME10_03536"
"g002914_1_000001","g002914_1","mcbR","HTH-type transcriptional regulator McbR",60,24,309,1,1,1,0,0,0,0,309,"HTH-type transcriptional regulator McbR(109):hypothetical protein(105):putative D-xylose utilization operon transcriptional repressor(88):HTH-type transcriptional repressor RspR(7)","mcbR(109):NA(105):gntR(88):rspR(7)",669,849,698.32,780,1,"DE0067_03652","DE0068_03016","ICMP17598_01234","TPD7009_04608","TPD7005_03158","RZME10_03208"
"g000290","g000290",NA,"hypothetical protein",50,65,309,1.27,1,3,3,82,3,84,393,"hypothetical protein(396)","NA(396)",480,1080,760.24,781,1,"DE0067_02038","DE0068_01642","ICMP17598_01960","TPD7009_00202","TPD7005_02843","RZME10_02031"
"g000333_000001","g000333","rutB","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB",60,62,309,1,1,2,0,1,0,1,310,"Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB(179):hypothetical protein(131)","rutB(179):NA(131)",558,594,567.79,782,1,"DE0067_04453","DE0068_04413","ICMP17598_04483","TPD7009_03994","TPD7005_04178","RZME10_02753"
"g001709_000001","g001709",NA,"putative protein",60,35,309,1,1,1,0,0,0,0,309,"putative protein(309)","NA(309)",813,828,820.21,783,1,"DE0067_02613","DE0068_02612","ICMP17598_02590","TPD7009_00832","TPD7005_00421","RZME10_00255"
"g001044","g001044",NA,"hypothetical protein",50,41,309,1,1,1,1,0,1,0,309,"hypothetical protein(310)","NA(310)",330,1785,1663.39,784,1,"DE0067_04289","DE0068_04289","ICMP17598_04145","TPD7009_02816","TPD7005_03886","RZME10_03643"
"g003376_000001","g003376","sbp","Sulfate-binding protein",60,23,309,1,1,1,0,0,0,0,309,"Sulfate-binding protein(309)","sbp(309)",1017,1155,1031.56,785,1,"DE0067_01402","DE0068_02277","ICMP17598_01264","TPD7009_04577","TPD7005_03189","RZME10_03177"
"g001736","g001736","clsA","putative cardiolipin synthase YwiE",50,34,309,1,1,1,0,0,0,0,309,"putative cardiolipin synthase YwiE(143):Cardiolipin synthase A(111):Major cardiolipin synthase ClsA(55)","clsA(166):ywiE(143)",1449,1578,1465.04,786,1,"DE0067_00818","DE0068_00818","ICMP17598_00566","TPD7009_01592","TPD7005_01312","RZME10_01210"
"g001154_000003","g001154","trmFO","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO",80,35,309,1,1,1,0,0,0,0,309,"Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO(309)","trmFO(309)",1377,1716,1453.53,787,1,"DE0067_01895","DE0068_01785","ICMP17598_01815","TPD7009_04729","TPD7005_02639","RZME10_02202"
"g001150_1_000003","g001150_1","ligA","DNA ligase",70,38,309,1,1,1,0,0,0,0,309,"DNA ligase(309)","ligA(309)",1905,2433,2170.73,788,1,"DE0067_02349","DE0068_02348","ICMP17598_02855","TPD7009_00561","TPD7005_00692","RZME10_01675"
"g001380_000002","g001380",NA,"hypothetical protein",70,37,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",210,345,220.35,789,1,"DE0067_02322","DE0068_02321","ICMP17598_02882","TPD7009_00536","TPD7005_00717","RZME10_01701"
"g002594_000001","g002594","rnpA","Ribonuclease P protein component",60,28,309,1,1,1,0,0,0,0,309,"Ribonuclease P protein component(242):hypothetical protein(67)","rnpA(242):NA(67)",195,414,348.63,790,1,"DE0067_03252","DE0068_03417","ICMP17598_03203","TPD7009_02383","TPD7005_01699","RZME10_02390"
"g001151_1_000002","g001151_1","yihS","Sulfoquinovose isomerase",70,36,309,1.01,1,2,1,2,1,2,311,"Sulfoquinovose isomerase(312)","yihS(311):NA(1)",567,2487,1251.68,791,1,"DE0067_02427","DE0068_02426","ICMP17598_02780","TPD7009_00636;TPD7009_04150","TPD7005_00617;TPD7005_04510","RZME10_00057"
"g000575_000001","g000575","dhfrIII","IS1595 family transposase ISSsu9",60,53,309,1,1,1,0,0,0,0,309,"IS1595 family transposase ISSsu9(286):Dihydrofolate reductase type 3(23)","NA(286):dhfrIII(23)",216,555,519.76,792,1,"DE0067_02315","DE0068_02314","ICMP17598_02888","TPD7009_00530","TPD7005_00723","RZME10_01708"
"g000063_1_000004","g000063_1","gbpR","HTH-type transcriptional regulator GbpR",70,28,309,1.02,1,2,41,5,41,5,314,"HTH-type transcriptional regulator GbpR(309):Beta-ketoadipyl-CoA thiolase(44):3-ketoacyl-CoA thiolase(2)","gbpR(309):pcaF(44):fadA(2)",840,1533,970.34,793,1,"DE0067_01298","DE0068_01298","ICMP17598_00079","TPD7009_04277","TPD7005_02137","RZME10_03019"
"g000526","g000526",NA,"hypothetical protein",50,53,309,1,1,1,2,0,2,0,309,"hypothetical protein(311)","NA(311)",171,1395,1091.2,794,1,"DE0067_04088","DE0068_04088","ICMP17598_03954","TPD7009_03015","TPD7005_03687","RZME10_00828"
"g001012_000001","g001012","allE","(S)-ureidoglycine aminohydrolase",60,42,309,1.02,1,3,2,6,2,7,316,"(S)-ureidoglycine aminohydrolase(312):hypothetical protein(6)","allE(312):NA(6)",183,837,809.17,795,1,"DE0067_00218","DE0068_00218","ICMP17598_01120","TPD7009_03597","TPD7005_00821","RZME10_03382"
"g001223_000001","g001223","mrpG","Na(+)/H(+) antiporter subunit G",60,39,309,1,1,1,0,0,0,0,309,"Na(+)/H(+) antiporter subunit G(308):hypothetical protein(1)","mrpG(308):NA(1)",234,366,346.76,796,1,"DE0067_01514","DE0068_02166","ICMP17598_01374","TPD7009_03865","TPD7005_03299","RZME10_03065"
"g001935_1_000003","g001935_1","hcaC","3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit",80,32,309,1.02,1,2,0,7,0,7,316,"3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit(288):Assimilatory nitrite reductase [NAD(P)H] small subunit(25):hypothetical protein(3)","hcaC(288):nasE(25):NA(3)",330,348,335.72,797,1,"DE0067_04394","DE0068_04472","ICMP17598_04425","TPD7009_04053","TPD7005_04237","RZME10_02811"
"g002016_000001","g002016","alx","Putative membrane-bound redox modulator Alx",60,27,309,1,1,1,1,0,1,0,309,"Putative membrane-bound redox modulator Alx(310)","alx(310)",342,1014,980.87,798,1,"DE0067_01911","DE0068_01769","ICMP17598_01831","TPD7009_00016","TPD7005_02657","RZME10_02161"
"g002347","g002347","mprF","Phosphatidylglycerol lysyltransferase",50,27,309,1,1,1,2,0,2,0,309,"Phosphatidylglycerol lysyltransferase(308):hypothetical protein(3)","mprF(308):NA(3)",582,2640,2588.58,799,1,"DE0067_00565","DE0068_00565","ICMP17598_00800","TPD7009_01431","TPD7005_01151","RZME10_04428"
"g001752","g001752",NA,"hypothetical protein",50,34,309,1,1,1,0,0,0,0,309,"hypothetical protein(309)","NA(309)",1260,1437,1320.94,800,1,"DE0067_03411","DE0068_03258","ICMP17598_03363","TPD7009_02562","TPD7005_01878","RZME10_02564"
"g001083_000003","g001083","etfB","Electron transfer flavoprotein subunit beta",80,42,309,1.43,1,5,1,99,1,132,441,"Electron transfer flavoprotein subunit beta(441):Protein FixA(1)","etfB(441):fixA(1)",258,768,744.98,801,1,"DE0067_00765","DE0068_00765","ICMP17598_00619","TPD7009_01539","TPD7005_01259","RZME10_01264"
"g000236_1_000007","g000236_1","folD","Bifunctional protein FolD protein",80,51,309,1.39,1,4,0,78,0,122,431,"Bifunctional protein FolD protein(431)","folD(431)",153,936,798.44,802,1,"DE0067_03452","DE0068_03216","ICMP17598_03404","TPD7009_02603","TPD7005_01919","RZME10_02636"
"g001200_000001","g001200","chaC","Glutathione-specific gamma-glutamylcyclotransferase",60,40,309,1,1,1,0,0,0,0,309,"Glutathione-specific gamma-glutamylcyclotransferase(309)","chaC(309)",498,573,532.97,803,1,"DE0067_00657","DE0068_00657","ICMP17598_00729","TPD7009_01498","TPD7005_01218","RZME10_04346"
"g000239_1_000005","g000239_1","etfA","Electron transfer flavoprotein subunit alpha",80,64,309,1.52,1,5,0,107,0,160,469,"Electron transfer flavoprotein subunit alpha(469)","etfA(469)",126,960,859.41,804,1,"DE0067_00766","DE0068_00766","ICMP17598_00618","TPD7009_01540","TPD7005_01260","RZME10_01263"
