"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP6625","CFBP6626"
"g002263_000003","g002263","hemB","Delta-aminolevulinic acid dehydratase",80,28,311,1,1,1,1,0,1,0,311,"Delta-aminolevulinic acid dehydratase(312)","hemB(312)",483,1020,1010.81,339,1,"CFBP6625_00829","CFBP6626_00811"
"g002959_000002","g002959",NA,"hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",459,459,459,339,2,"CFBP6625_00828","CFBP6626_00810"
"g002634_1_000005","g002634_1",NA,"hypothetical protein",80,26,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",294,3831,3780.88,340,1,"CFBP6625_01433","CFBP6626_01322"
"g001434_1_000010","g001434_1","gpt","Xanthine phosphoribosyltransferase",80,19,311,1,1,1,0,0,0,0,311,"Xanthine phosphoribosyltransferase(311)","gpt(311)",498,792,529.58,340,2,"CFBP6625_01432","CFBP6626_01321"
"g001631_000002","g001631","recF","DNA replication and repair protein RecF",70,34,311,1,1,1,0,0,0,0,311,"DNA replication and repair protein RecF(311)","recF(311)",1125,1173,1127.46,341,1,"CFBP6625_02759","CFBP6626_02598"
"g000860_000002","g000860","moeZ","putative adenylyltransferase/sulfurtransferase MoeZ",70,45,311,1,1,1,0,0,0,0,311,"putative adenylyltransferase/sulfurtransferase MoeZ(311)","moeZ(311)",753,831,775.23,341,2,"CFBP6625_02760","CFBP6626_02599"
"g000901_000001","g000901","lpxI","UDP-2%2C3-diacylglucosamine pyrophosphatase LpxI",60,42,311,1,1,1,0,0,0,0,311,"UDP-2%2C3-diacylglucosamine pyrophosphatase LpxI(311)","lpxI(311)",822,894,876.04,342,1,"CFBP6625_01039","CFBP6626_01019"
"g000378_000001","g000378","lpxB","Lipid-A-disaccharide synthase",60,57,311,1,1,1,0,0,0,0,311,"Lipid-A-disaccharide synthase(311)","lpxB(311)",1173,1206,1182.6,342,2,"CFBP6625_01040","CFBP6626_01020"
"g000689_000001","g000689","rnhB","Ribonuclease HII",60,48,311,1,1,2,1,1,1,1,312,"Ribonuclease HII(277):hypothetical protein(34):Ribonuclease HIII(2)","rnhB(277):NA(34):rnhC(2)",219,915,671.3,343,1,"CFBP6625_00384","CFBP6626_00364"
"g002732_000002","g002732","atpF","ATP synthase subunit b",70,27,311,1,1,2,0,1,0,1,312,"ATP synthase subunit b(312)","atpF(312)",480,492,487.52,343,2,"CFBP6625_00382","CFBP6626_00362"
"g005240_000004","g005240","carB","Carbamoyl-phosphate synthase large chain",90,13,311,1,1,1,3,0,3,0,311,"Carbamoyl-phosphate synthase large chain(314)","carB(314)",1059,3489,3446.77,344,1,"CFBP6625_01950","CFBP6626_01861"
"g005115_000003","g005115","greA","Transcription elongation factor GreA",80,15,311,1,1,1,0,0,0,0,311,"Transcription elongation factor GreA(311)","greA(311)",477,477,477,344,2,"CFBP6625_01956","CFBP6626_01867"
"g000170_1_000006","g000170_1","ibpA","Small heat shock protein IbpA",70,24,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(311)","ibpA(311)",465,486,475.73,345,1,"CFBP6625_03858","CFBP6626_03741"
"g001430","g001430","pldB","Lysophospholipase L2",50,37,311,1,1,1,0,0,0,0,311,"Lysophospholipase L2(309):hypothetical protein(2)","pldB(309):NA(2)",846,1158,963.96,345,2,"CFBP6625_03857","CFBP6626_03740"
"g002242","g002242","flhB","Flagellar biosynthetic protein FlhB",50,30,311,1,1,1,1,0,1,0,311,"Flagellar biosynthetic protein FlhB(303):hypothetical protein(9)","flhB(303):NA(9)",408,1137,1077.22,346,1,"CFBP6625_00227","CFBP6626_00208"
"g002175_000001","g002175",NA,"hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",363,450,437.48,346,2,"CFBP6625_00228","CFBP6626_00209"
"g000723_000003","g000723",NA,"hypothetical protein",80,49,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,744,571.67,347,1,"CFBP6625_02032","CFBP6626_01942"
"g005956_000003","g005956","gltA","Citrate synthase",80,11,311,1.01,1,2,0,2,0,2,313,"Citrate synthase(313)","gltA(310):aarA(3)",1290,1308,1290.06,348,1,"CFBP6625_01041","CFBP6626_01021"
"g000824_1_000010","g000824_1","phaA","Acetyl-CoA acetyltransferase",80,40,311,1.09,1,3,1,27,1,28,339,"Acetyl-CoA acetyltransferase(340)","phaA(340)",441,1188,1176.37,349,1,"CFBP6625_02623","CFBP6626_02462"
"g004827_000002","g004827",NA,"hypothetical protein",70,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",573,579,575.22,350,1,"CFBP6625_02622","CFBP6626_02461"
"g000116","g000116","def","Peptide deformylase",50,80,311,1,1,1,0,0,0,0,311,"Peptide deformylase(311)","def(311)",486,594,495.96,351,1,"CFBP6625_01171","CFBP6626_01150"
"g004209_000003","g004209",NA,"hypothetical protein",80,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",693,708,702.5,352,1,"CFBP6625_02601","CFBP6626_02440"
"g004055_000003","g004055","yheS","putative ABC transporter ATP-binding protein YheS",80,19,311,1,1,1,0,0,0,0,311,"putative ABC transporter ATP-binding protein YheS(311)","yheS(311)",1284,1917,1622.74,353,1,"CFBP6625_03807","CFBP6626_03690"
"g003198_000002","g003198",NA,"hypothetical protein",70,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",603,675,611.66,354,1,"CFBP6625_00443","CFBP6626_00423"
"g001985_000002","g001985","pepF1","hypothetical protein",70,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(280):Oligoendopeptidase F%2C plasmid(31)","NA(280):pepF1(31)",1845,1884,1853.88,355,1,"CFBP6625_03749","CFBP6626_03613"
"g001153_000003","g001153","comM","Competence protein ComM",80,29,311,1,1,1,61,0,61,0,311,"Competence protein ComM(370):hypothetical protein(11)","comM(370):NA(11)",216,1632,1250.96,356,1,"CFBP6625_02989","CFBP6626_02825"
"g003500_000002","g003500","glnD","Bifunctional uridylyltransferase/uridylyl-removing enzyme",70,22,311,1,1,1,3,0,3,0,311,"Bifunctional uridylyltransferase/uridylyl-removing enzyme(314)","glnD(314)",675,2931,2810.37,357,1,"CFBP6625_00022","CFBP6626_00022"
"g002195_000001","g002195","ndvB","Cyclic beta-(1%2C2)-glucan synthase NdvB",60,26,311,1.01,1,2,2,4,2,4,315,"Cyclic beta-(1%2C2)-glucan synthase NdvB(317)","ndvB(317)",309,8547,8366.64,358,1,"CFBP6625_02586","CFBP6626_02425"
"g000284","g000284","dmsA","Dimethyl sulfoxide reductase DmsA",50,65,311,1,1,1,108,0,108,0,311,"Dimethyl sulfoxide reductase DmsA(181):Putative dimethyl sulfoxide reductase chain YnfE(112):GDP-mannose pyrophosphatase NudK(108):putative dimethyl sulfoxide reductase chain YnfF(17):Nitrate reductase(1)","dmsA(181):ynfE(112):nudK(108):ynfF(17):napA(1)",594,2817,1772.36,359,1,"CFBP6625_00801","CFBP6626_00783"
"g001104_000002","g001104","aroA","3-phosphoshikimate 1-carboxyvinyltransferase",70,40,311,1,1,1,0,0,0,0,311,"3-phosphoshikimate 1-carboxyvinyltransferase(311)","aroA(311)",1185,1302,1269.22,360,1,"CFBP6625_00300","CFBP6626_00278"
"g002190_000002","g002190","srmB","ATP-dependent RNA helicase SrmB",70,29,311,1,1,1,3,0,3,0,311,"ATP-dependent RNA helicase SrmB(175):ATP-dependent RNA helicase RhlB(133):hypothetical protein(6)","srmB(175):rhlB(133):NA(6)",636,2637,2497.34,361,1,"CFBP6625_00134","CFBP6626_00140"
"g002680_000001","g002680","sasA","Adaptive-response sensory-kinase SasA",60,27,311,1,1,1,0,0,0,0,311,"Adaptive-response sensory-kinase SasA(231):Sensor histidine kinase RcsC(80)","sasA(231):rcsC(80)",1530,1536,1534.42,362,1,"CFBP6625_01680","CFBP6626_01593"
"g002741_000002","g002741",NA,"hypothetical protein",70,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1062,1107,1098.1,363,1,"CFBP6625_02892","CFBP6626_02728"
"g001994","g001994",NA,"hypothetical protein",50,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",579,774,591.29,364,1,"CFBP6625_00888","CFBP6626_00868"
"g000128_1_000002","g000128_1",NA,"hypothetical protein",60,29,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",447,621,610.58,365,1,"CFBP6625_02933","CFBP6626_02769"
"g001611_1_000001","g001611_1","qseB","Transcriptional regulatory protein QseB",60,27,311,1.01,1,2,0,2,0,2,313,"Transcriptional regulatory protein QseB(178):Swarming motility regulation protein RssB(134):Transcriptional regulatory protein BasR(1)","qseB(178):rssB(134):basR(1)",630,762,658.97,366,1,"CFBP6625_04038","CFBP6626_03909"
"g000466_000002","g000466",NA,"hypothetical protein",70,55,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",156,483,418.76,367,1,"CFBP6625_01936","CFBP6626_01847"
"g005014_1_000005","g005014_1","ilvD","Dihydroxy-acid dehydratase",80,12,311,1,1,1,1,0,1,0,311,"Dihydroxy-acid dehydratase(312)","ilvD(312)",567,1884,1831.2,368,1,"CFBP6625_01698","CFBP6626_01610"
"g004472_000003","g004472","menF","Isochorismate synthase MenF",80,17,311,1,1,1,0,0,0,0,311,"Isochorismate synthase MenF(306):Carbamoyl-phosphate synthase small chain(5)","menF(306):carA(5)",2190,2190,2190,369,1,"CFBP6625_02061","CFBP6626_01973"
"g004197_1_000003","g004197_1","yieH","6-phosphogluconate phosphatase",70,18,311,1,1,1,0,0,0,0,311,"6-phosphogluconate phosphatase(311)","yieH(311)",684,759,691.1,370,1,"CFBP6625_00451","CFBP6626_00431"
"g002045_000002","g002045","sppA","hypothetical protein",70,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(289):Putative signal peptide peptidase SppA(22)","NA(289):sppA(22)",642,882,864.41,371,1,"CFBP6625_00293","CFBP6626_00273"
"g000026","g000026","soxA","Monomeric sarcosine oxidase",50,137,311,1.58,1,3,1,176,1,179,490,"Monomeric sarcosine oxidase(486):hypothetical protein(4):N-methyl-L-tryptophan oxidase(1)","soxA(486):NA(4):solA(1)",237,1197,1179.38,372,1,"CFBP6625_01884;CFBP6625_01885","CFBP6626_01794;CFBP6626_01795"
"g003298_000003","g003298","lexA","LexA repressor",80,24,311,1,1,1,0,0,0,0,311,"LexA repressor(311)","lexA(311)",366,792,721.81,373,1,"CFBP6625_01044","CFBP6626_01024"
"g001424","g001424","hisC","Histidinol-phosphate aminotransferase",50,36,311,1,1,2,0,1,0,1,312,"Histidinol-phosphate aminotransferase(159):hypothetical protein(138):Vitamin B6 salvage pathway transcriptional repressor PtsJ(8):HTH-type transcriptional regulator TauR(7)","hisC(159):NA(138):ptsJ(8):tauR(7)",702,1443,1413.46,374,1,"CFBP6625_01638","CFBP6626_01551"
"g001726_000003","g001726","dapb1","Dipeptidyl aminopeptidase BI",80,29,311,1,1,1,3,0,3,0,311,"Dipeptidyl aminopeptidase BI(311):Protease 2(3)","dapb1(311):ptrB(3)",246,2196,2098.85,375,1,"CFBP6625_00559","CFBP6626_00542"
"g000121","g000121",NA,"hypothetical protein",50,77,311,1.27,1,3,3,80,3,84,395,"hypothetical protein(398)","NA(398)",174,651,568.48,376,1,"CFBP6625_01059","CFBP6626_01039"
"g000556","g000556","cobH","Precorrin-8X methylmutase",50,53,311,1,1,1,2,0,2,0,311,"Precorrin-8X methylmutase(260):hypothetical protein(53)","cobH(260):NA(53)",633,1764,801.67,377,1,"CFBP6625_02657","CFBP6626_02496"
"g003240_000003","g003240",NA,"hypothetical protein",80,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,513,510.82,378,1,"CFBP6625_01827","CFBP6626_01740"
"g002943_000001","g002943",NA,"hypothetical protein",60,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",366,396,377.35,379,1,"CFBP6625_00247","CFBP6626_00228"
"g000155","g000155","menF","Isochorismate synthase MenF",50,74,311,1,1,1,0,0,0,0,311,"Isochorismate synthase MenF(216):Aminodeoxychorismate synthase component 1(95)","menF(216):pabB(95)",927,1254,1156.56,380,1,"CFBP6625_01379","CFBP6626_01268"
"g000138_1_000001","g000138_1","gntK","Gluconokinase",60,49,311,1,1,1,0,0,0,0,311,"Gluconokinase(260):Thermoresistant gluconokinase(51)","NA(260):gntK(51)",504,546,520.36,381,1,"CFBP6625_02878","CFBP6626_02715"
"g002378_000001","g002378","ycaD","putative MFS-type transporter YcaD",60,25,311,1,1,1,1,0,1,0,311,"putative MFS-type transporter YcaD(312)","ycaD(312)",444,1296,1280.08,382,1,"CFBP6625_03723","CFBP6626_03588"
"g000007_1_000003","g000007_1","omp2b","Porin Omp2b",80,181,311,4.22,1,11,20,253,20,1001,1312,"Porin Omp2b(608):Outer membrane protein IIIA(565):Porin Omp2a(154):hypothetical protein(5)","omp2b(608):ropA(565):omp2a(154):NA(5)",207,1296,1055.67,383,1,"CFBP6625_00686;CFBP6625_04671;CFBP6625_04967","CFBP6626_00668;CFBP6626_00669;CFBP6626_04512"
"g004240_000003","g004240","queF","NADPH-dependent 7-cyano-7-deazaguanine reductase",80,19,311,1,1,1,0,0,0,0,311,"NADPH-dependent 7-cyano-7-deazaguanine reductase(311)","queF(311)",465,465,465,384,1,"CFBP6625_02045","CFBP6626_01957"
"g000658","g000658","dgkA","hypothetical protein",50,47,311,1.02,1,2,0,6,0,6,317,"hypothetical protein(189):Diacylglycerol kinase(128)","NA(189):dgkA(128)",381,450,406.24,385,1,"CFBP6625_01681","CFBP6626_01594"
"g003143_000002","g003143",NA,"hypothetical protein",70,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",390,399,394.13,386,1,"CFBP6625_00524","CFBP6626_00506"
"g002446_1_000003","g002446_1","phaB","Acetoacetyl-CoA reductase",70,27,311,1.25,1,2,0,77,0,77,388,"Acetoacetyl-CoA reductase(381):3-oxoacyl-[acyl-carrier-protein] reductase FabG(7)","phaB(381):fabG(7)",726,726,726,387,1,"CFBP6625_02624","CFBP6626_02463"
"g001547_1_000001","g001547_1","erfK","hypothetical protein",60,31,311,1.01,1,2,0,4,0,4,315,"hypothetical protein(314):putative L%2CD-transpeptidase ErfK/SrfK(1)","NA(314):erfK(1)",336,825,742.43,388,1,"CFBP6625_00330","CFBP6626_00308"
"g001759_000002","g001759","mgtA","GDP-mannose-dependent alpha-mannosyltransferase",70,26,311,1,1,1,1,0,1,0,311,"GDP-mannose-dependent alpha-mannosyltransferase(304):hypothetical protein(8)","mgtA(304):NA(8)",495,1173,1066.43,389,1,"CFBP6625_02069","CFBP6626_01980"
"g002113_000003","g002113","purC","Phosphoribosylaminoimidazole-succinocarboxamide synthase",80,31,311,1,1,1,0,0,0,0,311,"Phosphoribosylaminoimidazole-succinocarboxamide synthase(311)","purC(311)",942,1119,962,390,1,"CFBP6625_02408","CFBP6626_02248"
"g000004_9_000001","g000004_9","malK","Maltose/maltodextrin import ATP-binding protein MalK",60,420,311,9.42,5,13,213,311,522,2620,2931,"Maltose/maltodextrin import ATP-binding protein MalK(1983):sn-glycerol-3-phosphate import ATP-binding protein UgpC(1367):Trehalose import ATP-binding protein SugC(143):hypothetical protein(26):Vitamin B12 import ATP-binding protein BtuD(1)","malK(1983):ugpC(1367):sugC(143):NA(26):btuD(1)",183,1206,1056.67,391,1,"(CFBP6625_03062:CFBP6625_04785);CFBP6625_02986;CFBP6625_03129;CFBP6625_03301;CFBP6625_03982;CFBP6625_04423;CFBP6625_04529;CFBP6625_04592;CFBP6625_04629","(CFBP6626_04470:CFBP6626_04644);CFBP6626_02822;CFBP6626_02898;CFBP6626_02965;CFBP6626_03169;CFBP6626_03853;CFBP6626_04269;CFBP6626_04377"
"g003021_000002","g003021","fliI","Flagellum-specific ATP synthase",70,25,311,1,1,1,0,0,0,0,311,"Flagellum-specific ATP synthase(161):ATP synthase subunit beta(121):V-type ATP synthase beta chain(23):putative ATP synthase YscN(6)","fliI(161):atpB(144):yscN(6)",423,1467,1391.49,392,1,"CFBP6625_00220","CFBP6626_00201"
"g001977_000001","g001977","rlmD","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD",60,32,311,1,1,1,0,0,0,0,311,"23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD(311)","rlmD(311)",1251,1257,1251.99,393,1,"CFBP6625_00399","CFBP6626_00379"
"g000005_8","g000005_8","glnQ","Glutamine transport ATP-binding protein GlnQ",50,202,311,4.78,1,12,153,299,449,1175,1486,"Glutamine transport ATP-binding protein GlnQ(1303):L-cystine import ATP-binding protein TcyC(267):Vitamin B12 import ATP-binding protein BtuD(228):Octopine permease ATP-binding protein P(202):Arginine transport ATP-binding protein ArtM(47):hypothetical protein(2):Histidine transport ATP-binding protein HisP(1)","glnQ(1303):tcyC(267):btuD(228):occP(202):artM(47):NA(2):hisP(1)",252,1569,848.18,394,1,"CFBP6625_03023;CFBP6625_04772","CFBP6626_02859"
"g000298_000001","g000298","yffB","Protein YffB",60,65,311,1,1,1,0,0,0,0,311,"Protein YffB(189):putative protein(120):Regulatory protein Spx(2)","yffB(189):NA(120):spxA(2)",345,468,352.61,395,1,"CFBP6625_02957","CFBP6626_02793"
"g002497_000001","g002497","mdtD","Putative multidrug resistance protein MdtD",60,28,311,1,1,1,0,0,0,0,311,"Putative multidrug resistance protein MdtD(192):Multidrug resistance protein 3(119)","mdtD(192):bmr3(119)",1497,1605,1537.33,396,1,"CFBP6625_00504","CFBP6626_00485"
"g000069_000001","g000069","nasA","Nitrate reductase",60,98,311,1.03,1,2,0,9,0,9,320,"Nitrate reductase(320)","nasA(320)",2505,2721,2655.39,397,1,"CFBP6625_03871","CFBP6626_03754"
"g005682_000004","g005682","glyQ","Glycine--tRNA ligase alpha subunit",90,12,311,1,1,1,0,0,0,0,311,"Glycine--tRNA ligase alpha subunit(311)","glyQ(311)",954,1020,960.3,398,1,"CFBP6625_00297","CFBP6626_00275"
"g000717","g000717","gloB","Hydroxyacylglutathione hydrolase",50,49,311,1,1,1,0,0,0,0,311,"Hydroxyacylglutathione hydrolase(311)","gloB(311)",909,981,911.55,399,1,"CFBP6625_00471","CFBP6626_00451"
"g001395_1_000002","g001395_1","kup","Low affinity potassium transport system protein kup",70,31,311,1.13,1,3,1,39,1,40,351,"Low affinity potassium transport system protein kup(352)","kup(352)",396,2061,1897.84,400,1,"CFBP6625_00376","CFBP6626_00355"
"g002508_1_000007","g002508_1","leuC","3-isopropylmalate dehydratase large subunit",80,20,311,1,1,1,1,0,1,0,311,"3-isopropylmalate dehydratase large subunit(308):3-isopropylmalate dehydratase large subunit 1(4)","leuC(308):leuC1(4)",375,1422,1405.57,401,1,"CFBP6625_02567","CFBP6626_02406"
"g000427","g000427","recQ","ATP-dependent DNA helicase RecQ",50,51,311,1.02,1,3,5,5,5,6,317,"ATP-dependent DNA helicase RecQ(316):hypothetical protein(6)","recQ(316):NA(6)",174,2025,1798.18,402,1,"CFBP6625_02748","CFBP6626_02587"
"g000048_1_000062","g000048_1","cspG","Cold shock-like protein 7.0",90,7,311,1,1,1,0,0,0,0,311,"Cold shock-like protein 7.0(257):Cold shock-like protein CspG(53):Cold shock protein CspA(1)","NA(257):cspG(53):cspA(1)",216,216,216,403,1,"CFBP6625_01972","CFBP6626_01883"
"g001253_1_000001","g001253_1","rafR","HTH-type transcriptional regulator RafR",60,37,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator RafR(298):HTH-type transcriptional repressor PurR(13)","rafR(298):purR(13)",867,1236,1049.12,404,1,"CFBP6625_01149","CFBP6626_01128"
"g000627_000001","g000627",NA,"Tn3 family transposase TnXax1",60,49,311,1,1,1,1,0,1,0,311,"Tn3 family transposase TnXax1(257):hypothetical protein(55)","NA(312)",540,1461,1298.55,405,1,"CFBP6625_02778","CFBP6626_02616"
"g000308_1_000001","g000308_1","accA1","Acetyl-/propionyl-coenzyme A carboxylase alpha chain",60,62,311,1.06,1,2,0,19,0,19,330,"Acetyl-/propionyl-coenzyme A carboxylase alpha chain(210):D-alanine--D-alanine ligase(119):hypothetical protein(1)","accA1(210):ddl(119):NA(1)",780,2022,2001.79,406,1,"CFBP6625_03616","CFBP6626_03424"
"g002517_000003","g002517","pfp","Pyrophosphate--fructose 6-phosphate 1-phosphotransferase",80,27,311,1,1,1,1,0,1,0,311,"Pyrophosphate--fructose 6-phosphate 1-phosphotransferase(312)","pfp(312)",606,1215,1208.67,407,1,"CFBP6625_01889","CFBP6626_01799"
"g000637_000002","g000637",NA,"hypothetical protein",70,51,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",993,1008,1002.76,408,1,"CFBP6625_00500","CFBP6626_00481"
"g001457_1_000001","g001457_1",NA,"hypothetical protein",60,31,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",552,714,655.1,409,1,"CFBP6625_04469","CFBP6626_04317"
"g003937_000002","g003937","ecfG","ECF RNA polymerase sigma factor EcfG",70,20,311,1,1,1,0,0,0,0,311,"ECF RNA polymerase sigma factor EcfG(311)","ecfG(311)",552,573,563.37,410,1,"CFBP6625_04185","CFBP6626_04045"
"g001879_000001","g001879",NA,"hypothetical protein",60,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",471,729,532.22,411,1,"CFBP6625_02839","CFBP6626_02677"
"g002470_000001","g002470",NA,"hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",330,429,385.78,412,1,"CFBP6625_00161","CFBP6626_00167"
"g003860_000002","g003860","gndA","6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating",70,20,311,1,1,1,0,0,0,0,311,"6-phosphogluconate dehydrogenase%2C NADP(+)-dependent%2C decarboxylating(271):6-phosphogluconate dehydrogenase%2C NAD(+)-dependent%2C decarboxylating(32):6-phosphogluconate dehydrogenase%2C decarboxylating(8)","gndA(271):gntZ(32):gnd(8)",1422,1458,1430.86,413,1,"CFBP6625_01153","CFBP6626_01132"
"g001033_000002","g001033","fcbB1","4-chlorobenzoyl coenzyme A dehalogenase-1",70,43,311,1,1,1,0,0,0,0,311,"4-chlorobenzoyl coenzyme A dehalogenase-1(172):putative enoyl-CoA hydratase echA8(77):1%2C2-epoxyphenylacetyl-CoA isomerase(31):2%2C3-dehydroadipyl-CoA hydratase(25):Crotonyl-CoA hydratase(3):4-chlorobenzoyl coenzyme A dehalogenase-2(3)","fcbB1(172):echA8(77):paaG(31):paaF(25):fcbB2(3):NA(3)",753,765,757.64,414,1,"CFBP6625_00397","CFBP6626_00377"
"g001606_000001","g001606","mtgA","Monofunctional biosynthetic peptidoglycan transglycosylase",60,35,311,1,1,1,0,0,0,0,311,"Monofunctional biosynthetic peptidoglycan transglycosylase(310):hypothetical protein(1)","mtgA(310):NA(1)",1311,2535,2361.56,415,1,"CFBP6625_02789","CFBP6626_02627"
"g001776_000001","g001776","yfcA","putative membrane transporter protein YfcA",60,34,311,1,1,1,0,0,0,0,311,"putative membrane transporter protein YfcA(295):hypothetical protein(16)","yfcA(295):NA(16)",786,942,807.86,416,1,"CFBP6625_01247","CFBP6626_01186"
"g002124_000003","g002124",NA,"hypothetical protein",80,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",957,966,962.25,417,1,"CFBP6625_00097","CFBP6626_00103"
