"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","UMA610","ICMP6402","SBV_302782"
"g001662_000001","g001662","pcaG","Protocatechuate 3%2C4-dioxygenase alpha chain",60,33,311,1.01,1,2,1,2,1,2,313,"Protocatechuate 3%2C4-dioxygenase alpha chain(313):hypothetical protein(1)","pcaG(313):NA(1)",204,621,614.48,314,2,"UMA610_01344","ICMP6402_02180","SBV_302782_01096"
"g002874_000003","g002874","truB","tRNA pseudouridine synthase B",80,26,311,1,1,1,0,0,0,0,311,"tRNA pseudouridine synthase B(310):hypothetical protein(1)","truB(310):NA(1)",138,948,938.04,315,1,"UMA610_03128","ICMP6402_03998","SBV_302782_01406"
"g003812_000002","g003812","rbfA","Ribosome-binding factor A",70,20,311,1,1,1,0,0,0,0,311,"Ribosome-binding factor A(311)","rbfA(311)",405,429,417.13,315,2,"UMA610_03129","ICMP6402_03997","SBV_302782_01407"
"g000227","g000227","cobD","Cobalamin biosynthesis protein CobD",50,70,311,1,1,1,1,0,1,0,311,"Cobalamin biosynthesis protein CobD(246):Cobalamin biosynthesis protein CbiB(65):hypothetical protein(1)","cobD(246):cbiB(65):NA(1)",144,1086,962.89,316,1,"UMA610_03730","ICMP6402_04099","SBV_302782_03829"
"g000249","g000249","cobQ","Cobyric acid synthase",50,68,311,1,1,1,0,0,0,0,311,"Cobyric acid synthase(311)","cobQ(311)",1362,1458,1454.6,316,2,"UMA610_03729","ICMP6402_04100","SBV_302782_03830"
"g000605","g000605",NA,"hypothetical protein",50,50,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",777,993,852.78,317,1,"UMA610_02860","ICMP6402_02852","SBV_302782_02901"
"g003792_000003","g003792","yebC","putative transcriptional regulatory protein",80,21,311,1,1,1,1,0,1,0,311,"putative transcriptional regulatory protein(311):transcriptional regulatory protein YebC(1)","NA(311):yebC(1)",330,849,746.77,317,2,"UMA610_02858","ICMP6402_02854","SBV_302782_02899"
"g004552_000002","g004552","nqo5","NADH-quinone oxidoreductase chain 5",70,17,311,1,1,1,0,0,0,0,311,"NADH-quinone oxidoreductase chain 5(311)","nqo5(311)",603,603,603,318,1,"UMA610_00439","ICMP6402_00792","SBV_302782_00662"
"g007262_000003","g007262","nuoD","NADH-quinone oxidoreductase subunit D",80,9,311,1,1,1,0,0,0,0,311,"NADH-quinone oxidoreductase subunit D(311)","nuoD(311)",1191,1245,1191.35,318,2,"UMA610_00437","ICMP6402_00794","SBV_302782_00660"
"g001839_000001","g001839","bamA","Outer membrane protein assembly factor BamA",60,33,311,1.01,1,2,0,4,0,4,315,"Outer membrane protein assembly factor BamA(315)","bamA(315)",2220,2355,2329.5,319,1,"UMA610_00329","ICMP6402_00903","SBV_302782_00553"
"g000597_000001","g000597","lpxD","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ",60,51,311,1,1,1,309,0,309,0,311,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ(309):UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase(226):UDP-3-O-acylglucosamine N-acyltransferase(85)","lpxD(311):fabZ(309)",465,1527,770.68,319,2,"(UMA610_00327:UMA610_00328)","(ICMP6402_00904:ICMP6402_00905)","(SBV_302782_00551:SBV_302782_00552)"
"g001050_1_000003","g001050_1","glpK","Glycerol kinase",70,26,311,1,1,2,0,1,0,1,312,"Glycerol kinase(312)","glpK(312)",1494,1536,1497.97,320,1,"UMA610_03059","ICMP6402_02642","SBV_302782_03086"
"g000984_000002","g000984","lig","DNA ligase",70,40,311,1,1,1,0,0,0,0,311,"DNA ligase(311)","lig(311)",1614,1638,1627.6,320,2,"UMA610_00863","ICMP6402_00368","SBV_302782_02158"
"g000663","g000663","iolC","5-dehydro-2-deoxygluconokinase",50,49,311,1.09,1,2,4,27,4,27,338,"5-dehydro-2-deoxygluconokinase(338):hypothetical protein(4)","iolC(338):NA(4)",147,1995,1882.47,321,1,"UMA610_01369","ICMP6402_02205","SBV_302782_01120"
"g000489_000001","g000489","iolD","3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase",60,48,311,1.08,1,2,2,25,2,25,336,"3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(338)","iolD(338)",480,1851,1822.22,321,2,"UMA610_01370","ICMP6402_02206","SBV_302782_01121"
"g001915_000001","g001915",NA,"hypothetical protein",60,30,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",333,783,695.25,322,1,"UMA610_00154","ICMP6402_01064","SBV_302782_00434"
"g000891","g000891",NA,"hypothetical protein",50,45,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",921,1020,979.33,322,2,"UMA610_00153","ICMP6402_01065","SBV_302782_00433"
"g001700","g001700",NA,"hypothetical protein",50,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",303,342,321.94,323,1,"UMA610_00503","ICMP6402_00728","SBV_302782_00786"
"g001865_000001","g001865","ilvA","L-threonine dehydratase biosynthetic IlvA",60,33,311,1,1,2,1,1,1,1,312,"L-threonine dehydratase biosynthetic IlvA(312):hypothetical protein(2)","ilvA(312):NA(2)",153,1377,1254.7,323,2,"UMA610_00504","ICMP6402_00727","SBV_302782_00787"
"g000874_000003","g000874","purD","Phosphoribosylamine--glycine ligase",80,45,311,1,1,1,0,0,0,0,311,"Phosphoribosylamine--glycine ligase(311)","purD(311)",1269,1281,1273.66,324,1,"UMA610_01061","ICMP6402_00170","SBV_302782_01962"
"g002338_000002","g002338","yhgF","Protein YhgF",70,29,311,1,1,1,1,0,1,0,311,"Protein YhgF(312)","yhgF(312)",948,2325,2310.05,324,2,"UMA610_01060","ICMP6402_00171","SBV_302782_01963"
"g001806","g001806",NA,"hypothetical protein",50,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",381,420,394.67,325,1,"UMA610_00934","ICMP6402_00298","SBV_302782_02088"
"g000863","g000863",NA,"hypothetical protein",50,46,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",693,786,753.44,325,2,"UMA610_00933","ICMP6402_00299","SBV_302782_02089"
"g001462_000003","g001462",NA,"hypothetical protein",80,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",396,546,426.96,326,1,"UMA610_01865","ICMP6402_01804","SBV_302782_03341"
"g000322","g000322",NA,"hypothetical protein",50,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",333,468,378.24,326,2,"UMA610_01867","ICMP6402_01806","SBV_302782_03343"
"g000579_000001","g000579","yfiH","Polyphenol oxidase",60,53,311,1,1,1,1,0,1,0,311,"Polyphenol oxidase(311):hypothetical protein(1)","yfiH(265):rl5(46):NA(1)",186,831,794.56,327,1,"UMA610_02086","ICMP6402_03413","SBV_302782_03500"
"g001986_000002","g001986","doeA","Ectoine hydrolase",70,32,311,1,1,1,2,0,2,0,311,"Ectoine hydrolase(309):hypothetical protein(4)","doeA(309):NA(4)",306,1155,1145.14,327,2,"UMA610_02085","ICMP6402_03412","SBV_302782_03499"
"g005375_000003","g005375",NA,"2-haloacrylate reductase",80,14,311,1,1,1,0,0,0,0,311,"2-haloacrylate reductase(311)","NA(311)",1029,1029,1029,328,1,"UMA610_00110","ICMP6402_01108","SBV_302782_00390"
"g001646_000002","g001646","lpxL","Lipid A biosynthesis lauroyltransferase",70,35,311,1.01,1,2,0,2,0,2,313,"Lipid A biosynthesis lauroyltransferase(112):Lipid A biosynthesis myristoyltransferase 2(82):Lipid A biosynthesis myristoyltransferase(72):Lipid A biosynthesis myristoyltransferase 1(47)","lpxL(112):lpxM2(82):lpxM(72):lpxM1(47)",621,972,930.68,328,2,"UMA610_00111","ICMP6402_01107","SBV_302782_00391"
"g001767_000002","g001767","ureE","Urease accessory protein UreE",70,29,311,1,1,1,0,0,0,0,311,"Urease accessory protein UreE(235):Urease accessory protein UreE 1(76)","ureE(235):ureE1(76)",462,810,501.26,329,1,"UMA610_01849","ICMP6402_01788","SBV_302782_03326"
"g000091","g000091","ureF","Urease accessory protein UreF",50,87,311,1,1,1,0,0,0,0,311,"Urease accessory protein UreF(311)","ureF(311)",624,735,678.88,329,2,"UMA610_01850","ICMP6402_01789","SBV_302782_03327"
"g005680_000004","g005680","cytR","HTH-type transcriptional repressor CytR",90,13,311,1,1,2,1,1,1,1,312,"HTH-type transcriptional repressor CytR(311):Maltose regulon regulatory protein MalI(1):HTH-type transcriptional repressor PurR(1)","cytR(311):malI(1):purR(1)",255,1041,1019.88,330,1,"UMA610_01375","ICMP6402_02211","SBV_302782_01126"
"g000531_000001","g000531","ghrB","2-ketogluconate reductase",60,51,311,1,1,2,0,1,0,1,312,"2-ketogluconate reductase(308):Glyoxylate/hydroxypyruvate reductase B(4)","NA(308):ghrB(4)",957,1029,964.44,330,2,"UMA610_01374","ICMP6402_02210","SBV_302782_01125"
"g002861_000002","g002861","rimP","Ribosome maturation factor RimP",70,26,311,1,1,1,0,0,0,0,311,"Ribosome maturation factor RimP(311)","rimP(311)",393,789,606.7,331,1,"UMA610_03133","ICMP6402_03993","SBV_302782_01411"
"g005906_000004","g005906","nusA","Transcription termination/antitermination protein NusA",90,12,311,1,1,1,2,0,2,0,311,"Transcription termination/antitermination protein NusA(311):hypothetical protein(2)","nusA(311):NA(2)",282,1623,1603.08,331,2,"UMA610_03132","ICMP6402_03994","SBV_302782_01410"
"g002416_1_000007","g002416_1","parA","Chromosome partitioning protein ParA",80,24,311,1,1,1,0,0,0,0,311,"Chromosome partitioning protein ParA(311)","parA(311)",792,867,796.3,332,1,"UMA610_03749","ICMP6402_04080","SBV_302782_03810"
"g002759_000003","g002759","parB","Chromosome-partitioning protein ParB",80,23,311,1,1,1,0,0,0,0,311,"Chromosome-partitioning protein ParB(311)","parB(311)",786,885,882.2,332,2,"UMA610_03748","ICMP6402_04081","SBV_302782_03811"
"g001538_000002","g001538","cinA","hypothetical protein",70,36,311,1,1,1,2,0,2,0,311,"hypothetical protein(312):Putative competence-damage inducible protein(1)","NA(312):cinA(1)",255,846,778.17,333,1,"UMA610_02540","ICMP6402_01355","SBV_302782_00263"
"g002610","g002610",NA,"hypothetical protein",50,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",189,846,841.78,333,2,"UMA610_02539","ICMP6402_01356","SBV_302782_00262"
"g000469_000002","g000469","yggS","Pyridoxal phosphate homeostasis protein",70,56,311,1,1,1,0,0,0,0,311,"Pyridoxal phosphate homeostasis protein(311)","NA(209):yggS(102)",660,660,660,334,1,"UMA610_03668","ICMP6402_04161","SBV_302782_03891"
"g001731_000003","g001731","leuS","Leucine--tRNA ligase",80,34,311,1,1,1,4,0,4,0,311,"Leucine--tRNA ligase(315)","leuS(315)",567,2631,2597.54,334,2,"UMA610_03669","ICMP6402_04160","SBV_302782_03890"
"g002068_000002","g002068","ppdK","Pyruvate%2C phosphate dikinase",70,23,311,1,1,2,5,1,5,1,312,"Pyruvate%2C phosphate dikinase(313):hypothetical protein(4)","ppdK(313):NA(4)",141,2994,2661.14,335,1,"UMA610_00903","ICMP6402_00328","SBV_302782_02118"
"g001318_000003","g001318","smc","Chromosome partition protein Smc",80,33,311,1,1,2,2,1,2,1,312,"Chromosome partition protein Smc(314)","smc(314)",192,3519,3432.47,335,2,"UMA610_00905","ICMP6402_00326","SBV_302782_02115"
"g004050_000003","g004050","gltB","Ferredoxin-dependent glutamate synthase 1",80,18,311,1,1,1,2,0,2,0,311,"Ferredoxin-dependent glutamate synthase 1(311):hypothetical protein(2)","gltB(311):NA(2)",1062,4755,4706.12,336,1,"UMA610_02917","ICMP6402_02794","SBV_302782_02958"
"g004083_000004","g004083","gltD","Glutamate synthase [NADPH] small chain",90,16,311,1,1,1,1,0,1,0,311,"Glutamate synthase [NADPH] small chain(312)","gltD(312)",666,1458,1447.33,336,2,"UMA610_02916","ICMP6402_02795","SBV_302782_02957"
"g001610_1_000001","g001610_1","rcsC","Sensor histidine kinase RcsC",60,29,311,1,1,2,6,1,6,1,312,"Sensor histidine kinase RcsC(312):hypothetical protein(6)","rcsC(312):NA(6)",222,3408,3317.11,337,1,"UMA610_01828","ICMP6402_01767","SBV_302782_03305"
"g001732","g001732","cheB","Chemotaxis response regulator protein-glutamate methylesterase",50,33,311,1,1,1,1,0,1,0,311,"Chemotaxis response regulator protein-glutamate methylesterase(254):Sensor histidine kinase RcsC(57):hypothetical protein(1)","cheB(254):rcsC(57):NA(1)",696,1239,931.49,337,2,"UMA610_01827","ICMP6402_01766","SBV_302782_03304"
"g002074_000001","g002074","gdh","NAD-specific glutamate dehydrogenase",60,31,311,1,1,1,0,0,0,0,311,"NAD-specific glutamate dehydrogenase(311)","gdh(235):gdhB(76)",4410,4842,4774.8,338,1,"UMA610_03686","ICMP6402_04143","SBV_302782_03873"
"g000673_000002","g000673",NA,"hypothetical protein",70,47,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",498,1440,1370.83,338,2,"UMA610_03687","ICMP6402_04142","SBV_302782_03872"
"g002263_000003","g002263","hemB","Delta-aminolevulinic acid dehydratase",80,28,311,1,1,1,1,0,1,0,311,"Delta-aminolevulinic acid dehydratase(312)","hemB(312)",483,1020,1010.81,339,1,"UMA610_00537","ICMP6402_00694","SBV_302782_00820"
"g002959_000002","g002959",NA,"hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",459,459,459,339,2,"UMA610_00538","ICMP6402_00693","SBV_302782_00821"
"g002634_1_000005","g002634_1",NA,"hypothetical protein",80,26,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",294,3831,3780.88,340,1,"UMA610_02537","ICMP6402_01358","SBV_302782_00260"
"g001434_1_000010","g001434_1","gpt","Xanthine phosphoribosyltransferase",80,19,311,1,1,1,0,0,0,0,311,"Xanthine phosphoribosyltransferase(311)","gpt(311)",498,792,529.58,340,2,"UMA610_02538","ICMP6402_01357","SBV_302782_00261"
"g001631_000002","g001631","recF","DNA replication and repair protein RecF",70,34,311,1,1,1,0,0,0,0,311,"DNA replication and repair protein RecF(311)","recF(311)",1125,1173,1127.46,341,1,"UMA610_03117","ICMP6402_04009","SBV_302782_01395"
"g000860_000002","g000860","moeZ","putative adenylyltransferase/sulfurtransferase MoeZ",70,45,311,1,1,1,0,0,0,0,311,"putative adenylyltransferase/sulfurtransferase MoeZ(311)","moeZ(311)",753,831,775.23,341,2,"UMA610_03118","ICMP6402_04008","SBV_302782_01396"
"g000901_000001","g000901","lpxI","UDP-2%2C3-diacylglucosamine pyrophosphatase LpxI",60,42,311,1,1,1,0,0,0,0,311,"UDP-2%2C3-diacylglucosamine pyrophosphatase LpxI(311)","lpxI(311)",822,894,876.04,342,1,"UMA610_00325","ICMP6402_00907","SBV_302782_00549"
"g000378_000001","g000378","lpxB","Lipid-A-disaccharide synthase",60,57,311,1,1,1,0,0,0,0,311,"Lipid-A-disaccharide synthase(311)","lpxB(311)",1173,1206,1182.6,342,2,"UMA610_00324","ICMP6402_00908","SBV_302782_00548"
"g000689_000001","g000689","rnhB","Ribonuclease HII",60,48,311,1,1,2,1,1,1,1,312,"Ribonuclease HII(277):hypothetical protein(34):Ribonuclease HIII(2)","rnhB(277):NA(34):rnhC(2)",219,915,671.3,343,1,"UMA610_00986","ICMP6402_00245","SBV_302782_02036"
"g002732_000002","g002732","atpF","ATP synthase subunit b",70,27,311,1,1,2,0,1,0,1,312,"ATP synthase subunit b(312)","atpF(312)",480,492,487.52,343,2,"UMA610_00988","ICMP6402_00243","SBV_302782_02034"
"g005240_000004","g005240","carB","Carbamoyl-phosphate synthase large chain",90,13,311,1,1,1,3,0,3,0,311,"Carbamoyl-phosphate synthase large chain(314)","carB(314)",1059,3489,3446.77,344,1,"UMA610_02120","ICMP6402_03447","SBV_302782_03534"
"g005115_000003","g005115","greA","Transcription elongation factor GreA",80,15,311,1,1,1,0,0,0,0,311,"Transcription elongation factor GreA(311)","greA(311)",477,477,477,344,2,"UMA610_02114","ICMP6402_03441","SBV_302782_03528"
"g000170_1_000006","g000170_1","ibpA","Small heat shock protein IbpA",70,24,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(311)","ibpA(311)",465,486,475.73,345,1,"UMA610_03056","ICMP6402_02645","SBV_302782_03083"
"g001430","g001430","pldB","Lysophospholipase L2",50,37,311,1,1,1,0,0,0,0,311,"Lysophospholipase L2(309):hypothetical protein(2)","pldB(309):NA(2)",846,1158,963.96,345,2,"UMA610_03055","ICMP6402_02646","SBV_302782_03082"
"g002242","g002242","flhB","Flagellar biosynthetic protein FlhB",50,30,311,1,1,1,1,0,1,0,311,"Flagellar biosynthetic protein FlhB(303):hypothetical protein(9)","flhB(303):NA(9)",408,1137,1077.22,346,1,"UMA610_01140","ICMP6402_00092","SBV_302782_01883"
"g002175_000001","g002175",NA,"hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",363,450,437.48,346,2,"UMA610_01139","ICMP6402_00093","SBV_302782_01884"
"g000723_000003","g000723",NA,"hypothetical protein",80,49,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,744,571.67,347,1,"UMA610_02037","ICMP6402_03363","SBV_302782_03452"
"g005956_000003","g005956","gltA","Citrate synthase",80,11,311,1.01,1,2,0,2,0,2,313,"Citrate synthase(313)","gltA(310):aarA(3)",1290,1308,1290.06,348,1,"UMA610_00323","ICMP6402_00909","SBV_302782_00547"
"g000824_1_000010","g000824_1","phaA","Acetyl-CoA acetyltransferase",80,40,311,1.09,1,3,1,27,1,28,339,"Acetyl-CoA acetyltransferase(340)","phaA(340)",441,1188,1176.37,349,1,"UMA610_03689","ICMP6402_04140","SBV_302782_03870"
"g004827_000002","g004827",NA,"hypothetical protein",70,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",573,579,575.22,350,1,"UMA610_03688","ICMP6402_04141","SBV_302782_03871"
"g000116","g000116","def","Peptide deformylase",50,80,311,1,1,1,0,0,0,0,311,"Peptide deformylase(311)","def(311)",486,594,495.96,351,1,"UMA610_00148","ICMP6402_01070","SBV_302782_00428"
"g004209_000003","g004209",NA,"hypothetical protein",80,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",693,708,702.5,352,1,"UMA610_03667","ICMP6402_04162","SBV_302782_03892"
"g004055_000003","g004055","yheS","putative ABC transporter ATP-binding protein YheS",80,19,311,1,1,1,0,0,0,0,311,"putative ABC transporter ATP-binding protein YheS(311)","yheS(311)",1284,1917,1622.74,353,1,"UMA610_03006","ICMP6402_02695","SBV_302782_03033"
"g003198_000002","g003198",NA,"hypothetical protein",70,24,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",603,675,611.66,354,1,"UMA610_00926","ICMP6402_00306","SBV_302782_02096"
"g001985_000002","g001985","pepF1","hypothetical protein",70,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(280):Oligoendopeptidase F%2C plasmid(31)","NA(280):pepF1(31)",1845,1884,1853.88,355,1,"UMA610_02899","ICMP6402_02813","SBV_302782_02940"
"g001153_000003","g001153","comM","Competence protein ComM",80,29,311,1,1,1,61,0,61,0,311,"Competence protein ComM(370):hypothetical protein(11)","comM(370):NA(11)",216,1632,1250.96,356,1,"UMA610_03345","ICMP6402_03781","SBV_302782_01639"
"g003500_000002","g003500","glnD","Bifunctional uridylyltransferase/uridylyl-removing enzyme",70,22,311,1,1,1,3,0,3,0,311,"Bifunctional uridylyltransferase/uridylyl-removing enzyme(314)","glnD(314)",675,2931,2810.37,357,1,"UMA610_03379","ICMP6402_03746","SBV_302782_01673"
"g002195_000001","g002195","ndvB","Cyclic beta-(1%2C2)-glucan synthase NdvB",60,26,311,1.01,1,2,2,4,2,4,315,"Cyclic beta-(1%2C2)-glucan synthase NdvB(317)","ndvB(317)",309,8547,8366.64,358,1,"UMA610_03652","ICMP6402_04177","SBV_302782_03906"
"g000284","g000284","dmsA","Dimethyl sulfoxide reductase DmsA",50,65,311,1,1,1,108,0,108,0,311,"Dimethyl sulfoxide reductase DmsA(181):Putative dimethyl sulfoxide reductase chain YnfE(112):GDP-mannose pyrophosphatase NudK(108):putative dimethyl sulfoxide reductase chain YnfF(17):Nitrate reductase(1)","dmsA(181):ynfE(112):nudK(108):ynfF(17):napA(1)",594,2817,1772.36,359,1,"(UMA610_00569:UMA610_00570)","(ICMP6402_00664:ICMP6402_00665)","(SBV_302782_00851:SBV_302782_00852)"
"g001104_000002","g001104","aroA","3-phosphoshikimate 1-carboxyvinyltransferase",70,40,311,1,1,1,0,0,0,0,311,"3-phosphoshikimate 1-carboxyvinyltransferase(311)","aroA(311)",1185,1302,1269.22,360,1,"UMA610_01067","ICMP6402_00164","SBV_302782_01956"
"g002190_000002","g002190","srmB","ATP-dependent RNA helicase SrmB",70,29,311,1,1,1,3,0,3,0,311,"ATP-dependent RNA helicase SrmB(175):ATP-dependent RNA helicase RhlB(133):hypothetical protein(6)","srmB(175):rhlB(133):NA(6)",636,2637,2497.34,361,1,"UMA610_01547","ICMP6402_00023","SBV_302782_01813"
"g002680_000001","g002680","sasA","Adaptive-response sensory-kinase SasA",60,27,311,1,1,1,0,0,0,0,311,"Adaptive-response sensory-kinase SasA(231):Sensor histidine kinase RcsC(80)","sasA(231):rcsC(80)",1530,1536,1534.42,362,1,"UMA610_02390","ICMP6402_01552","SBV_302782_00059"
"g002741_000002","g002741",NA,"hypothetical protein",70,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1062,1107,1098.1,363,1,"UMA610_03245","ICMP6402_03880","SBV_302782_01524"
"g001994","g001994",NA,"hypothetical protein",50,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",579,774,591.29,364,1,"UMA610_00480","ICMP6402_00751","SBV_302782_00704"
"g000128_1_000002","g000128_1",NA,"hypothetical protein",60,29,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",447,621,610.58,365,1,"UMA610_03287","ICMP6402_03839","SBV_302782_01581"
"g001611_1_000001","g001611_1","qseB","Transcriptional regulatory protein QseB",60,27,311,1.01,1,2,0,2,0,2,313,"Transcriptional regulatory protein QseB(178):Swarming motility regulation protein RssB(134):Transcriptional regulatory protein BasR(1)","qseB(178):rssB(134):basR(1)",630,762,658.97,366,1,"UMA610_04255","ICMP6402_04462","SBV_302782_04777"
"g000466_000002","g000466",NA,"hypothetical protein",70,55,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",156,483,418.76,367,1,"UMA610_02135","ICMP6402_03463","SBV_302782_03549"
