"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP5877","CFBP5499","NCPPB925"
"g004095_000003","g004095","lpd3","Dihydrolipoyl dehydrogenase 3",80,19,311,1,1,1,0,0,0,0,311,"Dihydrolipoyl dehydrogenase 3(311)","lpd3(311)",1407,1407,1407,467,1,"CFBP5877_02298","CFBP5499_02398","NCPPB925_02821"
"g002969_1_000004","g002969_1","nasD","Nitrite reductase [NAD(P)H]",90,24,311,1.02,1,2,0,7,0,7,318,"Nitrite reductase [NAD(P)H](318)","nasD(318)",1230,2460,2427.97,468,1,"CFBP5877_03851","CFBP5499_03956","NCPPB925_03918"
"g001289_000002","g001289","hemC","Porphobilinogen deaminase",70,36,311,1,1,1,0,0,0,0,311,"Porphobilinogen deaminase(311)","hemC(311)",858,930,929.55,469,1,"CFBP5877_02318","CFBP5499_02418","NCPPB925_02801"
"g000234_1_000005","g000234_1","rlmB","23S rRNA (guanosine-2'-O-)-methyltransferase RlmB",80,46,311,1.14,1,2,214,44,215,44,355,"23S rRNA (guanosine-2'-O-)-methyltransferase RlmB(313):putative acyl-CoA thioester hydrolase(256):hypothetical protein(1)","rlmB(313):NA(257)",210,1356,667.02,470,1,"(CFBP5877_01667:CFBP5877_01668)","(CFBP5499_01767:CFBP5499_01768)","(NCPPB925_00545:NCPPB925_00546)"
"g003555_1_000001","g003555_1","phyR","Phyllosphere-induced regulator PhyR",60,19,311,1,1,1,0,0,0,0,311,"Phyllosphere-induced regulator PhyR(311)","phyR(311)",756,795,794.86,471,1,"CFBP5877_04144","CFBP5499_04302","NCPPB925_03570"
"g002088_000003","g002088","lldD","L-lactate dehydrogenase",80,31,311,1,1,1,0,0,0,0,311,"L-lactate dehydrogenase(311)","lldD(311)",1134,1206,1140.91,472,1,"CFBP5877_01985","CFBP5499_02085","NCPPB925_00226"
"g000583_000002","g000583",NA,"hypothetical protein",70,52,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",498,2490,2460.41,473,1,"CFBP5877_02548","CFBP5499_02648","NCPPB925_02568"
"g006405_000004","g006405","mdh","Malate dehydrogenase",90,11,311,1,1,2,0,1,0,1,312,"Malate dehydrogenase(311):hypothetical protein(1)","mdh(311):NA(1)",261,966,959.96,474,1,"CFBP5877_02305","CFBP5499_02405","NCPPB925_02814"
"g002590_000001","g002590",NA,"hypothetical protein",60,28,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",411,543,534.53,475,1,"CFBP5877_02307","CFBP5499_02407","NCPPB925_02812"
"g003049_000002","g003049",NA,"hypothetical protein",70,25,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",381,996,391.14,476,1,"CFBP5877_04089","CFBP5499_04194","NCPPB925_03678"
"g002722_000001","g002722","rhtB","Homoserine/homoserine lactone efflux protein",60,27,311,1,1,1,0,0,0,0,311,"Homoserine/homoserine lactone efflux protein(311)","rhtB(311)",621,666,645.54,477,1,"CFBP5877_02334","CFBP5499_02434","NCPPB925_02785"
"g001816","g001816","artJ","ABC transporter arginine-binding protein 1",50,34,311,1,1,1,0,0,0,0,311,"ABC transporter arginine-binding protein 1(170):Putative ABC transporter arginine-binding protein 2(81):Lysine/arginine/ornithine-binding periplasmic protein(41):hypothetical protein(10):Membrane-bound lytic murein transglycosylase F(9)","artJ(170):artI(81):argT(41):NA(10):mltF(9)",762,921,823.4,478,1,"CFBP5877_00132","CFBP5499_00135","NCPPB925_02184"
"g000640_1_000015","g000640_1",NA,"Ureidoglycolate lyase",80,28,311,1,1,1,0,0,0,0,311,"Ureidoglycolate lyase(311)","NA(311)",843,843,843,479,1,"CFBP5877_02510","CFBP5499_02610","NCPPB925_02606"
"g001054_1_000003","g001054_1",NA,"putative FAD-linked oxidoreductase",70,28,311,1,1,1,1,0,1,0,311,"putative FAD-linked oxidoreductase(311):hypothetical protein(1)","NA(312)",657,1419,1407.51,480,1,"CFBP5877_01730","CFBP5499_01830","NCPPB925_00482"
"g002708_000001","g002708","yjfF","Inner membrane ABC transporter permease protein YjfF",60,27,311,1.01,1,2,0,2,0,2,313,"Inner membrane ABC transporter permease protein YjfF(313)","yjfF(313)",267,981,975.54,481,1,"CFBP5877_03167","CFBP5499_03267","NCPPB925_04609"
"g004792_000003","g004792","cdhR","HTH-type transcriptional regulator CdhR",80,16,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator CdhR(311)","cdhR(311)",1014,1044,1030.25,482,1,"CFBP5877_01446","CFBP5499_01546","NCPPB925_00769"
"g001179_000002","g001179","gabD","Succinate-semialdehyde dehydrogenase [NADP(+)]",70,40,311,1.11,1,3,1,32,1,34,345,"Succinate-semialdehyde dehydrogenase [NADP(+)](124):Putative aldehyde dehydrogenase AldA(117):Succinate-semialdehyde dehydrogenase [NADP(+)] GabD(56):Glutarate-semialdehyde dehydrogenase DavD(48):hypothetical protein(1)","gabD(180):aldA(117):davD(48):NA(1)",321,1563,1527.69,483,1,"CFBP5877_04136","CFBP5499_04294","NCPPB925_03578"
"g005015_000003","g005015","amiC","Aliphatic amidase expression-regulating protein",80,15,311,1,1,1,0,0,0,0,311,"Aliphatic amidase expression-regulating protein(310):hypothetical protein(1)","amiC(310):NA(1)",1143,1308,1289.64,484,1,"CFBP5877_02077","CFBP5499_02177","NCPPB925_00136"
"g000161","g000161","agaAII","N-acetylgalactosamine-6-phosphate deacetylase",50,72,311,1.05,1,3,1,12,1,14,325,"N-acetylgalactosamine-6-phosphate deacetylase(302):N-acetylglucosamine-6-phosphate deacetylase(20):hypothetical protein(4)","agaAII(302):nagA(20):NA(4)",204,1206,1156.64,485,1,"CFBP5877_02275","CFBP5499_02375","NCPPB925_02844"
"g002902_000002","g002902","rlmH","Ribosomal RNA large subunit methyltransferase H",70,26,311,1,1,1,0,0,0,0,311,"Ribosomal RNA large subunit methyltransferase H(311)","rlmH(311)",483,510,483.26,486,1,"CFBP5877_02438","CFBP5499_02538","NCPPB925_02678"
"g004471_000004","g004471","prfC","Peptide chain release factor RF3",90,15,311,1,1,1,0,0,0,0,311,"Peptide chain release factor RF3(206):Peptide chain release factor 3(105)","prfC(311)",1584,2220,1595.09,487,1,"CFBP5877_02798","CFBP5499_02898","NCPPB925_02323"
"g002033_000002","g002033",NA,"hypothetical protein",70,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",465,540,483.73,488,1,"CFBP5877_00620","CFBP5499_00713","NCPPB925_01606"
"g000878_1_000003","g000878_1","hutH","Histidine ammonia-lyase",80,42,311,1.02,1,3,0,4,0,5,316,"Histidine ammonia-lyase(316)","hutH(316)",1536,1551,1539.28,489,1,"CFBP5877_03882","CFBP5499_03987","NCPPB925_03887"
"g004651_1_000005","g004651_1","ftcR","Flagellar transcriptional regulator FtcR",80,16,311,1,1,1,0,0,0,0,311,"Flagellar transcriptional regulator FtcR(311)","ftcR(311)",486,672,671.36,490,1,"CFBP5877_00271","CFBP5499_00364","NCPPB925_01958"
"g003604_000002","g003604",NA,"hypothetical protein",70,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",768,891,804.2,491,1,"CFBP5877_01394","CFBP5499_01494","NCPPB925_00821"
"g001597_000002","g001597","sufE","Cysteine desulfuration protein SufE",70,35,311,1,1,1,0,0,0,0,311,"Cysteine desulfuration protein SufE(311)","sufE(311)",414,447,421.51,492,1,"CFBP5877_00608","CFBP5499_00701","NCPPB925_01618"
"g001039_000001","g001039","phaC","Poly(3-hydroxyalkanoate) polymerase subunit PhaC",60,41,311,1,1,1,0,0,0,0,311,"Poly(3-hydroxyalkanoate) polymerase subunit PhaC(246):hypothetical protein(65)","phaC(246):NA(65)",1833,1986,1873.11,493,1,"CFBP5877_01297","CFBP5499_01397","NCPPB925_00919"
"g005031_000003","g005031","tgt","Queuine tRNA-ribosyltransferase",80,15,311,1,1,1,0,0,0,0,311,"Queuine tRNA-ribosyltransferase(311)","tgt(311)",756,1131,1129.58,494,1,"CFBP5877_01358","CFBP5499_01458","NCPPB925_00858"
"g004482_000004","g004482","gatB","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B",90,17,311,1,1,1,0,0,0,0,311,"Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B(311)","gatB(311)",1503,1623,1514.52,495,1,"CFBP5877_01033","CFBP5499_01126","NCPPB925_01192"
"g002200","g002200","katG","Catalase-peroxidase",50,30,311,1,1,1,0,0,0,0,311,"Catalase-peroxidase(311)","katG(311)",1728,2202,2180.92,496,1,"CFBP5877_02991","CFBP5499_03092","NCPPB925_04783"
"g002648_000003","g002648",NA,"putative FAD-linked oxidoreductase",80,27,311,1,1,1,1,0,1,0,311,"putative FAD-linked oxidoreductase(310):hypothetical protein(2)","NA(312)",486,1599,1433.16,497,1,"CFBP5877_00357","CFBP5499_00450","NCPPB925_01871"
"g005221_000003","g005221",NA,"Thioredoxin C-1",80,15,311,1,1,1,0,0,0,0,311,"Thioredoxin C-1(311)","NA(311)",321,327,322.49,498,1,"CFBP5877_02518","CFBP5499_02618","NCPPB925_02598"
"g000143","g000143",NA,"hypothetical protein",50,76,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",312,1032,883.41,499,1,"CFBP5877_01955","CFBP5499_02055","NCPPB925_00256"
"g000134_000002","g000134","dusA","tRNA-dihydrouridine(20/20a) synthase",70,71,311,1,1,2,0,1,0,1,312,"tRNA-dihydrouridine(20/20a) synthase(311):hypothetical protein(1)","dusA(311):NA(1)",135,1227,1014.69,500,1,"CFBP5877_01222","CFBP5499_01322","NCPPB925_00994"
"g002354_000001","g002354",NA,"hypothetical protein",60,28,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",291,1254,1141.77,501,1,"CFBP5877_01951","CFBP5499_02051","NCPPB925_00260"
"g000830","g000830",NA,"hypothetical protein",50,46,311,1,1,1,0,0,0,0,311,"hypothetical protein(214):putative protein(97)","NA(311)",990,1212,1062.56,502,1,"CFBP5877_02362","CFBP5499_02462","NCPPB925_02756"
"g003199_000002","g003199",NA,"hypothetical protein",70,23,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",588,624,597.9,503,1,"CFBP5877_00801","CFBP5499_00894","NCPPB925_01425"
"g000504_000002","g000504","mobB","Molybdopterin-guanine dinucleotide biosynthesis adapter protein",70,53,311,1,1,1,0,0,0,0,311,"Molybdopterin-guanine dinucleotide biosynthesis adapter protein(311)","mobB(311)",513,558,522.52,504,1,"CFBP5877_01378","CFBP5499_01478","NCPPB925_00838"
"g000443_000003","g000443","glyS","Glycine--tRNA ligase beta subunit",80,53,311,1,1,1,3,0,3,0,311,"Glycine--tRNA ligase beta subunit(314)","glyS(314)",378,2562,2210.62,505,1,"CFBP5877_00335","CFBP5499_00428","(NCPPB925_01893:NCPPB925_01894)"
"g001440_000002","g001440",NA,"hypothetical protein",70,37,311,1,1,1,1,0,1,0,311,"hypothetical protein(312)","NA(312)",219,1110,1014.39,506,1,"CFBP5877_00533","CFBP5499_00626","NCPPB925_01694"
"g001851","g001851",NA,"hypothetical protein",50,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",804,1749,823.59,507,1,"CFBP5877_00150","CFBP5499_00153","NCPPB925_02166"
"g002344_000002","g002344","yfkN","Trifunctional nucleotide phosphoesterase protein YfkN",70,24,311,1,1,1,1,0,1,0,311,"Trifunctional nucleotide phosphoesterase protein YfkN(311):2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase(1)","yfkN(311):cpdB(1)",711,2004,1985.09,508,1,"CFBP5877_00919","CFBP5499_01012","NCPPB925_01306"
"g001512_1_000001","g001512_1","wcaJ","hypothetical protein",60,33,311,1,1,2,1,1,1,1,312,"hypothetical protein(246):UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase(67)","NA(246):wcaJ(54):gumD(13)",171,1653,1547.95,509,1,"CFBP5877_00951","CFBP5499_01044","NCPPB925_01274"
"g000532_1_000001","g000532_1","iolS","Aldo-keto reductase IolS",60,53,311,1.03,1,2,0,9,0,9,320,"Aldo-keto reductase IolS(162):Protein tas(123):Aldo-keto reductase YhdN(35)","iolS(162):tas(123):yhdN(35)",936,1092,951.91,510,1,"CFBP5877_02747","CFBP5499_02847","NCPPB925_02374"
"g000519","g000519","eptA","Phosphoethanolamine transferase EptA",50,54,311,1.05,1,3,0,13,0,15,326,"Phosphoethanolamine transferase EptA(326)","eptA(326)",1554,1788,1678.43,511,1,"CFBP5877_04006","CFBP5499_04111","NCPPB925_03763"
"g000015_3","g000015_3","ybiS","hypothetical protein",50,85,311,1.78,1,5,72,190,72,244,555,"hypothetical protein(623):putative L%2CD-transpeptidase YbiS(4)","NA(623):ybiS(4)",384,987,739.15,512,1,"CFBP5877_02003","CFBP5499_02103","NCPPB925_00208"
"g001190_000002","g001190","ribN","Riboflavin transporter",70,39,311,1,1,1,0,0,0,0,311,"Riboflavin transporter(311)","ribN(311)",501,1074,936.26,513,1,"CFBP5877_01259","CFBP5499_01359","NCPPB925_00957"
"g004386_000003","g004386",NA,"hypothetical protein",80,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",222,555,514.19,514,1,"CFBP5877_03706","CFBP5499_03810","NCPPB925_04066"
"g002122_000001","g002122",NA,"hypothetical protein",60,31,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",966,1047,1000.4,515,1,"CFBP5877_02011","CFBP5499_02111","NCPPB925_00200"
"g002379_000002","g002379",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1278,1290,1278.21,516,1,"CFBP5877_02772","CFBP5499_02872","NCPPB925_02349"
"g005596_1_000004","g005596_1","alaC","Glutamate-pyruvate aminotransferase AlaC",90,11,311,1,1,2,0,1,0,1,312,"Glutamate-pyruvate aminotransferase AlaC(312)","alaC(312)",516,1221,1214.08,517,1,"CFBP5877_01284","CFBP5499_01384","NCPPB925_00932"
"g001172","g001172","mepM","hypothetical protein",50,40,311,1,1,1,0,0,0,0,311,"hypothetical protein(310):Murein DD-endopeptidase MepM(1)","NA(310):mepM(1)",360,1356,1308.75,518,1,"CFBP5877_01526","CFBP5499_01626","NCPPB925_00688"
"g000359_1_000018","g000359_1","potA","Spermidine/putrescine import ATP-binding protein PotA",70,25,311,1.02,1,3,0,5,0,7,318,"Spermidine/putrescine import ATP-binding protein PotA(295):Vitamin B12 import ATP-binding protein BtuD(10):sn-glycerol-3-phosphate import ATP-binding protein UgpC(6):hypothetical protein(5):Maltose/maltodextrin import ATP-binding protein MalK(2)","potA(295):btuD(10):ugpC(6):NA(5):malK(2)",210,1062,1044.25,519,1,"CFBP5877_01821","CFBP5499_01921","NCPPB925_00391"
"g004297_1_000005","g004297_1","eno","Enolase",80,14,311,1,1,1,4,0,4,0,311,"Enolase(315)","eno(315)",417,1275,1259.27,520,1,"CFBP5877_01122","CFBP5499_01215","NCPPB925_01102"
"g000618","g000618",NA,"hypothetical protein",50,44,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",207,402,234.98,521,1,"CFBP5877_03147","CFBP5499_03247","NCPPB925_04629"
"g005839_000003","g005839",NA,"hypothetical protein",80,13,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",438,444,440.78,522,1,"CFBP5877_02448","CFBP5499_02548","NCPPB925_02668"
"g000448_1_000005","g000448_1","ilvG","Acetolactate synthase isozyme 2 large subunit",80,51,311,1,1,1,1,0,1,0,311,"Acetolactate synthase isozyme 2 large subunit(311):3D-(3%2C5/4)-trihydroxycyclohexane-1%2C2-dione hydrolase(1)","ilvG(311):iolD(1)",420,1731,1657.77,523,1,"CFBP5877_01802","CFBP5499_01902","NCPPB925_00410"
"g002211_000001","g002211","ydiK","Putative transport protein YdiK",60,29,311,1,1,1,1,0,1,0,311,"Putative transport protein YdiK(249):hypothetical protein(63)","ydiK(249):NA(63)",558,1281,1188.17,524,1,"CFBP5877_01417","CFBP5499_01517","NCPPB925_00798"
"g001379_000001","g001379","asnC","Regulatory protein AsnC",60,36,311,1.04,1,2,0,11,0,11,322,"Regulatory protein AsnC(198):Leucine-responsive regulatory protein(123):hypothetical protein(1)","asnC(198):lrp(123):NA(1)",354,471,431.77,525,1,"CFBP5877_00635","CFBP5499_00728","NCPPB925_01591"
"g002654_000003","g002654","gltX","Glutamate--tRNA ligase",80,26,311,1.01,1,2,0,2,0,2,313,"Glutamate--tRNA ligase(313)","gltX(313)",1455,1488,1458.47,526,1,"CFBP5877_04499","CFBP5499_04657","NCPPB925_03212"
"g002178_000003","g002178","iscA","Iron-binding protein IscA",80,31,311,1,1,1,0,0,0,0,311,"Iron-binding protein IscA(160):Protein SufA(151)","iscA(160):sufA(151)",387,423,389.75,527,1,"CFBP5877_01513","CFBP5499_01613","NCPPB925_00701"
"g003179_000003","g003179","mnmA","tRNA-specific 2-thiouridylase MnmA",80,23,311,1,1,1,0,0,0,0,311,"tRNA-specific 2-thiouridylase MnmA(311)","mnmA(311)",1197,1389,1203.68,528,1,"CFBP5877_03664","CFBP5499_03768","NCPPB925_04108"
"g000816_000003","g000816","pheT","Phenylalanine--tRNA ligase beta subunit",80,43,311,1,1,1,2,0,2,0,311,"Phenylalanine--tRNA ligase beta subunit(313)","pheT(313)",273,2439,2408.92,529,1,"CFBP5877_02743","CFBP5499_02843","NCPPB925_02378"
"g004546_000003","g004546","glnII","Glutamine synthetase",80,16,311,1,1,2,0,1,0,1,312,"Glutamine synthetase(312)","glnII(312)",990,1272,1037.26,530,1,"CFBP5877_02079","CFBP5499_02179","NCPPB925_00134"
"g001079_000002","g001079","pdxJ","Pyridoxine 5'-phosphate synthase",70,42,311,1.03,1,2,0,8,0,8,319,"Pyridoxine 5'-phosphate synthase(319)","pdxJ(319)",750,861,762.84,531,1,"CFBP5877_01698","CFBP5499_01798","NCPPB925_00514"
"g000402_000002","g000402","csxA","Exo-beta-D-glucosaminidase",70,53,311,1,1,1,0,0,0,0,311,"Exo-beta-D-glucosaminidase(212):hypothetical protein(96):Beta-galactosidase(3)","csxA(212):NA(96):lacZ(3)",2448,2565,2461.66,532,1,"CFBP5877_01230","CFBP5499_01330","NCPPB925_00986"
"g000015_2_000014","g000015_2","ybiS","hypothetical protein",70,95,311,2.4,1,6,2,182,2,435,746,"hypothetical protein(743):putative L%2CD-transpeptidase YbiS(5)","NA(743):ybiS(5)",144,1029,772.82,533,1,"CFBP5877_00537;CFBP5877_00538;CFBP5877_03276;CFBP5877_04894","CFBP5499_00630;CFBP5499_00631;CFBP5499_03377;CFBP5499_05053","NCPPB925_01689;NCPPB925_01690;NCPPB925_04499;NCPPB925_05213"
"g003846_000003","g003846","sthA","putative soluble pyridine nucleotide transhydrogenase",80,20,311,1,1,1,0,0,0,0,311,"putative soluble pyridine nucleotide transhydrogenase(310):Soluble pyridine nucleotide transhydrogenase(1)","sthA(311)",1401,1779,1412.9,534,1,"CFBP5877_01342","CFBP5499_01442","NCPPB925_00874"
"g001833_000003","g001833","yciK","putative oxidoreductase YciK",80,33,311,1,1,1,0,0,0,0,311,"putative oxidoreductase YciK(311)","yciK(311)",741,762,741.88,535,1,"CFBP5877_00799","CFBP5499_00892","NCPPB925_01427"
"g000554_1_000001","g000554_1",NA,"hypothetical protein",60,45,311,1.28,1,2,1,87,1,87,398,"hypothetical protein(399)","NA(399)",267,1980,1767.05,536,1,"CFBP5877_03727","CFBP5499_03831","NCPPB925_04045"
"g002323_000002","g002323","mraZ","Transcriptional regulator MraZ",70,29,311,1,1,1,0,0,0,0,311,"Transcriptional regulator MraZ(311)","mraZ(311)",441,477,448.45,537,1,"CFBP5877_01781","CFBP5499_01881","NCPPB925_00431"
"g005145_000003","g005145",NA,"hypothetical protein",80,15,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",144,192,144.31,538,1,"CFBP5877_01348","CFBP5499_01448","NCPPB925_00868"
"g000352","g000352",NA,"hypothetical protein",50,61,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",387,897,762.14,539,1,"CFBP5877_01440","CFBP5499_01540","NCPPB925_00775"
"g003016_1_000011","g003016_1","argG","Argininosuccinate synthase",90,10,311,1,1,1,0,0,0,0,311,"Argininosuccinate synthase(311)","argG(311)",1224,1413,1231.6,540,1,"CFBP5877_02332","CFBP5499_02432","NCPPB925_02787"
"g000414_2_000021","g000414_2","cheW","Chemotaxis protein CheW",80,11,311,1.01,1,2,0,2,0,2,313,"Chemotaxis protein CheW(313)","cheW(313)",477,483,477.53,541,1,"CFBP5877_02284","CFBP5499_02384","NCPPB925_02835"
"g003402_000003","g003402","cysK1","O-acetylserine sulfhydrylase",80,23,311,1,1,1,0,0,0,0,311,"O-acetylserine sulfhydrylase(311)","cysK1(311)",969,969,969,542,1,"CFBP5877_02795","CFBP5499_02895","NCPPB925_02326"
"g004451_000002","g004451","map","Methionine aminopeptidase",70,18,311,1,1,1,0,0,0,0,311,"Methionine aminopeptidase(311)","map(311)",750,804,752.68,543,1,"CFBP5877_01973","CFBP5499_02073","NCPPB925_00238"
"g005883_000004","g005883","rpoD","RNA polymerase sigma factor RpoD",90,11,311,1,1,1,1,0,1,0,311,"RNA polymerase sigma factor RpoD(312)","rpoD(312)",708,2067,2049.42,544,1,"CFBP5877_01838","CFBP5499_01938","NCPPB925_00374"
"g001989_000001","g001989","ltaE","Low specificity L-threonine aldolase",60,28,311,1,1,1,1,0,1,0,311,"Low specificity L-threonine aldolase(311):hypothetical protein(1)","ltaE(311):NA(1)",228,1131,1047.15,545,1,"CFBP5877_03747","CFBP5499_03851","NCPPB925_04025"
"g002453_000003","g002453","kdsA","2-dehydro-3-deoxyphosphooctonate aldolase",80,27,311,1,1,1,1,0,1,0,311,"2-dehydro-3-deoxyphosphooctonate aldolase(312)","kdsA(312)",306,855,843.28,546,1,"CFBP5877_01121","CFBP5499_01214","NCPPB925_01103"
"g001137_000002","g001137","pth","Peptidyl-tRNA hydrolase",70,40,311,1,1,1,0,0,0,0,311,"Peptidyl-tRNA hydrolase(311)","pth(311)",690,783,716.53,547,1,"CFBP5877_01896","CFBP5499_01996","NCPPB925_00315"
"g000082_000003","g000082","ftsK","hypothetical protein",80,41,311,2.01,2,4,0,311,0,313,624,"hypothetical protein(621):DNA translocase FtsK(3)","NA(621):ftsK(3)",210,3072,2741.9,548,1,"CFBP5877_02420;CFBP5877_04516","CFBP5499_02520;CFBP5499_04674","NCPPB925_02697;NCPPB925_03194"
"g001479_1_000002","g001479_1","fabG","3-oxoacyl-[acyl-carrier-protein] reductase FabG",70,36,311,1,1,1,0,0,0,0,311,"3-oxoacyl-[acyl-carrier-protein] reductase FabG(188):NADPH-dependent reductase BacG(123)","fabG(188):bacG(123)",786,900,792.52,549,1,"CFBP5877_00685","CFBP5499_00778","NCPPB925_01540"
"g000074_000001","g000074",NA,"putative enoyl-CoA hydratase 1",60,93,311,1.01,1,2,206,2,207,2,313,"putative enoyl-CoA hydratase 1(310):hypothetical protein(210)","NA(520)",198,1551,708.27,550,1,"(CFBP5877_04057:CFBP5877_04059)","(CFBP5499_04162:CFBP5499_04164)","(NCPPB925_03709:NCPPB925_03711)"
"g014033_000005","g014033","rpmF","50S ribosomal protein L32",95,4,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L32(311)","rpmF(311)",186,186,186,551,1,"CFBP5877_02607","CFBP5499_02707","NCPPB925_02514"
"g003809_000003","g003809",NA,"hypothetical protein",80,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",204,312,228.21,552,1,"CFBP5877_01269","CFBP5499_01369","NCPPB925_00947"
"g002881_1_000003","g002881_1","scrK","Fructokinase",70,25,311,1,1,1,0,0,0,0,311,"Fructokinase(311)","scrK(311)",927,951,927.31,553,1,"CFBP5877_00075","CFBP5499_00078","NCPPB925_02240"
